embedded,prior_type,item,embedded_content,prior,background,prompt,rating,distribution,raw_probs
p,low_prior,Jayden,Jayden rented a car,Jayden doesn't have a driver's license.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden doesn't have a driver's license. Question: How likely is it that Jayden rented a car?",0.1,-7.90E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-7.89631e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0009127748, top_logprobs=[]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.9865398, top_logprobs=[])]"
p,low_prior,Tony,Tony had a drink last night,Tony has been sober for 20 years.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony has been sober for 20 years. Question: How likely is it that Tony had a drink last night?",0.01,-4.32E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00026205103, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.87518966, top_logprobs=[])]"
p,low_prior,Josh,Josh learned to ride a bike yesterday,Josh is a 75-year old man.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 75-year old man. Question: How likely is it that Josh learned to ride a bike yesterday?",0.05,-4.32E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.9418505e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.92309713, top_logprobs=[])]"
p,low_prior,Owen,Owen shoveled snow last winter,Owen lives in New Orleans.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in New Orleans. Question: How likely is it that Owen shoveled snow last winter?",0.05,-1.15E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.147242e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0024791046, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.5803953, top_logprobs=[])]"
p,low_prior,Olivia,Olivia sleeps until noon,Olivia has two small children.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia has two small children. Question: How likely is it that Olivia sleeps until noon?",0.1,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00026181265, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.9179275, top_logprobs=[])]"
p,low_prior,Jon,Jon walks to work,Jon lives 10 miles away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 10 miles away from work. Question: How likely is it that Jon walks to work?",0.1,-1.50E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.504853e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.888926e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.8905163, top_logprobs=[])]"
p,low_prior,Charley,Charley speaks Spanish,Charley lives in Korea.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Korea. Question: How likely is it that Charley speaks Spanish?",0.2,-1.94E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.504853e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.0091237, top_logprobs=[])]"
p,low_prior,Mia,Mia drank 2 cocktails last night,Mia is a nun.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a nun. Question: How likely is it that Mia drank 2 cocktails last night?",0.05,-1.15E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.147242e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.5848617e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.4963639, top_logprobs=[])]"
p,low_prior,Sophia,Sophia got a tattoo,Sophia is a high end fashion model.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a high end fashion model. Question: How likely is it that Sophia got a tattoo?",0.4,-9.09E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-2.1008714e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='4', bytes=[52], logprob=-1.0663507, top_logprobs=[])]"
not_p,high_prior,Mary,Mary is not pregnant,Mary is taking a prenatal yoga class.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mary is taking a prenatal yoga class. Question: How likely is it that Mary is not pregnant?",0.2,-1.15E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.147242e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.5835506e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.0340889, top_logprobs=[])]"
not_p,high_prior,Josie,Josie didn't go on vacation to France,Josie loves France.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josie loves France. Question: How likely is it that Josie didn't go on vacation to France?",0.3,-5.51E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-2.577686e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.51727974, top_logprobs=[])]"
not_p,high_prior,Emma,Emma didn't study on Saturday morning,Emma is in law school.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emma is in law school. Question: How likely is it that Emma didn't study on Saturday morning?",0.4,-3.05E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.0545007e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.6240566e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='4', bytes=[52], logprob=-0.9136424, top_logprobs=[])]"
not_p,high_prior,Julian,Julian doesn't dance salsa,Julian is Cuban.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Julian is Cuban. Question: How likely is it that Julian doesn't dance salsa?",0.3,-3.13E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.99184924, top_logprobs=[])]"
not_p,high_prior,Isabella,Isabella didnt eat a steak on Sunday,Isabella is from Argentina.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Isabella is from Argentina. Question: How likely is it that Isabella didnt eat a steak on Sunday?",0.6,-3.13E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.6769813e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='6', bytes=[54], logprob=-1.3384503, top_logprobs=[])]"
not_p,high_prior,Emily,Emily didn't buy a car yesterday,Emily has been saving for a year.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emily has been saving for a year. Question: How likely is it that Emily didn't buy a car yesterday?",0.8,-0.001173202,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0011732018, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-6.704273e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.8050342, top_logprobs=[])]"
not_p,high_prior,Danny,Danny didn't eat the last cupcake,Danny loves cake.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Danny loves cake. Question: How likely is it that Danny didn't eat the last cupcake?",0.3,-6.70E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.704273e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.080963e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.42731842, top_logprobs=[])]"
not_p,high_prior,Grace,Grace didn't visit her sister,Grace loves her sister.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Grace loves her sister. Question: How likely is it that Grace didn't visit her sister?",0.3,-1.03E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0280384e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.23452565, top_logprobs=[])]"
not_p,high_prior,Zoe,Zoe didn't calculate the tip,Zoe is a math major.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Zoe is a math major. Question: How likely is it that Zoe didn't calculate the tip?",0.3,-1.94E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1737043e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.4031949, top_logprobs=[])]"
not_p,high_prior,Frank,Frank didn't get a cat,Frank has always wanted a pet.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Frank has always wanted a pet. Question: How likely is it that Frank didn't get a cat?",0.5,-8.42E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-8.418666e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.246537e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.49537116, top_logprobs=[])]"
not_p,high_prior,Jackson,Jackson didn't run 10 miles,Jackson is training for a marathon.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is training for a marathon. Question: How likely is it that Jackson didn't run 10 miles?",0.3,-1.86E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.8624639e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.5233732, top_logprobs=[])]"
not_p,high_prior,Jayden,Jayden didn't rent a car,Jayden's car is in the shop.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden's car is in the shop. Question: How likely is it that Jayden didn't rent a car?",0.6,-1.74E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.7432603e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.2664457e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='6', bytes=[54], logprob=-0.93397176, top_logprobs=[])]"
not_p,high_prior,Tony,Tony didn't have a drink last night,Tony really likes to party with his friends.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony really likes to party with his friends. Question: How likely is it that Tony didn't have a drink last night?",0.2,-4.32E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.0445127e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.3130763, top_logprobs=[])]"
not_p,high_prior,Josh,Josh didn't learn to ride a bike yesterday,Josh is a 5-year old boy.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 5-year old boy. Question: How likely is it that Josh didn't learn to ride a bike yesterday?",0.85,-5.32E-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.3239244e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.1641675, top_logprobs=[])]"
not_p,high_prior,Owen,Owen didn't shovel snow last winter,Owen lives in Chicago.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in Chicago. Question: How likely is it that Owen didn't shovel snow last winter?",0.3,-2.22E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.220075e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='30', bytes=[51, 48], logprob=-0.83454895, top_logprobs=[])]"
not_p,high_prior,Olivia,Olivia doesn't sleep until noon,Olivia works the third shift.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia works the third shift. Question: How likely is it that Olivia doesn't sleep until noon?",0.85,-0.001171891,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0011718906, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.2664457e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.0847679, top_logprobs=[])]"
not_p,high_prior,Jon,Jon doesn't walk to work,Jon lives 2 blocks away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 2 blocks away from work. Question: How likely is it that Jon doesn't walk to work?",0.3,-6.70E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.704273e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.64238685, top_logprobs=[])]"
not_p,high_prior,Charley,Charley doesn't speak Spanish,Charley lives in Mexico.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Mexico. Question: How likely is it that Charley doesn't speak Spanish?",0.2,-5.51E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-0.9068891, top_logprobs=[])]"
not_p,high_prior,Mia,Mia didn't drink 2 cocktails last night,Mia is a college student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a college student. Question: How likely is it that Mia didn't drink 2 cocktails last night?",0.7,-5.51E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-1.3876826, top_logprobs=[])]"
not_p,high_prior,Sophia,Sophia didn't get a tattoo,Sophia is a hipster.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a hipster. Question: How likely is it that Sophia didn't get a tattoo?",0.3,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.888926e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-0.96931183, top_logprobs=[])]"
not_p,low_prior,Mary,Mary is not pregnant,Mary is a middle school student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mary is a middle school student. Question: How likely is it that Mary is not pregnant?",0.95,-0.005929743,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0059297434, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.81535476, top_logprobs=[])]"
not_p,low_prior,Josie,Josie didn't go on vacation to France,Josie doesn't have a passport,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josie doesn't have a passport Question: How likely is it that Josie didn't go on vacation to France?",0.85,-0.000711478,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00071147823, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.37289333, top_logprobs=[])]"
not_p,low_prior,Emma,Emma didn't study on Saturday morning,Emma is in first grade.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emma is in first grade. Question: How likely is it that Emma didn't study on Saturday morning?",0.7,-5.80E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.7961847e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.89631e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-1.1208054, top_logprobs=[])]"
not_p,low_prior,Julian,Julian doesn't dance salsa,Julian is German.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Julian is German. Question: How likely is it that Julian doesn't dance salsa?",0.7,-4.25E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.246537e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.6190318, top_logprobs=[])]"
not_p,low_prior,Isabella,Isabella didnt eat a steak on Sunday,Isabella is a vegetarian.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Isabella is a vegetarian. Question: How likely is it that Isabella didnt eat a steak on Sunday?",1,-0.20141432,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.20141432, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.4741084, top_logprobs=[]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.014199003, top_logprobs=[])]"
not_p,low_prior,Emily,Emily didn't buy a car yesterday,Emily never has any money.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emily never has any money. Question: How likely is it that Emily didn't buy a car yesterday?",0.95,-0.10020818,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.10020818, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.062172145, top_logprobs=[])]"
not_p,low_prior,Danny,Danny didn't eat the last cupcake,Danny is a diabetic.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Danny is a diabetic. Question: How likely is it that Danny didn't eat the last cupcake?",0.65,-1.27E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.2664457e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='65', bytes=[54, 53], logprob=-0.7492448, top_logprobs=[])]"
not_p,low_prior,Grace,Grace didn't visit her sister,Grace hates her sister.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Grace hates her sister. Question: How likely is it that Grace didn't visit her sister?",0.75,-1.12E-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.11603495e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-0.2965167, top_logprobs=[])]"
not_p,low_prior,Zoe,Zoe didn't calculate the tip,Zoe is 5 years old.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Zoe is 5 years old. Question: How likely is it that Zoe didn't calculate the tip?",0.95,-0.04859032,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.04859032, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.06165268, top_logprobs=[])]"
