embedded,prior_type,item,embedded_content,prior,background,prompt,rating,distribution,raw_probs
p,high_prior,Jackson,Jackson ran 10 miles,Jackson is training for a marathon.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is training for a marathon. Question: How likely is it that Jackson ran 10 miles?",0.85,-1.03E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0280384e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.0863906, top_logprobs=[])]"
p,high_prior,Jayden,Jayden rented a car,Jayden's car is in the shop.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden's car is in the shop. Question: How likely is it that Jayden rented a car?",0.5,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.009982493, top_logprobs=[])]"
p,high_prior,Tony,Tony had a drink last night,Tony really likes to party with his friends.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony really likes to party with his friends. Question: How likely is it that Tony had a drink last night?",0.7,-1.94E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.95977294, top_logprobs=[])]"
p,high_prior,Josh,Josh learned to ride a bike yesterday,Josh is a 5-year old boy.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 5-year old boy. Question: How likely is it that Josh learned to ride a bike yesterday?",0.5,-1.94E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.030570785, top_logprobs=[])]"
p,high_prior,Owen,Owen shoveled snow last winter,Owen lives in Chicago.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in Chicago. Question: How likely is it that Owen shoveled snow last winter?",0.7,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.7247835, top_logprobs=[])]"
p,high_prior,Olivia,Olivia sleeps until noon,Olivia works the third shift.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia works the third shift. Question: How likely is it that Olivia sleeps until noon?",0.8,-1.27E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.2664457e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.2514012, top_logprobs=[])]"
p,high_prior,Jon,Jon walks to work,Jon lives 2 blocks away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 2 blocks away from work. Question: How likely is it that Jon walks to work?",0.9,-1.27E-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.27099975e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='9', bytes=[57], logprob=-0.9198099, top_logprobs=[])]"
p,high_prior,Charley,Charley speaks Spanish,Charley lives in Mexico.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Mexico. Question: How likely is it that Charley speaks Spanish?",0.9,-1.94E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='9', bytes=[57], logprob=-0.7450308, top_logprobs=[])]"
p,high_prior,Mia,Mia drank 2 cocktails last night,Mia is a college student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a college student. Question: How likely is it that Mia drank 2 cocktails last night?",0.5,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.019295711, top_logprobs=[])]"
p,high_prior,Sophia,Sophia got a tattoo,Sophia is a hipster.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a hipster. Question: How likely is it that Sophia got a tattoo?",0.7,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.32857794, top_logprobs=[])]"
p,low_prior,Mary,Mary is pregnant,Mary is a middle school student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mary is a middle school student. Question: How likely is it that Mary is pregnant?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.44031507, top_logprobs=[])]"
p,high_prior,Josie,Josie went on vacation to France,Josie loves France.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josie loves France. Question: How likely is it that Josie went on vacation to France?",0.7,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.6935329, top_logprobs=[])]"
p,low_prior,Emma,Emma studied on Saturday morning,Emma is in first grade.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emma is in first grade. Question: How likely is it that Emma studied on Saturday morning?",0.5,-1.94E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0025298798, top_logprobs=[])]"
p,low_prior,Julian,Julian dances salsa,Julian is German.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Julian is German. Question: How likely is it that Julian dances salsa?",0.5,-2.58E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.577686e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.018244999, top_logprobs=[])]"
p,low_prior,Isabella,Isabella ate a steak on Sunday,Isabella is a vegetarian.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Isabella is a vegetarian. Question: How likely is it that Isabella ate a steak on Sunday?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0003454753, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.04571558, top_logprobs=[])]"
p,low_prior,Emily,Emily bought a car yesterday,Emily never has any money.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emily never has any money. Question: How likely is it that Emily bought a car yesterday?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.14844424, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.2741038, top_logprobs=[])]"
p,low_prior,Danny,Danny ate the last cupcake,Danny is a diabetic.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Danny is a diabetic. Question: How likely is it that Danny ate the last cupcake?",0.5,-5.59E-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5861725e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.011386964, top_logprobs=[])]"
p,low_prior,Grace,Grace visited her sister,Grace hates her sister.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Grace hates her sister. Question: How likely is it that Grace visited her sister?",0.5,-4.32E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.17417116, top_logprobs=[])]"
p,low_prior,Zoe,Zoe calculated the tip,Zoe is 5 years old.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Zoe is 5 years old. Question: How likely is it that Zoe calculated the tip?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.30930462, top_logprobs=[])]"
p,low_prior,Frank,Frank got a cat,Frank is allergic to cats.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Frank is allergic to cats. Question: How likely is it that Frank got a cat?",0.05,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.8656834, top_logprobs=[])]"
p,low_prior,Jackson,Jackson ran 10 miles,Jackson is obese.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is obese. Question: How likely is it that Jackson ran 10 miles?",0.1,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.1585003, top_logprobs=[])]"
p,low_prior,Jayden,Jayden rented a car,Jayden doesn't have a driver's license.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden doesn't have a driver's license. Question: How likely is it that Jayden rented a car?",0.05,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.49816892, top_logprobs=[])]"
p,low_prior,Tony,Tony had a drink last night,Tony has been sober for 20 years.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony has been sober for 20 years. Question: How likely is it that Tony had a drink last night?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.0545007e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.00079843093, top_logprobs=[])]"
p,low_prior,Josh,Josh learned to ride a bike yesterday,Josh is a 75-year old man.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 75-year old man. Question: How likely is it that Josh learned to ride a bike yesterday?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.0014837936, top_logprobs=[])]"
p,low_prior,Owen,Owen shoveled snow last winter,Owen lives in New Orleans.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in New Orleans. Question: How likely is it that Owen shoveled snow last winter?",0.01,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.66217643, top_logprobs=[])]"
p,low_prior,Olivia,Olivia sleeps until noon,Olivia has two small children.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia has two small children. Question: How likely is it that Olivia sleeps until noon?",0.15,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='15', bytes=[49, 53], logprob=-0.9342796, top_logprobs=[])]"
p,low_prior,Jon,Jon walks to work,Jon lives 10 miles away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 10 miles away from work. Question: How likely is it that Jon walks to work?",0.05,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.4863433, top_logprobs=[])]"
p,low_prior,Charley,Charley speaks Spanish,Charley lives in Korea.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Korea. Question: How likely is it that Charley speaks Spanish?",0.1,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.1978092, top_logprobs=[])]"
p,low_prior,Mia,Mia drank 2 cocktails last night,Mia is a nun.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a nun. Question: How likely is it that Mia drank 2 cocktails last night?",0.05,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.48942173, top_logprobs=[])]"
p,low_prior,Sophia,Sophia got a tattoo,Sophia is a high end fashion model.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a high end fashion model. Question: How likely is it that Sophia got a tattoo?",0.5,0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.100017175, top_logprobs=[])]"
