embedded,prior_type,item,embedded_content,prior,background,prompt,rating,distribution,raw_probs
p,high_prior,Jackson,Jackson ran 10 miles,Jackson is training for a marathon.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is training for a marathon. Question: How likely is it that Jackson ran 10 miles?",0.8,-0.0032117,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0032116997, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.44655597, top_logprobs=[])]"
p,high_prior,Jayden,Jayden rented a car,Jayden's car is in the shop.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden's car is in the shop. Question: How likely is it that Jayden rented a car?",0.8,-0.004128981,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0041289805, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.768914, top_logprobs=[])]"
p,high_prior,Tony,Tony had a drink last night,Tony really likes to party with his friends.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony really likes to party with his friends. Question: How likely is it that Tony had a drink last night?",0.8,-0.40358153,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.40358153, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.0781871, top_logprobs=[])]"
p,high_prior,Josh,Josh learned to ride a bike yesterday,Josh is a 5-year old boy.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 5-year old boy. Question: How likely is it that Josh learned to ride a bike yesterday?",0.1,-0.001688274,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0016882737, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00016861738, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.0137025, top_logprobs=[])]"
p,high_prior,Owen,Owen shoveled snow last winter,Owen lives in Chicago.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in Chicago. Question: How likely is it that Owen shoveled snow last winter?",0.8,-0.01923221,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.01923221, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.54947287, top_logprobs=[])]"
p,high_prior,Olivia,Olivia sleeps until noon,Olivia works the third shift.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia works the third shift. Question: How likely is it that Olivia sleeps until noon?",0.8,-0.001349519,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0013495189, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.0758182, top_logprobs=[])]"
p,high_prior,Jon,Jon walks to work,Jon lives 2 blocks away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 2 blocks away from work. Question: How likely is it that Jon walks to work?",0.8,-0.013577106,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0135771055, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-6.704273e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.85938996, top_logprobs=[])]"
p,high_prior,Charley,Charley speaks Spanish,Charley lives in Mexico.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Mexico. Question: How likely is it that Charley speaks Spanish?",1,-0.04469677,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.04469677, top_logprobs=[])]"
p,high_prior,Mia,Mia drank 2 cocktails last night,Mia is a college student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a college student. Question: How likely is it that Mia drank 2 cocktails last night?",0.3,-0.014922105,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.014922105, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-1.1068633, top_logprobs=[])]"
p,high_prior,Sophia,Sophia got a tattoo,Sophia is a hipster.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a hipster. Question: How likely is it that Sophia got a tattoo?",0.75,-0.009439305,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.009439305, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-0.63681555, top_logprobs=[])]"
p,low_prior,Mary,Mary is pregnant,Mary is a middle school student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mary is a middle school student. Question: How likely is it that Mary is pregnant?",0,-0.000672044,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0006720439, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.29807022, top_logprobs=[]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.056216225, top_logprobs=[])]"
p,high_prior,Josie,Josie went on vacation to France,Josie loves France.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josie loves France. Question: How likely is it that Josie went on vacation to France?",0.8,-0.04778478,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.04778478, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.8589972, top_logprobs=[])]"
p,low_prior,Emma,Emma studied on Saturday morning,Emma is in first grade.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emma is in first grade. Question: How likely is it that Emma studied on Saturday morning?",0.8,-0.001446783,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0014467834, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.73463136, top_logprobs=[])]"
p,low_prior,Julian,Julian dances salsa,Julian is German.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Julian is German. Question: How likely is it that Julian dances salsa?",0.15,-0.000857743,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.000857743, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.888926e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='15', bytes=[49, 53], logprob=-1.3476696, top_logprobs=[])]"
p,low_prior,Isabella,Isabella ate a steak on Sunday,Isabella is a vegetarian.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Isabella is a vegetarian. Question: How likely is it that Isabella ate a steak on Sunday?",0.05,-0.00074185,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00074184954, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0026542514, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.48008528, top_logprobs=[])]"
p,low_prior,Emily,Emily bought a car yesterday,Emily never has any money.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emily never has any money. Question: How likely is it that Emily bought a car yesterday?",0.1,-0.001264044,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0012640443, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.292023, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.66919184, top_logprobs=[])]"
p,low_prior,Danny,Danny ate the last cupcake,Danny is a diabetic.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Danny is a diabetic. Question: How likely is it that Danny ate the last cupcake?",0.3,-0.5186499,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.5186499, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='30', bytes=[51, 48], logprob=-1.3534608, top_logprobs=[])]"
p,low_prior,Grace,Grace visited her sister,Grace hates her sister.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Grace hates her sister. Question: How likely is it that Grace visited her sister?",0.1,-0.000864415,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0008644148, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.246537e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.37683555, top_logprobs=[])]"
p,low_prior,Zoe,Zoe calculated the tip,Zoe is 5 years old.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Zoe is 5 years old. Question: How likely is it that Zoe calculated the tip?",0.1,-0.000506565,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0005065653, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.14599322, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.43941262, top_logprobs=[])]"
p,low_prior,Frank,Frank got a cat,Frank is allergic to cats.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Frank is allergic to cats. Question: How likely is it that Frank got a cat?",0.05,-0.002143597,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0021435972, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0023686318, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.5398301, top_logprobs=[])]"
p,low_prior,Jackson,Jackson ran 10 miles,Jackson is obese.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is obese. Question: How likely is it that Jackson ran 10 miles?",0.1,-0.00237945,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0023794502, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00021569549, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.9223947, top_logprobs=[])]"
p,low_prior,Jayden,Jayden rented a car,Jayden doesn't have a driver's license.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden doesn't have a driver's license. Question: How likely is it that Jayden rented a car?",0.1,-0.000421736,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004217363, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0001376281, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.71686757, top_logprobs=[])]"
p,low_prior,Tony,Tony had a drink last night,Tony has been sober for 20 years.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony has been sober for 20 years. Question: How likely is it that Tony had a drink last night?",0.01,-0.000792478,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00079247804, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0017950162, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.030095367, top_logprobs=[])]"
p,low_prior,Josh,Josh learned to ride a bike yesterday,Josh is a 75-year old man.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 75-year old man. Question: How likely is it that Josh learned to ride a bike yesterday?",0.01,-0.0007197,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00071969966, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.24332392, top_logprobs=[]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.5478054, top_logprobs=[])]"
p,low_prior,Owen,Owen shoveled snow last winter,Owen lives in New Orleans.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in New Orleans. Question: How likely is it that Owen shoveled snow last winter?",0.05,-0.000746022,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0007460217, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.003895561, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.9053925, top_logprobs=[])]"
p,low_prior,Olivia,Olivia sleeps until noon,Olivia has two small children.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia has two small children. Question: How likely is it that Olivia sleeps until noon?",0.1,-0.000885849,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0008858494, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.080963e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.6227667, top_logprobs=[])]"
p,low_prior,Jon,Jon walks to work,Jon lives 10 miles away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 10 miles away from work. Question: How likely is it that Jon walks to work?",0.3,-0.003341214,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0033412138, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='30', bytes=[51, 48], logprob=-2.0310602, top_logprobs=[])]"
p,low_prior,Charley,Charley speaks Spanish,Charley lives in Korea.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Korea. Question: How likely is it that Charley speaks Spanish?",0.05,-0.001323692,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0013236919, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.482987, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.38200775, top_logprobs=[])]"
p,low_prior,Mia,Mia drank 2 cocktails last night,Mia is a nun.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a nun. Question: How likely is it that Mia drank 2 cocktails last night?",0.05,-0.00130643,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0013064295, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0027718323, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.75296557, top_logprobs=[])]"
