verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
see,p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Jennifer asks: Did Sharon see that Charley speaks Spanish? Question: Does Jennifer believe that Charley doesn't speak Spanish?,Jennifer asks: Did Sharon see that Charley speaks Spanish?,Does Jennifer believe that Charley speaks Spanish?,Does Jennifer believe that Charley doesn't speak Spanish?,0.5,-0.7960294680383999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.0280384e-06), TopLogprob(token='1', bytes=[49], logprob=-13.91076), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.331093), TopLogprob(token='-', bytes=[45], logprob=-18.679827), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.76436)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.333925), TopLogprob(token='\n', bytes=[10], logprob=-18.973007), TopLogprob(token='<|end|>', bytes=None, logprob=-19.482885), TopLogprob(token='-', bytes=[45], logprob=-20.22023)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.79602844, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.79602844), TopLogprob(token='6', bytes=[54], logprob=-1.2621424), TopLogprob(token='7', bytes=[55], logprob=-3.0034525), TopLogprob(token='60', bytes=[54, 48], logprob=-3.1019938), TopLogprob(token='50', bytes=[53, 48], logprob=-3.216244)])]"
suggest,p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Kathleen asks: Did Ronald suggest that Charley speaks Spanish? Question: Does Kathleen believe that Charley doesn't speak Spanish?,Kathleen asks: Did Ronald suggest that Charley speaks Spanish?,Does Kathleen believe that Charley speaks Spanish?,Does Kathleen believe that Charley doesn't speak Spanish?,0.5,-0.029087208223649998,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.5122365e-07), TopLogprob(token='1', bytes=[49], logprob=-14.643153), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.025902), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.186787), TopLogprob(token='-', bytes=[45], logprob=-18.812214)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.45384), TopLogprob(token='<|end|>', bytes=None, logprob=-19.107471), TopLogprob(token='\n', bytes=[10], logprob=-19.292818), TopLogprob(token='-', bytes=[45], logprob=-19.831573)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.029086657, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.029086657), TopLogprob(token='50', bytes=[53, 48], logprob=-4.0860553), TopLogprob(token='6', bytes=[54], logprob=-4.8250957), TopLogprob(token='4', bytes=[52], logprob=-6.7951655), TopLogprob(token='7', bytes=[55], logprob=-7.250274)])]"
think,p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Ashley asks: Does Michelle think that Charley speaks Spanish? Question: Does Ashley believe that Charley doesn't speak Spanish?,Ashley asks: Does Michelle think that Charley speaks Spanish?,Does Ashley believe that Charley speaks Spanish?,Does Ashley believe that Charley doesn't speak Spanish?,0.5,-0.00967046502,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-15.409006), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.414162), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.850262), TopLogprob(token='We', bytes=[87, 101], logprob=-18.41862)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.984455), TopLogprob(token='\n', bytes=[10], logprob=-20.078737), TopLogprob(token='-', bytes=[45], logprob=-20.571362), TopLogprob(token='<|end|>', bytes=None, logprob=-20.888468)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.009670033, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.009670033), TopLogprob(token='50', bytes=[53, 48], logprob=-4.957123), TopLogprob(token='4', bytes=[52], logprob=-6.7234726), TopLogprob(token='6', bytes=[54], logprob=-7.053316), TopLogprob(token='45', bytes=[52, 53], logprob=-9.397215)])]"
acknowledge,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Karen asks: Did Laura acknowledge that Mia drank 2 cocktails last night? Question: Does Karen believe that Mia didn't drink 2 cocktails last night?,Karen asks: Did Laura acknowledge that Mia drank 2 cocktails last night?,Does Karen believe that Mia drank 2 cocktails last night?,Does Karen believe that Mia didn't drink 2 cocktails last night?,0.5,-0.21898864201999999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-15.28125), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.40625), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.5), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.9375)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.367188), TopLogprob(token='<|end|>', bytes=None, logprob=-19.304688), TopLogprob(token='\n', bytes=[10], logprob=-19.9375), TopLogprob(token='-', bytes=[45], logprob=-20.554688)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.21898821, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.21898821), TopLogprob(token='6', bytes=[54], logprob=-2.7502382), TopLogprob(token='50', bytes=[53, 48], logprob=-2.8752382), TopLogprob(token='4', bytes=[52], logprob=-4.0627384), TopLogprob(token='7', bytes=[55], logprob=-4.1721134)])]"
admit,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Tyler asks: Did Amanda admit that Mia drank 2 cocktails last night? Question: Does Tyler believe that Mia didn't drink 2 cocktails last night?,Tyler asks: Did Amanda admit that Mia drank 2 cocktails last night?,Does Tyler believe that Mia drank 2 cocktails last night?,Does Tyler believe that Mia didn't drink 2 cocktails last night?,0.5,-0.15482844281633001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.1281633e-07), TopLogprob(token='1', bytes=[49], logprob=-15.05843), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.061928), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.97541), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.986511)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.153023), TopLogprob(token='<|end|>', bytes=None, logprob=-19.451118), TopLogprob(token='\n', bytes=[10], logprob=-19.83182), TopLogprob(token='-', bytes=[45], logprob=-20.647947)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.15482813, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.15482813), TopLogprob(token='6', bytes=[54], logprob=-2.8055925), TopLogprob(token='50', bytes=[53, 48], logprob=-3.4071531), TopLogprob(token='4', bytes=[52], logprob=-4.093356), TopLogprob(token='7', bytes=[55], logprob=-4.750533)])]"
announce,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Jennifer asks: Did Jeffrey announce that Mia drank 2 cocktails last night? Question: Does Jennifer believe that Mia didn't drink 2 cocktails last night?,Jennifer asks: Did Jeffrey announce that Mia drank 2 cocktails last night?,Does Jennifer believe that Mia drank 2 cocktails last night?,Does Jennifer believe that Mia didn't drink 2 cocktails last night?,0.5,-0.00995105902,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-15.751766), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-16.703842), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.716412), TopLogprob(token='It', bytes=[73, 116], logprob=-17.089558)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.07422), TopLogprob(token='<|end|>', bytes=None, logprob=-19.704117), TopLogprob(token='-', bytes=[45], logprob=-19.997156), TopLogprob(token='\n', bytes=[10], logprob=-19.997272)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.009950627, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.009950627), TopLogprob(token='50', bytes=[53, 48], logprob=-4.6460915), TopLogprob(token='6', bytes=[54], logprob=-8.59079), TopLogprob(token='7', bytes=[55], logprob=-10.904835), TopLogprob(token='4', bytes=[52], logprob=-11.097357)])]"
annoyed,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Kevin asks: Is Laura annoyed that Mia drank 2 cocktails last night? Question: Does Kevin believe that Mia didn't drink 2 cocktails last night?,Kevin asks: Is Laura annoyed that Mia drank 2 cocktails last night?,Does Kevin believe that Mia drank 2 cocktails last night?,Does Kevin believe that Mia didn't drink 2 cocktails last night?,0.5,-0.9173411235185001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-14.953125), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.71875), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.953125), TopLogprob(token='No', bytes=[78, 111], logprob=-18.21875)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.4914985e-06, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-9.4914985e-06), TopLogprob(token='<|end|>', bytes=None, logprob=-11.578135), TopLogprob(token=',', bytes=[44], logprob=-21.75001), TopLogprob(token='\n', bytes=[10], logprob=-21.87501), TopLogprob(token='+', bytes=[43], logprob=-23.015635)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.9173312, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.9173312), TopLogprob(token='1', bytes=[49], logprob=-2.2923312), TopLogprob(token='25', bytes=[50, 53], logprob=-2.6360812), TopLogprob(token='2', bytes=[50], logprob=-2.6829562), TopLogprob(token='9', bytes=[57], logprob=-3.3704562)])]"
right,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Scott asks: Is Jacob right that Mia drank 2 cocktails last night? Question: Does Scott believe that Mia didn't drink 2 cocktails last night?,Scott asks: Is Jacob right that Mia drank 2 cocktails last night?,Does Scott believe that Mia drank 2 cocktails last night?,Does Scott believe that Mia didn't drink 2 cocktails last night?,0.5,-0.014671065612649999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-16.83944), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.227886), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.36045), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.725174)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-18.750582), TopLogprob(token=',', bytes=[44], logprob=-18.857952), TopLogprob(token='<|end|>', bytes=None, logprob=-19.881489), TopLogprob(token='-', bytes=[45], logprob=-21.067379)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.014670872, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.014670872), TopLogprob(token='50', bytes=[53, 48], logprob=-4.352382), TopLogprob(token='6', bytes=[54], logprob=-6.7260013), TopLogprob(token='4', bytes=[52], logprob=-8.654091), TopLogprob(token='7', bytes=[55], logprob=-9.909788)])]"
confess,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Brian asks: Did Nicholas confess that Mia drank 2 cocktails last night? Question: Does Brian believe that Mia didn't drink 2 cocktails last night?,Brian asks: Did Nicholas confess that Mia drank 2 cocktails last night?,Does Brian believe that Mia drank 2 cocktails last night?,Does Brian believe that Mia didn't drink 2 cocktails last night?,0.5,-0.11377248881633001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.1281633e-07), TopLogprob(token='1', bytes=[49], logprob=-15.055405), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.236809), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.396015), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.511482)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.761175), TopLogprob(token='<|end|>', bytes=None, logprob=-19.505123), TopLogprob(token='\n', bytes=[10], logprob=-19.589417), TopLogprob(token='-', bytes=[45], logprob=-20.30875)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.113772176, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.113772176), TopLogprob(token='50', bytes=[53, 48], logprob=-2.94612), TopLogprob(token='6', bytes=[54], logprob=-3.5904243), TopLogprob(token='4', bytes=[52], logprob=-4.432502), TopLogprob(token='7', bytes=[55], logprob=-5.3931227)])]"
confirm,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Christopher asks: Did Carol confirm that Mia drank 2 cocktails last night? Question: Does Christopher believe that Mia didn't drink 2 cocktails last night?,Christopher asks: Did Carol confirm that Mia drank 2 cocktails last night?,Does Christopher believe that Mia drank 2 cocktails last night?,Does Christopher believe that Mia didn't drink 2 cocktails last night?,0.5,-0.10907611961265,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-16.47644), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.710953), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.804207), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.002281)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.275166), TopLogprob(token='\n', bytes=[10], logprob=-19.974236), TopLogprob(token='-', bytes=[45], logprob=-20.576609), TopLogprob(token='<|end|>', bytes=None, logprob=-20.79554)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.109075926, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.109075926), TopLogprob(token='6', bytes=[54], logprob=-3.1596017), TopLogprob(token='50', bytes=[53, 48], logprob=-3.2764382), TopLogprob(token='4', bytes=[52], logprob=-4.6019063), TopLogprob(token='7', bytes=[55], logprob=-5.566731)])]"
demonstrate,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Scott asks: Did Emily demonstrate that Mia drank 2 cocktails last night? Question: Does Scott believe that Mia didn't drink 2 cocktails last night?,Scott asks: Did Emily demonstrate that Mia drank 2 cocktails last night?,Does Scott believe that Mia drank 2 cocktails last night?,Does Scott believe that Mia didn't drink 2 cocktails last night?,0.5,-0.07569251361264999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-15.9529915), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.936615), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.220455), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.504189)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.230396), TopLogprob(token='\n', bytes=[10], logprob=-19.7445), TopLogprob(token='-', bytes=[45], logprob=-20.5262), TopLogprob(token='<|end|>', bytes=None, logprob=-20.752396)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.07569232, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.07569232), TopLogprob(token='6', bytes=[54], logprob=-3.3754323), TopLogprob(token='50', bytes=[53, 48], logprob=-3.6222584), TopLogprob(token='4', bytes=[52], logprob=-5.6085825), TopLogprob(token='7', bytes=[55], logprob=-5.9743834)])]"
discover,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Paul asks: Did Jonathan discover that Mia drank 2 cocktails last night? Question: Does Paul believe that Mia didn't drink 2 cocktails last night?,Paul asks: Did Jonathan discover that Mia drank 2 cocktails last night?,Does Paul believe that Mia drank 2 cocktails last night?,Does Paul believe that Mia didn't drink 2 cocktails last night?,0.5,-0.05446746361265,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-15.859375), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.96875), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.40625), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.484375)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.632812), TopLogprob(token='<|end|>', bytes=None, logprob=-19.539062), TopLogprob(token='-', bytes=[45], logprob=-20.765625), TopLogprob(token='\n', bytes=[10], logprob=-20.875)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.05446727, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.05446727), TopLogprob(token='50', bytes=[53, 48], logprob=-3.4450922), TopLogprob(token='6', bytes=[54], logprob=-4.445092), TopLogprob(token='4', bytes=[52], logprob=-5.413842), TopLogprob(token='7', bytes=[55], logprob=-6.773217)])]"
establish,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Jennifer asks: Did Emily establish that Mia drank 2 cocktails last night? Question: Does Jennifer believe that Mia didn't drink 2 cocktails last night?,Jennifer asks: Did Emily establish that Mia drank 2 cocktails last night?,Does Jennifer believe that Mia drank 2 cocktails last night?,Does Jennifer believe that Mia didn't drink 2 cocktails last night?,0.5,-0.05403036661265,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-16.337109), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.984577), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.235802), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.517933)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.026176), TopLogprob(token='\n', bytes=[10], logprob=-19.752743), TopLogprob(token='-', bytes=[45], logprob=-20.404644), TopLogprob(token='<|end|>', bytes=None, logprob=-20.656359)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.054030173, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.054030173), TopLogprob(token='50', bytes=[53, 48], logprob=-3.5560062), TopLogprob(token='6', bytes=[54], logprob=-4.272862), TopLogprob(token='4', bytes=[52], logprob=-5.982392), TopLogprob(token='7', bytes=[55], logprob=-6.3171315)])]"
hear,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Cynthia asks: Did Rebecca hear that Mia drank 2 cocktails last night? Question: Does Cynthia believe that Mia didn't drink 2 cocktails last night?,Cynthia asks: Did Rebecca hear that Mia drank 2 cocktails last night?,Does Cynthia believe that Mia drank 2 cocktails last night?,Does Cynthia believe that Mia didn't drink 2 cocktails last night?,0.5,-0.13489347361265,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-15.9049225), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.707338), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.348873), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.4996)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-17.908604), TopLogprob(token=',', bytes=[44], logprob=-19.043968), TopLogprob(token='-', bytes=[45], logprob=-21.592567), TopLogprob(token='\n', bytes=[10], logprob=-21.767254)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.13489328, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.13489328), TopLogprob(token='50', bytes=[53, 48], logprob=-2.9593542), TopLogprob(token='6', bytes=[54], logprob=-3.6197813), TopLogprob(token='4', bytes=[52], logprob=-3.8499029), TopLogprob(token='7', bytes=[55], logprob=-5.7492657)])]"
inform,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Kimberly asks: Did Eric inform Jane that Mia drank 2 cocktails last night? Question: Does Kimberly believe that Mia didn't drink 2 cocktails last night?,Kimberly asks: Did Eric inform Jane that Mia drank 2 cocktails last night?,Does Kimberly believe that Mia drank 2 cocktails last night?,Does Kimberly believe that Mia didn't drink 2 cocktails last night?,0.5,-0.03781377183464,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.0883464e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-9.0883464e-07), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-15.7315855), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-15.737294), TopLogprob(token='1', bytes=[49], logprob=-15.745557), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.00144)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.205767), TopLogprob(token='<|end|>', bytes=None, logprob=-19.348577), TopLogprob(token='\n', bytes=[10], logprob=-20.029243), TopLogprob(token='-', bytes=[45], logprob=-20.480026)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.037812863, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.037812863), TopLogprob(token='50', bytes=[53, 48], logprob=-3.3187082), TopLogprob(token='6', bytes=[54], logprob=-7.7975287), TopLogprob(token='4', bytes=[52], logprob=-9.541182), TopLogprob(token='7', bytes=[55], logprob=-9.733248)])]"
know,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Dorothy asks: Does Jonathan know that Mia drank 2 cocktails last night? Question: Does Dorothy believe that Mia didn't drink 2 cocktails last night?,Dorothy asks: Does Jonathan know that Mia drank 2 cocktails last night?,Does Dorothy believe that Mia drank 2 cocktails last night?,Does Dorothy believe that Mia didn't drink 2 cocktails last night?,0.5,-0.12833661005835,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-16.188826), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.432573), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.90058), TopLogprob(token='-', bytes=[45], logprob=-19.542053)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.2664457e-06, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-1.2664457e-06), TopLogprob(token='<|end|>', bytes=None, logprob=-13.672545), TopLogprob(token=',', bytes=[44], logprob=-21.500278), TopLogprob(token='\n', bytes=[10], logprob=-22.647207), TopLogprob(token='-', bytes=[45], logprob=-22.681755)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.12833515, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.12833515), TopLogprob(token='50', bytes=[53, 48], logprob=-3.3058674), TopLogprob(token='6', bytes=[54], logprob=-3.8275769), TopLogprob(token='4', bytes=[52], logprob=-4.0270414), TopLogprob(token='7', bytes=[55], logprob=-5.0293684)])]"
pretend,p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Kathleen asks: Did Rebecca pretend that Mia drank 2 cocktails last night? Question: Does Kathleen believe that Mia didn't drink 2 cocktails last night?,Kathleen asks: Did Rebecca pretend that Mia drank 2 cocktails last night?,Does Kathleen believe that Mia drank 2 cocktails last night?,Does Kathleen believe that Mia didn't drink 2 cocktails last night?,0.5,-0.0339767804273,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.704273e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.704273e-07), TopLogprob(token='1', bytes=[49], logprob=-15.02522), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.788475), TopLogprob(token='It', bytes=[73, 116], logprob=-16.842522), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.601366)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.562023), TopLogprob(token='\n', bytes=[10], logprob=-18.964376), TopLogprob(token='-', bytes=[45], logprob=-19.532614), TopLogprob(token='<|end|>', bytes=None, logprob=-20.005535)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.03397611, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.03397611), TopLogprob(token='50', bytes=[53, 48], logprob=-3.8372674), TopLogprob(token='6', bytes=[54], logprob=-4.913243), TopLogprob(token='51', bytes=[53, 49], logprob=-7.2667584), TopLogprob(token='7', bytes=[55], logprob=-7.583979)])]"
