verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
demonstrate,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Donna asks: Did Ryan demonstrate that Julian dances salsa? Question: Is Donna certain that Julian dances salsa?,Donna asks: Did Ryan demonstrate that Julian dances salsa?,Is Donna certain that Julian dances salsa?,Is Donna certain that Julian doesn't dance salsa?,0.5,-0.17420005,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-18.29743), TopLogprob(token='No', bytes=[78, 111], logprob=-19.46111), TopLogprob(token=' ', bytes=[32], logprob=-20.003525), TopLogprob(token='-', bytes=[45], logprob=-20.559063)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.04374195, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.04374195), TopLogprob(token='<|end|>', bytes=None, logprob=-3.151244), TopLogprob(token='\n', bytes=[10], logprob=-15.962085), TopLogprob(token='<|end|>', bytes=None, logprob=-18.214453), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-21.818356)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.1304581, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.1304581), TopLogprob(token='01', bytes=[48, 49], logprob=-2.6645062), TopLogprob(token='0', bytes=[48], logprob=-4.59414), TopLogprob(token='50', bytes=[53, 48], logprob=-4.903449), TopLogprob(token='00', bytes=[48, 48], logprob=-4.9875345)])]"
discover,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Christopher asks: Did Michelle discover that Julian dances salsa? Question: Is Christopher certain that Julian dances salsa?,Christopher asks: Did Michelle discover that Julian dances salsa?,Is Christopher certain that Julian dances salsa?,Is Christopher certain that Julian doesn't dance salsa?,0.5,-0.078292571,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-16.85063), TopLogprob(token='No', bytes=[78, 111], logprob=-18.892895), TopLogprob(token=' ', bytes=[32], logprob=-19.984173), TopLogprob(token='-', bytes=[45], logprob=-20.320528)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.019625045, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.019625045), TopLogprob(token='<|end|>', bytes=None, logprob=-3.9407485), TopLogprob(token='\n', bytes=[10], logprob=-16.131235), TopLogprob(token='<|end|>', bytes=None, logprob=-18.341135), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-21.474232)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.058667526, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.058667526), TopLogprob(token='01', bytes=[48, 49], logprob=-3.5910313), TopLogprob(token='0', bytes=[48], logprob=-4.5912833), TopLogprob(token='50', bytes=[53, 48], logprob=-4.829839), TopLogprob(token='00', bytes=[48, 48], logprob=-5.232517)])]"
establish,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Edward asks: Did Laura establish that Julian dances salsa? Question: Is Edward certain that Julian dances salsa?,Edward asks: Did Laura establish that Julian dances salsa?,Is Edward certain that Julian dances salsa?,Is Edward certain that Julian doesn't dance salsa?,0.5,-0.147536424,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-18.97671), TopLogprob(token='No', bytes=[78, 111], logprob=-19.04917), TopLogprob(token=' ', bytes=[32], logprob=-19.907393), TopLogprob(token='-', bytes=[45], logprob=-20.304771)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.015612674, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.015612674), TopLogprob(token='<|end|>', bytes=None, logprob=-4.167472), TopLogprob(token='\n', bytes=[10], logprob=-16.987803), TopLogprob(token='<|end|>', bytes=None, logprob=-18.30188), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.045902)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.13192375, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.13192375), TopLogprob(token='01', bytes=[48, 49], logprob=-2.992529), TopLogprob(token='4', bytes=[52], logprob=-4.245775), TopLogprob(token='50', bytes=[53, 48], logprob=-4.630739), TopLogprob(token='0', bytes=[48], logprob=-4.792307)])]"
hear,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Sandra asks: Did Emily hear that Julian dances salsa? Question: Is Sandra certain that Julian dances salsa?,Sandra asks: Did Emily hear that Julian dances salsa?,Is Sandra certain that Julian dances salsa?,Is Sandra certain that Julian doesn't dance salsa?,0.5,-0.0420606179457,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.2664457e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.2664457e-06), TopLogprob(token='1', bytes=[49], logprob=-13.671609), TopLogprob(token='No', bytes=[78, 111], logprob=-18.183367), TopLogprob(token='-', bytes=[45], logprob=-20.607704), TopLogprob(token=' ', bytes=[32], logprob=-20.902256)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0084331315, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0084331315), TopLogprob(token='<|end|>', bytes=None, logprob=-4.7798986), TopLogprob(token='\n', bytes=[10], logprob=-14.029412), TopLogprob(token='<|end|>', bytes=None, logprob=-17.994738), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-20.438715)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.03362622, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.03362622), TopLogprob(token='01', bytes=[48, 49], logprob=-4.151798), TopLogprob(token='50', bytes=[53, 48], logprob=-4.994159), TopLogprob(token='0', bytes=[48], logprob=-5.324058), TopLogprob(token='00', bytes=[48, 48], logprob=-6.498815)])]"
inform,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Larry asks: Did Nicholas inform Jane that Julian dances salsa? Question: Is Larry certain that Julian dances salsa?,Larry asks: Did Nicholas inform Jane that Julian dances salsa?,Is Larry certain that Julian dances salsa?,Is Larry certain that Julian doesn't dance salsa?,0.5,-0.0205334334384,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.0280384e-06), TopLogprob(token='1', bytes=[49], logprob=-13.877461), TopLogprob(token='No', bytes=[78, 111], logprob=-18.697443), TopLogprob(token='-', bytes=[45], logprob=-20.213621), TopLogprob(token=' ', bytes=[32], logprob=-20.656511)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0046031494, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0046031494), TopLogprob(token='<|end|>', bytes=None, logprob=-5.3833303), TopLogprob(token='\n', bytes=[10], logprob=-17.76784), TopLogprob(token='<|end|>', bytes=None, logprob=-18.674307), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.259335)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.015929256, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.015929256), TopLogprob(token='50', bytes=[53, 48], logprob=-5.108779), TopLogprob(token='01', bytes=[48, 49], logprob=-5.333293), TopLogprob(token='4', bytes=[52], logprob=-6.6256113), TopLogprob(token='0', bytes=[48], logprob=-7.2016706)])]"
know,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Dorothy asks: Does Nicholas know that Julian dances salsa? Question: Is Dorothy certain that Julian dances salsa?,Dorothy asks: Does Nicholas know that Julian dances salsa?,Is Dorothy certain that Julian dances salsa?,Is Dorothy certain that Julian doesn't dance salsa?,1,-0.03628721,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.03628721, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.03628721), TopLogprob(token='0', bytes=[48], logprob=-3.3345013), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-12.4575615), TopLogprob(token='No', bytes=[78, 111], logprob=-15.1241), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.53242)])]"
pretend,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Betty asks: Did Jason pretend that Julian dances salsa? Question: Is Betty certain that Julian dances salsa?,Betty asks: Did Jason pretend that Julian dances salsa?,Is Betty certain that Julian dances salsa?,Is Betty certain that Julian doesn't dance salsa?,0.5,-0.032691779096330004,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.1281633e-07), TopLogprob(token='1', bytes=[49], logprob=-15.295284), TopLogprob(token='No', bytes=[78, 111], logprob=-19.90869), TopLogprob(token=' ', bytes=[32], logprob=-20.35717), TopLogprob(token='-', bytes=[45], logprob=-20.459593)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00037275828, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00037275828), TopLogprob(token='<|end|>', bytes=None, logprob=-7.894866), TopLogprob(token='\n', bytes=[10], logprob=-20.15492), TopLogprob(token='<|end|>', bytes=None, logprob=-20.583506), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-24.93479)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.032318708, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.032318708), TopLogprob(token='01', bytes=[48, 49], logprob=-4.2818017), TopLogprob(token='50', bytes=[53, 48], logprob=-4.815848), TopLogprob(token='4', bytes=[52], logprob=-5.7609124), TopLogprob(token='3', bytes=[51], logprob=-7.0456605)])]"
prove,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Ashley asks: Did Eric prove that Julian dances salsa? Question: Is Ashley certain that Julian dances salsa?,Ashley asks: Did Eric prove that Julian dances salsa?,Is Ashley certain that Julian dances salsa?,Is Ashley certain that Julian doesn't dance salsa?,0.5,-0.111212332,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-17.859745), TopLogprob(token='No', bytes=[78, 111], logprob=-19.524868), TopLogprob(token=' ', bytes=[32], logprob=-20.28983), TopLogprob(token='-', bytes=[45], logprob=-20.56985)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.009681602, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.009681602), TopLogprob(token='<|end|>', bytes=None, logprob=-4.6423798), TopLogprob(token='\n', bytes=[10], logprob=-17.142086), TopLogprob(token='<|end|>', bytes=None, logprob=-18.485), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.065948)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.10153073, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.10153073), TopLogprob(token='00', bytes=[48, 48], logprob=-3.4962623), TopLogprob(token='01', bytes=[48, 49], logprob=-3.6185977), TopLogprob(token='0', bytes=[48], logprob=-4.0030293), TopLogprob(token='50', bytes=[53, 48], logprob=-4.7109265)])]"
reveal,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Karen asks: Did Melissa reveal that Julian dances salsa? Question: Is Karen certain that Julian dances salsa?,Karen asks: Did Melissa reveal that Julian dances salsa?,Is Karen certain that Julian dances salsa?,Is Karen certain that Julian doesn't dance salsa?,0.5,-0.025252307,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-18.600914), TopLogprob(token='No', bytes=[78, 111], logprob=-19.051414), TopLogprob(token=' ', bytes=[32], logprob=-20.229578), TopLogprob(token='-', bytes=[45], logprob=-20.84945)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.005123227, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.005123227), TopLogprob(token='<|end|>', bytes=None, logprob=-5.276558), TopLogprob(token='\n', bytes=[10], logprob=-16.322613), TopLogprob(token='<|end|>', bytes=None, logprob=-19.220041), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-21.646832)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.02012908, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.02012908), TopLogprob(token='50', bytes=[53, 48], logprob=-5.2573385), TopLogprob(token='01', bytes=[48, 49], logprob=-5.444646), TopLogprob(token='0', bytes=[48], logprob=-5.6860685), TopLogprob(token='4', bytes=[52], logprob=-6.434043)])]"
say,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Betty asks: Did Amanda say that Julian dances salsa? Question: Is Betty certain that Julian dances salsa?,Betty asks: Did Amanda say that Julian dances salsa?,Is Betty certain that Julian dances salsa?,Is Betty certain that Julian doesn't dance salsa?,0.5,-0.6035787610000001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='No', bytes=[78, 111], logprob=-19.402523), TopLogprob(token='1', bytes=[49], logprob=-19.587505), TopLogprob(token=' ', bytes=[32], logprob=-20.238544), TopLogprob(token='Bet', bytes=[66, 101, 116], logprob=-20.617748)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.024496661, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.024496661), TopLogprob(token='<|end|>', bytes=None, logprob=-3.7214494), TopLogprob(token='\n', bytes=[10], logprob=-15.737786), TopLogprob(token='<|end|>', bytes=None, logprob=-18.968966), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-21.978155)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.5790821, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.5790821), TopLogprob(token='01', bytes=[48, 49], logprob=-1.5726542), TopLogprob(token='00', bytes=[48, 48], logprob=-2.7977633), TopLogprob(token='0', bytes=[48], logprob=-3.2856078), TopLogprob(token='1', bytes=[49], logprob=-3.9163432)])]"
see,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Christopher asks: Did Amanda see that Julian dances salsa? Question: Is Christopher certain that Julian dances salsa?,Christopher asks: Did Amanda see that Julian dances salsa?,Is Christopher certain that Julian dances salsa?,Is Christopher certain that Julian doesn't dance salsa?,0.5,-0.046614467,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-17.18417), TopLogprob(token='No', bytes=[78, 111], logprob=-19.203379), TopLogprob(token=' ', bytes=[32], logprob=-20.148865), TopLogprob(token='-', bytes=[45], logprob=-20.2663)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.012408047, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.012408047), TopLogprob(token='<|end|>', bytes=None, logprob=-4.3956137), TopLogprob(token='\n', bytes=[10], logprob=-17.334164), TopLogprob(token='<|end|>', bytes=None, logprob=-18.21198), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.210207)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.03420642, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.03420642), TopLogprob(token='50', bytes=[53, 48], logprob=-4.2783527), TopLogprob(token='01', bytes=[48, 49], logprob=-4.399538), TopLogprob(token='00', bytes=[48, 48], logprob=-6.205696), TopLogprob(token='0', bytes=[48], logprob=-6.2884026)])]"
suggest,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Jennifer asks: Did Ryan suggest that Julian dances salsa? Question: Is Jennifer certain that Julian dances salsa?,Jennifer asks: Did Ryan suggest that Julian dances salsa?,Is Jennifer certain that Julian dances salsa?,Is Jennifer certain that Julian doesn't dance salsa?,0.01,-1.057841668,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='No', bytes=[78, 111], logprob=-19.36372), TopLogprob(token='1', bytes=[49], logprob=-19.549187), TopLogprob(token=' ', bytes=[32], logprob=-20.448936), TopLogprob(token='-', bytes=[45], logprob=-20.747368)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.027783968, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.027783968), TopLogprob(token='<|end|>', bytes=None, logprob=-3.5971618), TopLogprob(token='\n', bytes=[10], logprob=-17.463667), TopLogprob(token='<|end|>', bytes=None, logprob=-18.322739), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.07338)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.0300577, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.0300577), TopLogprob(token='5', bytes=[53], logprob=-1.0560396), TopLogprob(token='00', bytes=[48, 48], logprob=-3.013807), TopLogprob(token='1', bytes=[49], logprob=-3.083803), TopLogprob(token='2', bytes=[50], logprob=-3.5666559)])]"
think,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Kathleen asks: Does Michelle think that Julian dances salsa? Question: Is Kathleen certain that Julian dances salsa?,Kathleen asks: Does Michelle think that Julian dances salsa?,Is Kathleen certain that Julian dances salsa?,Is Kathleen certain that Julian doesn't dance salsa?,0.01,-0.86627156,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='1', bytes=[49], logprob=-18.689754), TopLogprob(token='No', bytes=[78, 111], logprob=-19.299706), TopLogprob(token=' ', bytes=[32], logprob=-20.202408), TopLogprob(token='-', bytes=[45], logprob=-20.392448)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.06651426, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.06651426), TopLogprob(token='<|end|>', bytes=None, logprob=-2.743417), TopLogprob(token='\n', bytes=[10], logprob=-15.398789), TopLogprob(token='<|end|>', bytes=None, logprob=-18.030283), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-20.395441)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.7997573, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-0.7997573), TopLogprob(token='5', bytes=[53], logprob=-1.2171366), TopLogprob(token='00', bytes=[48, 48], logprob=-1.6436789), TopLogprob(token='0', bytes=[48], logprob=-3.1314147), TopLogprob(token='50', bytes=[53, 48], logprob=-5.5082574)])]"
polar,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Karen asks: Does Julian dance salsa? Question: Is Karen certain that Julian dances salsa?,Karen asks: Does Julian dance salsa?,Is Karen certain that Julian dances salsa?,,0.01,-1.28128702,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='No', bytes=[78, 111], logprob=-18.412937), TopLogprob(token='1', bytes=[49], logprob=-20.052956), TopLogprob(token=' ', bytes=[32], logprob=-20.147467), TopLogprob(token='-', bytes=[45], logprob=-20.618507)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.28440812, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.28440812), TopLogprob(token='<|end|>', bytes=None, logprob=-1.3961825), TopLogprob(token='\n', bytes=[10], logprob=-14.842247), TopLogprob(token='<|end|>', bytes=None, logprob=-17.924719), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-19.959942)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-0.9968789, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-0.9968789), TopLogprob(token='00', bytes=[48, 48], logprob=-1.0124371), TopLogprob(token='5', bytes=[53], logprob=-2.0106804), TopLogprob(token='0', bytes=[48], logprob=-2.4731972), TopLogprob(token='1', bytes=[49], logprob=-4.3670917)])]"
acknowledge,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kathleen asks: Did Timothy acknowledge that Isabella ate a steak on Sunday? Question: Is Kathleen certain that Isabella ate a steak on Sunday?,Kathleen asks: Did Timothy acknowledge that Isabella ate a steak on Sunday?,Is Kathleen certain that Isabella ate a steak on Sunday?,Is Kathleen certain that Isabella didnt eat a steak on Sunday?,0.5,-0.00982571002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-15.242651), TopLogprob(token='No', bytes=[78, 111], logprob=-16.525988), TopLogprob(token='-', bytes=[45], logprob=-20.13773), TopLogprob(token=' ', bytes=[32], logprob=-20.194231)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0020434367, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0020434367), TopLogprob(token='<|end|>', bytes=None, logprob=-6.19414), TopLogprob(token='\n', bytes=[10], logprob=-18.561886), TopLogprob(token='<|end|>', bytes=None, logprob=-19.866638), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-23.931108)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0077818413, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0077818413), TopLogprob(token='50', bytes=[53, 48], logprob=-5.247776), TopLogprob(token='6', bytes=[54], logprob=-7.311882), TopLogprob(token='4', bytes=[52], logprob=-7.342228), TopLogprob(token='01', bytes=[48, 49], logprob=-7.634783)])]"
admit,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Dorothy asks: Did Emily admit that Isabella ate a steak on Sunday? Question: Is Dorothy certain that Isabella ate a steak on Sunday?,Dorothy asks: Did Emily admit that Isabella ate a steak on Sunday?,Is Dorothy certain that Isabella ate a steak on Sunday?,Is Dorothy certain that Isabella didnt eat a steak on Sunday?,0.5,-0.048889301612649996,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-16.603634), TopLogprob(token='No', bytes=[78, 111], logprob=-18.485966), TopLogprob(token=' ', bytes=[32], logprob=-20.192883), TopLogprob(token='D', bytes=[68], logprob=-20.575851)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.018409438, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.018409438), TopLogprob(token='<|end|>', bytes=None, logprob=-4.004089), TopLogprob(token='\n', bytes=[10], logprob=-15.625103), TopLogprob(token='<|end|>', bytes=None, logprob=-19.54612), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.223816)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.03047967, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.03047967), TopLogprob(token='01', bytes=[48, 49], logprob=-4.4004383), TopLogprob(token='50', bytes=[53, 48], logprob=-4.6831207), TopLogprob(token='00', bytes=[48, 48], logprob=-6.1906624), TopLogprob(token='0', bytes=[48], logprob=-6.2395782)])]"
announce,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kevin asks: Did Jason announce that Isabella ate a steak on Sunday? Question: Is Kevin certain that Isabella ate a steak on Sunday?,Kevin asks: Did Jason announce that Isabella ate a steak on Sunday?,Is Kevin certain that Isabella ate a steak on Sunday?,Is Kevin certain that Isabella didnt eat a steak on Sunday?,0.5,-1.02325197,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='No', bytes=[78, 111], logprob=-18.136408), TopLogprob(token='1', bytes=[49], logprob=-18.690765), TopLogprob(token=' ', bytes=[32], logprob=-19.448496), TopLogprob(token='-', bytes=[45], logprob=-20.43102)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.37612557, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.37612557), TopLogprob(token='<|end|>', bytes=None, logprob=-1.1600077), TopLogprob(token='\n', bytes=[10], logprob=-16.234396), TopLogprob(token='<|end|>', bytes=None, logprob=-17.522633), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-22.128904)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.6471264, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.6471264), TopLogprob(token='01', bytes=[48, 49], logprob=-1.0600998), TopLogprob(token='00', bytes=[48, 48], logprob=-2.7078316), TopLogprob(token='0', bytes=[48], logprob=-3.468179), TopLogprob(token='50', bytes=[53, 48], logprob=-4.847102)])]"
annoyed,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Nancy asks: Is Ryan annoyed that Isabella ate a steak on Sunday? Question: Is Nancy certain that Isabella ate a steak on Sunday?,Nancy asks: Is Ryan annoyed that Isabella ate a steak on Sunday?,Is Nancy certain that Isabella ate a steak on Sunday?,Is Nancy certain that Isabella didnt eat a steak on Sunday?,1,-0.012906192,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.012906192, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.012906192), TopLogprob(token='0', bytes=[48], logprob=-4.3585978), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-10.537274), TopLogprob(token='No', bytes=[78, 111], logprob=-15.478627), TopLogprob(token='One', bytes=[79, 110, 101], logprob=-18.140886)])]"
right,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Donna asks: Is Eric right that Isabella ate a steak on Sunday? Question: Is Donna certain that Isabella ate a steak on Sunday?,Donna asks: Is Eric right that Isabella ate a steak on Sunday?,Is Donna certain that Isabella ate a steak on Sunday?,Is Donna certain that Isabella didnt eat a steak on Sunday?,0,0.0,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=0.0, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=0.0), TopLogprob(token='No', bytes=[78, 111], logprob=-18.11327), TopLogprob(token='1', bytes=[49], logprob=-18.640905), TopLogprob(token=' ', bytes=[32], logprob=-19.520164), TopLogprob(token='-', bytes=[45], logprob=-20.198593)])]"
