verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
reveal,p,high_prior,Olivia,Olivia works the third shift.,Fact: Olivia works the third shift. Sentence: Lisa asks: Did Carol reveal that Olivia sleeps until noon? Question: Is Lisa certain that Olivia sleeps until noon?,Lisa asks: Did Carol reveal that Olivia sleeps until noon?,Is Lisa certain that Olivia sleeps until noon?,Is Lisa certain that Olivia doesn't sleep until noon?,0.2,-2.133080447,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0009289718, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0009289718), TopLogprob(token='1', bytes=[49], logprob=-7.008957), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.937752), TopLogprob(token=' ', bytes=[32], logprob=-12.97801), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.087624)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0021980752, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0021980752), TopLogprob(token='<|end|>', bytes=None, logprob=-6.1225195), TopLogprob(token='<|end|>', bytes=None, logprob=-14.267161), TopLogprob(token='\n', bytes=[10], logprob=-14.339078), TopLogprob(token=' ', bytes=[32], logprob=-14.353444)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-2.1299534, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-2.1299534), TopLogprob(token='15', bytes=[49, 53], logprob=-2.1856194), TopLogprob(token='25', bytes=[50, 53], logprob=-2.3655033), TopLogprob(token='20', bytes=[50, 48], logprob=-2.4679165), TopLogprob(token='10', bytes=[49, 48], logprob=-2.542902)])]"
say,p,high_prior,Olivia,Olivia works the third shift.,Fact: Olivia works the third shift. Sentence: Kimberly asks: Did Sharon say that Olivia sleeps until noon? Question: Is Kimberly certain that Olivia sleeps until noon?,Kimberly asks: Did Sharon say that Olivia sleeps until noon?,Is Kimberly certain that Olivia sleeps until noon?,Is Kimberly certain that Olivia doesn't sleep until noon?,0.2,-1.56193960693,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00052193523, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00052193523), TopLogprob(token='1', bytes=[49], logprob=-7.671203), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.088691), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.331235), TopLogprob(token='I', bytes=[73], logprob=-12.642774)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011255717, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011255717), TopLogprob(token='<|end|>', bytes=None, logprob=-6.7916775), TopLogprob(token=' ', bytes=[32], logprob=-14.191086), TopLogprob(token='\n', bytes=[10], logprob=-15.018787), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-15.274049)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.5602921, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.5602921), TopLogprob(token='25', bytes=[50, 53], logprob=-2.0424643), TopLogprob(token='15', bytes=[49, 53], logprob=-2.1348429), TopLogprob(token='20', bytes=[50, 48], logprob=-2.3132715), TopLogprob(token='10', bytes=[49, 48], logprob=-2.5859957)])]"
see,p,high_prior,Olivia,Olivia works the third shift.,Fact: Olivia works the third shift. Sentence: Dorothy asks: Did Eric see that Olivia sleeps until noon? Question: Is Dorothy certain that Olivia sleeps until noon?,Dorothy asks: Did Eric see that Olivia sleeps until noon?,Is Dorothy certain that Olivia sleeps until noon?,Is Dorothy certain that Olivia doesn't sleep until noon?,0.2,-1.7997678719,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0009863656, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0009863656), TopLogprob(token='1', bytes=[49], logprob=-6.9459634), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.076788), TopLogprob(token=' ', bytes=[32], logprob=-13.211714), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.222761)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0012138063, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0012138063), TopLogprob(token='<|end|>', bytes=None, logprob=-6.716275), TopLogprob(token=' ', bytes=[32], logprob=-14.240099), TopLogprob(token='<|end|>', bytes=None, logprob=-14.876291), TopLogprob(token='\n', bytes=[10], logprob=-15.012086)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.7975677, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.7975677), TopLogprob(token='10', bytes=[49, 48], logprob=-1.8898815), TopLogprob(token='1', bytes=[49], logprob=-2.2188497), TopLogprob(token='20', bytes=[50, 48], logprob=-2.337687), TopLogprob(token='05', bytes=[48, 53], logprob=-2.4536042)])]"
suggest,p,high_prior,Olivia,Olivia works the third shift.,Fact: Olivia works the third shift. Sentence: Steven asks: Did Laura suggest that Olivia sleeps until noon? Question: Is Steven certain that Olivia sleeps until noon?,Steven asks: Did Laura suggest that Olivia sleeps until noon?,Is Steven certain that Olivia sleeps until noon?,Is Steven certain that Olivia doesn't sleep until noon?,0.20,-1.9700549555300002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0016107932, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0016107932), TopLogprob(token='1', bytes=[49], logprob=-6.4506617), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.7329645), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.986981), TopLogprob(token=' ', bytes=[32], logprob=-13.379136)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00069456233, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00069456233), TopLogprob(token='<|end|>', bytes=None, logprob=-7.2748723), TopLogprob(token='\n', bytes=[10], logprob=-14.730109), TopLogprob(token='<|end|>', bytes=None, logprob=-14.830556), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-15.021794)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.9677496, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.9677496), TopLogprob(token='10', bytes=[49, 48], logprob=-2.0485106), TopLogprob(token='2', bytes=[50], logprob=-2.3915625), TopLogprob(token='15', bytes=[49, 53], logprob=-2.5109262), TopLogprob(token='25', bytes=[50, 53], logprob=-2.734664)])]"
think,p,high_prior,Olivia,Olivia works the third shift.,Fact: Olivia works the third shift. Sentence: Brian asks: Does Timothy think that Olivia sleeps until noon? Question: Is Brian certain that Olivia sleeps until noon?,Brian asks: Does Timothy think that Olivia sleeps until noon?,Is Brian certain that Olivia sleeps until noon?,Is Brian certain that Olivia doesn't sleep until noon?,0.2,-1.88754078004,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0008702484, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0008702484), TopLogprob(token='1', bytes=[49], logprob=-7.113377), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.092702), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.425849), TopLogprob(token='I', bytes=[73], logprob=-12.750852)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00053933164, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00053933164), TopLogprob(token='<|end|>', bytes=None, logprob=-7.5282874), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.809153), TopLogprob(token='\n', bytes=[10], logprob=-14.989224), TopLogprob(token=' ', bytes=[32], logprob=-15.094554)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.8861312, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.8861312), TopLogprob(token='15', bytes=[49, 53], logprob=-2.091591), TopLogprob(token='25', bytes=[50, 53], logprob=-2.3252792), TopLogprob(token='05', bytes=[48, 53], logprob=-2.3925781), TopLogprob(token='10', bytes=[49, 48], logprob=-2.3942986)])]"
polar,p,high_prior,Olivia,Olivia works the third shift.,Fact: Olivia works the third shift. Sentence: Dorothy asks: Does Olivia sleep until noon? Question: Is Dorothy certain that Olivia sleeps until noon?,Dorothy asks: Does Olivia sleep until noon?,Is Dorothy certain that Olivia sleeps until noon?,,0.10,-2.01001373316,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00086167676, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00086167676), TopLogprob(token='1', bytes=[49], logprob=-7.0804687), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.255623), TopLogprob(token=' ', bytes=[32], logprob=-13.134878), TopLogprob(token='I', bytes=[73], logprob=-13.974905)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0056527564, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0056527564), TopLogprob(token='<|end|>', bytes=None, logprob=-5.1794906), TopLogprob(token=' ', bytes=[32], logprob=-13.07558), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.644756), TopLogprob(token='\n', bytes=[10], logprob=-13.672927)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-2.0034993, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-2.0034993), TopLogprob(token='2', bytes=[50], logprob=-2.1935112), TopLogprob(token='1', bytes=[49], logprob=-2.328313), TopLogprob(token='01', bytes=[48, 49], logprob=-2.4062626), TopLogprob(token='05', bytes=[48, 53], logprob=-2.5653336)])]"
acknowledge,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Tyler asks: Did Ryan acknowledge that Jon walks to work? Question: Is Tyler certain that Jon walks to work?,Tyler asks: Did Ryan acknowledge that Jon walks to work?,Is Tyler certain that Jon walks to work?,Is Tyler certain that Jon doesn't walk to work?,0.75,-1.8141381317,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00018351417, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00018351417), TopLogprob(token='1', bytes=[49], logprob=-8.685627), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.527353), TopLogprob(token=' ', bytes=[32], logprob=-13.477133), TopLogprob(token='I', bytes=[73], logprob=-13.878283)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00031031753, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00031031753), TopLogprob(token='<|end|>', bytes=None, logprob=-8.087665), TopLogprob(token=' ', bytes=[32], logprob=-13.941977), TopLogprob(token=',', bytes=[44], logprob=-14.441756), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.806266)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.8136443, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.8136443), TopLogprob(token='85', bytes=[56, 53], logprob=-2.1869736), TopLogprob(token='8', bytes=[56], logprob=-2.6722603), TopLogprob(token='70', bytes=[55, 48], logprob=-2.68285), TopLogprob(token='80', bytes=[56, 48], logprob=-2.9683285)])]"
admit,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Karen asks: Did Amanda admit that Jon walks to work? Question: Is Karen certain that Jon walks to work?,Karen asks: Did Amanda admit that Jon walks to work?,Is Karen certain that Jon walks to work?,Is Karen certain that Jon doesn't walk to work?,0.75,-2.0522477802,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004547447, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004547447), TopLogprob(token='1', bytes=[49], logprob=-7.7298098), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.688342), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.15871), TopLogprob(token=' ', bytes=[32], logprob=-13.411096)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0004074355, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0004074355), TopLogprob(token='<|end|>', bytes=None, logprob=-7.8086004), TopLogprob(token=' ', bytes=[32], logprob=-15.2403145), TopLogprob(token='<|end|>', bytes=None, logprob=-15.444723), TopLogprob(token=',', bytes=[44], logprob=-15.538825)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.0513856, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.0513856), TopLogprob(token='20', bytes=[50, 48], logprob=-2.5115297), TopLogprob(token='85', bytes=[56, 53], logprob=-2.544546), TopLogprob(token='70', bytes=[55, 48], logprob=-2.64949), TopLogprob(token='25', bytes=[50, 53], logprob=-2.6888406)])]"
announce,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: George asks: Did Laura announce that Jon walks to work? Question: Is George certain that Jon walks to work?,George asks: Did Laura announce that Jon walks to work?,Is George certain that Jon walks to work?,Is George certain that Jon doesn't walk to work?,0.20,-1.65981744134,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00024441257, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00024441257), TopLogprob(token='1', bytes=[49], logprob=-8.386169), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.456354), TopLogprob(token=' ', bytes=[32], logprob=-13.05603), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.166538)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00045712877, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00045712877), TopLogprob(token='<|end|>', bytes=None, logprob=-7.6939692), TopLogprob(token=' ', bytes=[32], logprob=-14.860917), TopLogprob(token='\n', bytes=[10], logprob=-14.949351), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-15.137339)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.6591159, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.6591159), TopLogprob(token='10', bytes=[49, 48], logprob=-1.7823974), TopLogprob(token='2', bytes=[50], logprob=-2.3138304), TopLogprob(token='25', bytes=[50, 53], logprob=-2.42373), TopLogprob(token='15', bytes=[49, 53], logprob=-2.632388)])]"
annoyed,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Larry asks: Is Amanda annoyed that Jon walks to work? Question: Is Larry certain that Jon walks to work?,Larry asks: Is Amanda annoyed that Jon walks to work?,Is Larry certain that Jon walks to work?,Is Larry certain that Jon doesn't walk to work?,0.75,-1.77312526877,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004066011, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004066011), TopLogprob(token='1', bytes=[49], logprob=-7.8539643), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.427752), TopLogprob(token=' ', bytes=[32], logprob=-12.928055), TopLogprob(token='I', bytes=[73], logprob=-13.766821)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00014966767, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00014966767), TopLogprob(token='<|end|>', bytes=None, logprob=-8.814412), TopLogprob(token=' ', bytes=[32], logprob=-15.200254), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-15.514075), TopLogprob(token='\n', bytes=[10], logprob=-15.617157)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.772569, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.772569), TopLogprob(token='85', bytes=[56, 53], logprob=-2.2856667), TopLogprob(token='2', bytes=[50], logprob=-2.6449368), TopLogprob(token='25', bytes=[50, 53], logprob=-2.674495), TopLogprob(token='8', bytes=[56], logprob=-2.77609)])]"
right,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Steven asks: Is Ryan right that Jon walks to work? Question: Is Steven certain that Jon walks to work?,Steven asks: Is Ryan right that Jon walks to work?,Is Steven certain that Jon walks to work?,Is Steven certain that Jon doesn't walk to work?,0.75,-2.13553981725,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00086667965, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00086667965), TopLogprob(token='1', bytes=[49], logprob=-7.086978), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.754615), TopLogprob(token='I', bytes=[73], logprob=-13.250566), TopLogprob(token=' ', bytes=[32], logprob=-13.475814)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0003981376, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0003981376), TopLogprob(token='<|end|>', bytes=None, logprob=-7.8317046), TopLogprob(token=' ', bytes=[32], logprob=-14.98386), TopLogprob(token='\n', bytes=[10], logprob=-15.590347), TopLogprob(token=',', bytes=[44], logprob=-15.592749)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.134275, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.134275), TopLogprob(token='2', bytes=[50], logprob=-2.1702113), TopLogprob(token='20', bytes=[50, 48], logprob=-2.4846587), TopLogprob(token='70', bytes=[55, 48], logprob=-2.5898452), TopLogprob(token='25', bytes=[50, 53], logprob=-2.771402)])]"
confess,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Donna asks: Did Sharon confess that Jon walks to work? Question: Is Donna certain that Jon walks to work?,Donna asks: Did Sharon confess that Jon walks to work?,Is Donna certain that Jon walks to work?,Is Donna certain that Jon doesn't walk to work?,0.20,-2.29581421454,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00139345, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00139345), TopLogprob(token='1', bytes=[49], logprob=-6.598357), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.77251), TopLogprob(token=' ', bytes=[32], logprob=-12.694438), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.825847)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00062546454, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00062546454), TopLogprob(token='<|end|>', bytes=None, logprob=-7.3800564), TopLogprob(token='<|end|>', bytes=None, logprob=-14.815641), TopLogprob(token=' ', bytes=[32], logprob=-14.858906), TopLogprob(token=',', bytes=[44], logprob=-14.914335)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-2.2937953, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-2.2937953), TopLogprob(token='25', bytes=[50, 53], logprob=-2.4002368), TopLogprob(token='75', bytes=[55, 53], logprob=-2.449412), TopLogprob(token='2', bytes=[50], logprob=-2.5518177), TopLogprob(token='10', bytes=[49, 48], logprob=-2.6391742)])]"
confirm,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Kevin asks: Did Eric confirm that Jon walks to work? Question: Is Kevin certain that Jon walks to work?,Kevin asks: Did Eric confirm that Jon walks to work?,Is Kevin certain that Jon walks to work?,Is Kevin certain that Jon doesn't walk to work?,0.75,-2.2854782011499997,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00041398805, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00041398805), TopLogprob(token='1', bytes=[49], logprob=-7.8368225), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.375462), TopLogprob(token=' ', bytes=[32], logprob=-12.967056), TopLogprob(token='I', bytes=[73], logprob=-13.517023)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0004222131, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0004222131), TopLogprob(token='<|end|>', bytes=None, logprob=-7.7780957), TopLogprob(token=' ', bytes=[32], logprob=-13.923127), TopLogprob(token=',', bytes=[44], logprob=-14.334323), TopLogprob(token='<|end|>', bytes=None, logprob=-14.525238)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.284642, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.284642), TopLogprob(token='70', bytes=[55, 48], logprob=-2.4238994), TopLogprob(token='20', bytes=[50, 48], logprob=-2.4769504), TopLogprob(token='2', bytes=[50], logprob=-2.4825046), TopLogprob(token='25', bytes=[50, 53], logprob=-2.7708957)])]"
demonstrate,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Dorothy asks: Did Michelle demonstrate that Jon walks to work? Question: Is Dorothy certain that Jon walks to work?,Dorothy asks: Did Michelle demonstrate that Jon walks to work?,Is Dorothy certain that Jon walks to work?,Is Dorothy certain that Jon doesn't walk to work?,0.20,-1.79397035353,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00057030993, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00057030993), TopLogprob(token='1', bytes=[49], logprob=-7.498047), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.467972), TopLogprob(token=' ', bytes=[32], logprob=-13.249817), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.610119)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0008951436, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0008951436), TopLogprob(token='<|end|>', bytes=None, logprob=-7.0208287), TopLogprob(token=' ', bytes=[32], logprob=-14.721884), TopLogprob(token='<|end|>', bytes=None, logprob=-14.8597765), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-15.192776)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.7925049, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.7925049), TopLogprob(token='10', bytes=[49, 48], logprob=-1.9431263), TopLogprob(token='25', bytes=[50, 53], logprob=-2.5909534), TopLogprob(token='15', bytes=[49, 53], logprob=-2.7097507), TopLogprob(token='30', bytes=[51, 48], logprob=-2.8362842)])]"
discover,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Ashley asks: Did Ryan discover that Jon walks to work? Question: Is Ashley certain that Jon walks to work?,Ashley asks: Did Ryan discover that Jon walks to work?,Is Ashley certain that Jon walks to work?,Is Ashley certain that Jon doesn't walk to work?,0.20,-2.07299875643,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00069742324, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00069742324), TopLogprob(token='1', bytes=[49], logprob=-7.2813563), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.268392), TopLogprob(token=' ', bytes=[32], logprob=-13.136159), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.95975)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00021903319, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00021903319), TopLogprob(token='<|end|>', bytes=None, logprob=-8.431738), TopLogprob(token=' ', bytes=[32], logprob=-15.042585), TopLogprob(token=',', bytes=[44], logprob=-15.453328), TopLogprob(token='<|end|>', bytes=None, logprob=-15.459542)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-2.0720823, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-2.0720823), TopLogprob(token='25', bytes=[50, 53], logprob=-2.3739793), TopLogprob(token='75', bytes=[55, 53], logprob=-2.4272535), TopLogprob(token='10', bytes=[49, 48], logprob=-2.4469984), TopLogprob(token='15', bytes=[49, 53], logprob=-2.7059839)])]"
establish,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Lisa asks: Did Melissa establish that Jon walks to work? Question: Is Lisa certain that Jon walks to work?,Lisa asks: Did Melissa establish that Jon walks to work?,Is Lisa certain that Jon walks to work?,Is Lisa certain that Jon doesn't walk to work?,0.20,-2.03548101694,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00057912734, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00057912734), TopLogprob(token='1', bytes=[49], logprob=-7.4904056), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.209027), TopLogprob(token=' ', bytes=[32], logprob=-13.246631), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.578843)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0004618896, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0004618896), TopLogprob(token='<|end|>', bytes=None, logprob=-7.68422), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.792396), TopLogprob(token=' ', bytes=[32], logprob=-14.793823), TopLogprob(token='<|end|>', bytes=None, logprob=-15.109476)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-2.03444, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-2.03444), TopLogprob(token='25', bytes=[50, 53], logprob=-2.3360453), TopLogprob(token='75', bytes=[55, 53], logprob=-2.4008093), TopLogprob(token='10', bytes=[49, 48], logprob=-2.5004702), TopLogprob(token='15', bytes=[49, 53], logprob=-2.7414808)])]"
hear,p,high_prior,Jon,Jon lives 2 blocks away from work.,Fact: Jon lives 2 blocks away from work. Sentence: Betty asks: Did Gary hear that Jon walks to work? Question: Is Betty certain that Jon walks to work?,Betty asks: Did Gary hear that Jon walks to work?,Is Betty certain that Jon walks to work?,Is Betty certain that Jon doesn't walk to work?,0.20,-2.3139708196999997,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0005344443, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0005344443), TopLogprob(token='1', bytes=[49], logprob=-7.5645547), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.599722), TopLogprob(token=' ', bytes=[32], logprob=-13.398031), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.400476)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0002733754, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0002733754), TopLogprob(token='<|end|>', bytes=None, logprob=-8.208682), TopLogprob(token=' ', bytes=[32], logprob=-15.130827), TopLogprob(token='<|end|>', bytes=None, logprob=-15.26777), TopLogprob(token=',', bytes=[44], logprob=-15.419588)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-2.313163, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-2.313163), TopLogprob(token='2', bytes=[50], logprob=-2.4021065), TopLogprob(token='75', bytes=[55, 53], logprob=-2.4238293), TopLogprob(token='25', bytes=[50, 53], logprob=-2.4945176), TopLogprob(token='70', bytes=[55, 48], logprob=-2.6295197)])]"
