workerid,proliferate.condition,ah_response,item,object,predicate,prior_condition,prior_fact,prior_rating,question_order,response,rt,slide_number_in_experiment,speaker_response,text,trigger,trigger_class,utterance,error
548,condition1,0.47,julian,,think,low_prob,Julian is German,0.401796875,speaker_first,,54541,17,0.47,,think_pos,Critical,"Does <font color=""red"">Timothy</font> think that Julian dances salsa?",
548,condition1,0.77,isabella,,say,low_prob,Isabella is a vegetarian,0.125813953488372,speaker_first,,14845,18,0.48,,say_neg,Control,"Did <font color=""red"">Michelle</font> say that Isabella didn't eat a steak on Sunday?",
548,condition1,0.81,josh,,think,low_prob,Josh is a 75-year old man,0.236917293233083,speaker_first,,17886,19,0.33,,think_neg,Critical,"Does <font color=""red"">Carol</font> think that Josh didn't learn to ride a bike yesterday?",
548,condition1,0.74,jayden,,say,high_prob,Jayden's car is in the shop,0.687794117647059,speaker_first,,10900,20,0.5,,say_pos,Control,"Did <font color=""red"">Stephanie</font> say that Jayden rented a car?",
548,condition1,0.34,jackson,,know,high_prob,Jackson is training for a marathon,0.774965034965035,speaker_first,,12944,21,0.98,,know_pos,Critical,"Does <font color=""red"">Nicholas</font> know that Jackson ran 10 miles?",
548,condition1,0.82,charley,,say,low_prob,Charley lives in Korea,0.277066666666667,speaker_first,,12656,22,0.49,,say_pos,Control,"Did <font color=""red"">Laura</font> say that Charley speaks Spanish?",
548,condition1,,frank,,Polar,high_prob,Frank has always wanted a pet,0.67972027972028,speaker_first,,5968,23,0.8,,Polar,Critical,Did Frank get a cat?,
548,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,speaker_first,,5299,24,0.91,,MC,Filler,Does this pizza have mushrooms on it?,
548,condition1,,kids,,MC,neutral,Many children like ice cream,0,speaker_first,,6718,25,0.84,,MC,Filler,Was Jack playing outside with the kids?,
548,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,speaker_first,,4820,26,0.76,,MC,Filler,Were Carl's kids in the garage?,
548,condition1,0.36,jon,,know,low_prob,Jon lives 10 miles away from work,0.235696202531646,speaker_first,,11287,27,0.99,,know_neg,Critical,"Does <font color=""red"">Sharon</font> know that Jon doesn't walk to work?",
551,condition1,,,Jennifer,,,,,,Jennifer,0,1,,bot_check,,,,
551,condition1,0.82,tony,,know,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,46895,4,0.9,,know_neg,Critical,"Does <font color=""red"">Jonathan</font> know that Tony didn't have a drink last night?",
551,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,49834,5,0.42,,MC,Filler,Was Jack playing outside with the kids?,
551,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,14358,6,0.51,,MC,Filler,Do these muffins have blueberries in them?,
551,condition1,0.45,charley,,inform,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,92077,7,0.53,,inform_neg,Control,"Did <font color=""red"">Carol</font> inform Sam that Charley doesn't speak Spanish?",
551,condition1,,isabella,,Polar,low_prob,Isabella is a vegetarian,0.125813953488372,ah_first,,5019,8,0.54,,Polar,Critical,Did Isabella eat a steak on Sunday?,
551,condition1,0.45,jon,,know,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,12907,9,0.43,,know_pos,Critical,"Does <font color=""red"">Rebecca</font> know that Jon walks to work?",
551,condition1,0.45,danny,,think,high_prob,Danny loves cake,0.697062937062937,ah_first,,21713,10,0.39,,think_neg,Critical,"Does <font color=""red"">Gary</font> think that Danny didn't eat the last cupcake?",
551,condition1,0.48,jayden,,inform,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,81099,11,0.44,,inform_pos,Control,"Did <font color=""red"">Ryan</font> inform Sam that Jayden rented a car?",
551,condition1,0.41,emma,,say,high_prob,Emma is in law school,0.680763888888889,ah_first,,25768,12,0.45,,say_pos,Control,"Did <font color=""red"">Michelle</font> say that Emma studied on Saturday morning?",
551,condition1,0.36,emily,,think,low_prob,Emily never has any money,0.151655629139073,ah_first,,8446,13,0.42,,think_pos,Critical,"Does <font color=""red"">Eric</font> think that Emily bought a car yesterday?",
551,condition1,0.41,grace,,think,low_prob,Grace hates her sister,0.24777027027027,ah_first,,39046,14,0.51,,think_neg,Critical,"Does <font color=""red"">Ronald</font> think that Grace didn't visit her sister?",
551,condition1,0.48,josie,,inform,low_prob,Josie doesn't have a passport,0.117286821705426,ah_first,,22307,15,0.47,,inform_pos,Control,"Did <font color=""red"">Jeffrey</font> inform Sam that Josie went on vacation to France?",
551,condition1,0.39,olivia,,say,low_prob,Olivia has two small children,0.210592105263158,ah_first,,17506,16,0.43,,say_pos,Control,"Did <font color=""red"">Jason</font> say that Olivia sleeps until noon?",
551,condition1,0.45,mary,,inform,high_prob,Mary is taking a prenatal yoga class,0.815167785234899,ah_first,,9846,17,0.46,,inform_neg,Control,"Did <font color=""red"">Melissa</font> inform Sam that Mary isn't pregnant?",
551,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,3248,18,0.45,,MC,Filler,Were Carl's kids in the garage?,
551,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,2116,19,0.44,,MC,Filler,Does Ann dance ballet?,
551,condition1,0.47,josh,,know,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,3449,20,0.59,,know_pos,Critical,"Does <font color=""red"">Laura</font> know that Josh learned to ride a bike yesterday?",
551,condition1,,julian,,Polar,high_prob,Julian is Cuban,0.599493670886076,ah_first,,1683,21,0.45,,Polar,Critical,Does Julian dance salsa?,
551,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,1516,22,0.43,,MC,Filler,Does Samantha have a new hat?,
551,condition1,0.48,owen,,say,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,8234,23,0.49,,say_neg,Control,"Did <font color=""red"">Nicholas</font> say that Owen didn't shovel snow last winter?",
551,condition1,0.46,zoe,,know,low_prob,Zoe is 5 years old,0.192108843537415,ah_first,,12061,24,0.47,,know_neg,Critical,"Does <font color=""red"">Jacob</font> know that Zoe didn't calculate the tip?",
551,condition1,0.45,jackson,,say,low_prob,Jackson is obese,0.186013986013986,ah_first,,14043,25,0.45,,say_neg,Control,"Did <font color=""red"">Emily</font> say that Jackson didn't run 10 miles?",
551,condition1,0.49,frank,,think,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,7801,26,0.43,,think_pos,Critical,"Does <font color=""red"">Timothy</font> think that Frank got a cat?",
551,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,1735,27,0.45,,MC,Filler,Does this pizza have mushrooms on it?,
386,condition1,,,Linda,,,,,,Linda,0,1,,bot_check,,,,
386,condition1,0.78,jon,,say,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,22886,4,0.58,,say_neg,Control,"Did <font color=""red"">Laura</font> say that Jon doesn't walk to work?",
386,condition1,0.81,olivia,,inform,low_prob,Olivia has two small children,0.210592105263158,ah_first,,14318,5,0.61,,inform_pos,Control,"Did <font color=""red"">Sharon</font> inform Sam that Olivia sleeps until noon?",
386,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,8381,6,0.51,,MC,Filler,Do these muffins have blueberries in them?,
386,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,6010,7,0.52,,MC,Filler,Does this pizza have mushrooms on it?,
386,condition1,0.67,emma,,think,low_prob,Emma is in first grade,0.323098591549296,ah_first,,11679,8,0.26,,think_neg,Critical,"Does <font color=""red"">Ronald</font> think that Emma didn't study on Saturday morning?",
386,condition1,0.33,emily,,think,low_prob,Emily never has any money,0.151655629139073,ah_first,,12530,9,0.1,,think_pos,Critical,"Does <font color=""red"">Jonathan</font> think that Emily bought a car yesterday?",
386,condition1,0.91,danny,,inform,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,15939,10,0.89,,inform_neg,Control,"Did <font color=""red"">Jason</font> inform Sam that Danny didn't eat the last cupcake?",
386,condition1,0.48,isabella,,know,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,14129,11,0.96,,know_pos,Critical,"Does <font color=""red"">Timothy</font> know that Isabella ate a steak on Sunday?",
386,condition1,0.25,jackson,,know,low_prob,Jackson is obese,0.186013986013986,ah_first,,8182,12,0.66,,know_pos,Critical,"Does <font color=""red"">Gary</font> know that Jackson ran 10 miles?",
386,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,8957,13,0.48,,MC,Filler,Does Ann dance ballet?,
386,condition1,0.49,jayden,,inform,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,15198,14,0.93,,inform_neg,Control,"Did <font color=""red"">Rebecca</font> inform Sam that Jayden didn't rent a car?",
386,condition1,0.72,charley,,say,high_prob,Charley lives in Mexico,0.804632352941177,ah_first,,49431,15,0.27,,say_neg,Control,"Did <font color=""red"">Stephanie</font> say that Charley doesn't speak Spanish?",
386,condition1,0.31,josh,,inform,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,226112,16,1,,inform_pos,Control,"Did <font color=""red"">Eric</font> inform Sam that Josh learned to ride a bike yesterday?",
386,condition1,0.37,owen,,know,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,9828,17,0.97,,know_neg,Critical,"Does <font color=""red"">Amanda</font> know that Owen didn't shovel snow last winter?",
386,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,7120,18,0.8,,MC,Filler,Does Samantha have a new hat?,
386,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,9784,19,0.56,,MC,Filler,Was Jack playing outside with the kids?,
386,condition1,0.69,julian,,think,high_prob,Julian is Cuban,0.599493670886076,ah_first,,110705,20,0.27,,think_neg,Critical,"Does <font color=""red"">Carol</font> think that Julian doesn't dance salsa?",
386,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,29631,21,0.48,,MC,Filler,Were Carl's kids in the garage?,
386,condition1,0.13,frank,,say,low_prob,Frank is allergic to cats,0.16965034965035,ah_first,,10484,22,0.27,,say_pos,Control,"Did <font color=""red"">Melissa</font> say that Frank got a cat?",
386,condition1,0.9,josie,,know,low_prob,Josie doesn't have a passport,0.117286821705426,ah_first,,10317,23,0.99,,know_neg,Critical,"Does <font color=""red"">Michelle</font> know that Josie didn't go on vacation to France?",
386,condition1,0.83,grace,,say,high_prob,Grace loves her sister,0.790144927536232,ah_first,,9671,24,0.67,,say_pos,Control,"Did <font color=""red"">Emily</font> say that Grace visited her sister?",
386,condition1,,mary,,Polar,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,5398,25,0.5,,Polar,Critical,Is Mary pregnant?,
386,condition1,0.68,zoe,,think,high_prob,Zoe is a math major,0.745971223021583,ah_first,,9352,26,0.45,,think_pos,Critical,"Does <font color=""red"">Jacob</font> think that Zoe calculated the tip?",
386,condition1,,tony,,Polar,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,21019,27,0.57,,Polar,Critical,Did Tony have a drink last night?,
236,condition1,,,Margaret,,,,,,Margaret,0,1,,bot_check,,,,
236,condition1,0.49,charley,,say,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,17846,4,0.67,,say_pos,Control,"Did <font color=""red"">Timothy</font> say that Charley speaks Spanish?",
236,condition1,0.93,julian,,inform,high_prob,Julian is Cuban,0.599493670886076,ah_first,,37152,5,0.88,,inform_neg,Control,"Did <font color=""red"">Deborah</font> inform Sam that Julian doesn't dance salsa?",
236,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,7148,6,0.5,,MC,Filler,Do these muffins have blueberries in them?,
236,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,10196,7,0.51,,MC,Filler,Does this pizza have mushrooms on it?,
236,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,21193,8,0.8,,MC,Filler,Does Samantha have a new hat?,
236,condition1,0.5,josie,,know,high_prob,Josie loves France,0.73343949044586,ah_first,,13793,9,0.89,,know_neg,Critical,"Does <font color=""red"">Michelle</font> know that Josie didn't go on vacation to France?",
236,condition1,0.88,grace,,inform,high_prob,Grace loves her sister,0.790144927536232,ah_first,,20503,10,0.83,,inform_pos,Control,"Did <font color=""red"">Sharon</font> inform Sam that Grace visited her sister?",
236,condition1,0.6,jon,,know,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,34480,11,0.73,,know_neg,Critical,"Does <font color=""red"">Laura</font> know that Jon doesn't walk to work?",
236,condition1,0.5,isabella,,say,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,45970,12,0.51,,say_pos,Control,"Did <font color=""red"">Ronald</font> say that Isabella ate a steak on Sunday?",
236,condition1,0.51,jackson,,know,low_prob,Jackson is obese,0.186013986013986,ah_first,,12683,13,0.79,,know_pos,Critical,"Does <font color=""red"">Gary</font> know that Jackson ran 10 miles?",
236,condition1,0.75,emma,,think,high_prob,Emma is in law school,0.680763888888889,ah_first,,27884,14,0.6,,think_neg,Critical,"Does <font color=""red"">Melissa</font> think that Emma didn't study on Saturday morning?",
236,condition1,0.79,mary,,inform,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,121991,15,0.65,,inform_neg,Control,"Did <font color=""red"">Stephanie</font> inform Sam that Mary isn't pregnant?",
236,condition1,,danny,,Polar,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,22660,16,0.47,,Polar,Critical,Did Danny eat the last cupcake?,
236,condition1,0.48,josh,,know,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,11746,17,0.73,,know_pos,Critical,"Does <font color=""red"">Ryan</font> know that Josh learned to ride a bike yesterday?",
236,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,49767,18,0.54,,MC,Filler,Was Jack playing outside with the kids?,
236,condition1,0.53,emily,,think,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,24340,19,0.65,,think_pos,Critical,"Does <font color=""red"">Jeffrey</font> think that Emily bought a car yesterday?",
236,condition1,,olivia,,Polar,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,4184,20,0.53,,Polar,Critical,Does Olivia sleep until noon?,
236,condition1,0.87,tony,,inform,low_prob,Tony has been sober for 20 years,0.2196,ah_first,,26657,21,0.84,,inform_pos,Control,"Did <font color=""red"">Emily</font> inform Sam that Tony had a drink last night?",
236,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,18542,22,0.64,,MC,Filler,Were Carl's kids in the garage?,
236,condition1,0.63,zoe,,say,high_prob,Zoe is a math major,0.745971223021583,ah_first,,14130,23,0.55,,say_neg,Control,"Did <font color=""red"">Jonathan</font> say that Zoe didn't calculate the tip?",
236,condition1,0.75,frank,,say,low_prob,Frank is allergic to cats,0.16965034965035,ah_first,,42902,24,0.53,,say_neg,Control,"Did <font color=""red"">Jason</font> say that Frank didn't get a cat?",
236,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,7014,25,0.51,,MC,Filler,Does Ann dance ballet?,
236,condition1,0.49,owen,,think,low_prob,Owen lives in New Orleans,0.279503546099291,ah_first,,10879,26,0.54,,think_neg,Critical,"Does <font color=""red"">Rebecca</font> think that Owen didn't shovel snow last winter?",
236,condition1,0.51,jayden,,think,low_prob,Jayden doesn't have a driver's license,0.1756,ah_first,,10629,27,0.45,,think_pos,Critical,"Does <font color=""red"">Eric</font> think that Jayden rented a car?",
265,condition1,,,Barbara,,,,,,Barbara,0,1,,bot_check,,,,
265,condition1,0.26,olivia,,know,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,29241,4,0.45,,know_neg,Critical,"Does <font color=""red"">Michelle</font> know that Olivia doesn't sleep until noon?",
265,condition1,0.5,frank,,inform,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,9832,5,0.5,,inform_neg,Control,"Did <font color=""red"">Amanda</font> inform Sam that Frank didn't get a cat?",
265,condition1,0.48,josh,,inform,low_prob,Josh is a 75-year old man,0.236917293233083,ah_first,,3777,6,0.47,,inform_pos,Control,"Did <font color=""red"">Melissa</font> inform Sam that Josh learned to ride a bike yesterday?",
265,condition1,0.45,danny,,say,high_prob,Danny loves cake,0.697062937062937,ah_first,,3583,7,0.46,,say_pos,Control,"Did <font color=""red"">Stephanie</font> say that Danny ate the last cupcake?",
265,condition1,0.49,julian,,say,low_prob,Julian is German,0.401796875,ah_first,,3380,8,0.49,,say_pos,Control,"Did <font color=""red"">Timothy</font> say that Julian dances salsa?",
265,condition1,,tony,,Polar,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,1339,9,0.49,,Polar,Critical,Did Tony have a drink last night?,
265,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,1420,10,0.5,,MC,Filler,Were Carl's kids in the garage?,
265,condition1,0.48,charley,,know,high_prob,Charley lives in Mexico,0.804632352941177,ah_first,,2809,11,0.5,,know_pos,Critical,"Does <font color=""red"">Carol</font> know that Charley speaks Spanish?",
265,condition1,0.49,emily,,inform,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,2830,12,0.52,,inform_pos,Control,"Did <font color=""red"">Deborah</font> inform Sam that Emily bought a car yesterday?",
265,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,1441,13,0.49,,MC,Filler,Does this pizza have mushrooms on it?,
265,condition1,0.48,jackson,,know,low_prob,Jackson is obese,0.186013986013986,ah_first,,3164,14,0.51,,know_pos,Critical,"Does <font color=""red"">Rebecca</font> know that Jackson ran 10 miles?",
265,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,1481,15,0.49,,MC,Filler,Do these muffins have blueberries in them?,
265,condition1,0.49,zoe,,say,low_prob,Zoe is 5 years old,0.192108843537415,ah_first,,4716,16,0.5,,say_neg,Control,"Did <font color=""red"">Sharon</font> say that Zoe didn't calculate the tip?",
265,condition1,0.49,mary,,think,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,2984,17,0.51,,think_neg,Critical,"Does <font color=""red"">Eric</font> think that Mary isn't pregnant?",
265,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,1409,18,0.5,,MC,Filler,Does Samantha have a new hat?,
265,condition1,0.51,grace,,think,high_prob,Grace loves her sister,0.790144927536232,ah_first,,3920,19,0.49,,think_neg,Critical,"Does <font color=""red"">Jeffrey</font> think that Grace didn't visit her sister?",
265,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,1638,20,0.48,,MC,Filler,Does Ann dance ballet?,
265,condition1,0.49,emma,,know,low_prob,Emma is in first grade,0.323098591549296,ah_first,,3108,21,0.49,,know_neg,Critical,"Does <font color=""red"">Jason</font> know that Emma didn't study on Saturday morning?",
265,condition1,,jon,,Polar,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,1536,22,0.48,,Polar,Critical,Does Jon walk to work?,
265,condition1,0.48,owen,,think,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,3068,23,0.49,,think_pos,Critical,"Does <font color=""red"">Jonathan</font> think that Owen shoveled snow last winter?",
265,condition1,0.5,isabella,,inform,low_prob,Isabella is a vegetarian,0.125813953488372,ah_first,,2984,24,0.49,,inform_neg,Control,"Did <font color=""red"">Ryan</font> inform Sam that Isabella didn't eat a steak on Sunday?",
265,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,1512,25,0.49,,MC,Filler,Was Jack playing outside with the kids?,
265,condition1,0.5,josie,,say,high_prob,Josie loves France,0.73343949044586,ah_first,,3222,26,0.5,,say_neg,Control,"Did <font color=""red"">Laura</font> say that Josie didn't go on vacation to France?",
265,condition1,0.49,jayden,,think,low_prob,Jayden doesn't have a driver's license,0.1756,ah_first,,3125,27,0.46,,think_pos,Critical,"Does <font color=""red"">Jacob</font> think that Jayden rented a car?",
308,condition1,,,Linda,,,,,,Linda,0,1,,bot_check,,,,
308,condition1,0.95,josie,,inform,high_prob,Josie loves France,0.73343949044586,speaker_first,,35378,4,0.99,,inform_pos,Control,"Did <font color=""red"">Eric</font> inform Sam that Josie went on vacation to France?",
308,condition1,0.78,olivia,,think,high_prob,Olivia works the third shift,0.664776119402985,speaker_first,,13216,5,0.51,,think_pos,Critical,"Does <font color=""red"">Gary</font> think that Olivia sleeps until noon?",
308,condition1,0.26,emily,,know,high_prob,Emily has been saving for a year,0.561555555555556,speaker_first,,20091,6,0.91,,know_pos,Critical,"Does <font color=""red"">Michelle</font> know that Emily bought a car yesterday?",
308,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,speaker_first,,10079,7,0.09,,MC,Filler,Do these muffins have blueberries in them?,
