verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
know,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Does Ryan know that Jackson ran 10 miles? Question: Does Cynthia believe that Jackson didn't run 10 miles?,Cynthia asks: Does Ryan know that Jackson ran 10 miles?,Does Cynthia believe that Jackson ran 10 miles?,Does Cynthia believe that Jackson didn't run 10 miles?,0.01,-1.8992932689400002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.001113424, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.001113424), TopLogprob(token='1', bytes=[49], logprob=-6.9040256), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.213423), TopLogprob(token=' ', bytes=[32], logprob=-12.502424), TopLogprob(token='I', bytes=[73], logprob=-13.533621)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00027194494, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00027194494), TopLogprob(token='<|end|>', bytes=None, logprob=-8.214295), TopLogprob(token='<|end|>', bytes=None, logprob=-15.189412), TopLogprob(token='\n', bytes=[10], logprob=-15.304619), TopLogprob(token=' ', bytes=[32], logprob=-15.733573)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.8979079, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.8979079), TopLogprob(token='00', bytes=[48, 48], logprob=-1.9839407), TopLogprob(token='10', bytes=[49, 48], logprob=-2.1875882), TopLogprob(token='95', bytes=[57, 53], logprob=-2.37283), TopLogprob(token='90', bytes=[57, 48], logprob=-2.7656007)])]"
pretend,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: George asks: Did Nicholas pretend that Jackson ran 10 miles? Question: Does George believe that Jackson didn't run 10 miles?,George asks: Did Nicholas pretend that Jackson ran 10 miles?,Does George believe that Jackson ran 10 miles?,Does George believe that Jackson didn't run 10 miles?,0.95,-1.9829978849630001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00017314713, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00017314713), TopLogprob(token='1', bytes=[49], logprob=-8.804983), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.874008), TopLogprob(token=' ', bytes=[32], logprob=-13.41707), TopLogprob(token='I', bytes=[73], logprob=-13.611166)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.9437833e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-5.9437833e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.758465), TopLogprob(token=',', bytes=[44], logprob=-14.849688), TopLogprob(token='\n', bytes=[10], logprob=-14.863835), TopLogprob(token='<|end|>', bytes=None, logprob=-15.258848)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.9827653, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.9827653), TopLogprob(token='85', bytes=[56, 53], logprob=-2.3209286), TopLogprob(token='01', bytes=[48, 49], logprob=-2.4805412), TopLogprob(token='75', bytes=[55, 53], logprob=-2.7115421), TopLogprob(token='90', bytes=[57, 48], logprob=-3.0029392)])]"
prove,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Paul asks: Did Jacob prove that Jackson ran 10 miles? Question: Does Paul believe that Jackson didn't run 10 miles?,Paul asks: Did Jacob prove that Jackson ran 10 miles?,Does Paul believe that Jackson ran 10 miles?,Does Paul believe that Jackson didn't run 10 miles?,0.01,-1.83119600783,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00027420983, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00027420983), TopLogprob(token='1', bytes=[49], logprob=-8.413918), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.999077), TopLogprob(token=' ', bytes=[32], logprob=-12.989838), TopLogprob(token='I', bytes=[73], logprob=-13.169304)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.000203898, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.000203898), TopLogprob(token='<|end|>', bytes=None, logprob=-8.509251), TopLogprob(token='\n', bytes=[10], logprob=-14.571786), TopLogprob(token=',', bytes=[44], logprob=-14.627661), TopLogprob(token='<|end|>', bytes=None, logprob=-14.745173)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.8307179, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.8307179), TopLogprob(token='95', bytes=[57, 53], logprob=-1.9216565), TopLogprob(token='85', bytes=[56, 53], logprob=-2.6474466), TopLogprob(token='99', bytes=[57, 57], logprob=-2.7110624), TopLogprob(token='90', bytes=[57, 48], logprob=-2.964532)])]"
reveal,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Dorothy asks: Did Melissa reveal that Jackson ran 10 miles? Question: Does Dorothy believe that Jackson didn't run 10 miles?,Dorothy asks: Did Melissa reveal that Jackson ran 10 miles?,Does Dorothy believe that Jackson ran 10 miles?,Does Dorothy believe that Jackson didn't run 10 miles?,0.01,-1.49894490092,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00024715427, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00024715427), TopLogprob(token='1', bytes=[49], logprob=-8.529897), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.073453), TopLogprob(token=' ', bytes=[32], logprob=-12.986001), TopLogprob(token='I', bytes=[73], logprob=-13.148768)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00033534665, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00033534665), TopLogprob(token='<|end|>', bytes=None, logprob=-8.007816), TopLogprob(token=',', bytes=[44], logprob=-14.409699), TopLogprob(token='<|end|>', bytes=None, logprob=-14.490633), TopLogprob(token='\n', bytes=[10], logprob=-14.61583)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.4983624, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.4983624), TopLogprob(token='95', bytes=[57, 53], logprob=-2.073865), TopLogprob(token='99', bytes=[57, 57], logprob=-2.5100908), TopLogprob(token='85', bytes=[56, 53], logprob=-2.7719107), TopLogprob(token='90', bytes=[57, 48], logprob=-2.8677912)])]"
say,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Edward asks: Did Timothy say that Jackson ran 10 miles? Question: Does Edward believe that Jackson didn't run 10 miles?,Edward asks: Did Timothy say that Jackson ran 10 miles?,Does Edward believe that Jackson ran 10 miles?,Does Edward believe that Jackson didn't run 10 miles?,0.95,-1.78910579127,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00017970333, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00017970333), TopLogprob(token='1', bytes=[49], logprob=-8.952393), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.025179), TopLogprob(token='I', bytes=[73], logprob=-13.084246), TopLogprob(token=' ', bytes=[32], logprob=-13.3940525)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.588794e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-7.588794e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.508472), TopLogprob(token=',', bytes=[44], logprob=-14.37551), TopLogprob(token='<|end|>', bytes=None, logprob=-15.001495), TopLogprob(token='\n', bytes=[10], logprob=-15.455991)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.7888502, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.7888502), TopLogprob(token='01', bytes=[48, 49], logprob=-2.1019607), TopLogprob(token='85', bytes=[56, 53], logprob=-2.4875693), TopLogprob(token='90', bytes=[57, 48], logprob=-2.9307647), TopLogprob(token='10', bytes=[49, 48], logprob=-3.084991)])]"
see,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Paul asks: Did Michelle see that Jackson ran 10 miles? Question: Does Paul believe that Jackson didn't run 10 miles?,Paul asks: Did Michelle see that Jackson ran 10 miles?,Does Paul believe that Jackson ran 10 miles?,Does Paul believe that Jackson didn't run 10 miles?,0.95,-2.06084085332,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00032330706, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00032330706), TopLogprob(token='1', bytes=[49], logprob=-8.236438), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.935174), TopLogprob(token=' ', bytes=[32], logprob=-12.478848), TopLogprob(token='I', bytes=[73], logprob=-13.30741)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.314626e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-7.314626e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.547799), TopLogprob(token='\n', bytes=[10], logprob=-14.592646), TopLogprob(token='<|end|>', bytes=None, logprob=-14.732565), TopLogprob(token=',', bytes=[44], logprob=-14.781064)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-2.0604444, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-2.0604444), TopLogprob(token='85', bytes=[56, 53], logprob=-2.156033), TopLogprob(token='75', bytes=[55, 53], logprob=-2.3837323), TopLogprob(token='01', bytes=[48, 49], logprob=-2.7674432), TopLogprob(token='25', bytes=[50, 53], logprob=-2.8822522)])]"
suggest,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Brian asks: Did Stephanie suggest that Jackson ran 10 miles? Question: Does Brian believe that Jackson didn't run 10 miles?,Brian asks: Did Stephanie suggest that Jackson ran 10 miles?,Does Brian believe that Jackson ran 10 miles?,Does Brian believe that Jackson didn't run 10 miles?,0.95,-1.76408361723,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00053945085, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00053945085), TopLogprob(token='1', bytes=[49], logprob=-7.63903), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.992218), TopLogprob(token=' ', bytes=[32], logprob=-12.301046), TopLogprob(token='I', bytes=[73], logprob=-12.950302)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00010306638, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00010306638), TopLogprob(token='<|end|>', bytes=None, logprob=-9.19788), TopLogprob(token=',', bytes=[44], logprob=-14.658936), TopLogprob(token='\n', bytes=[10], logprob=-15.096004), TopLogprob(token='<|end|>', bytes=None, logprob=-15.183212)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.7634411, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.7634411), TopLogprob(token='85', bytes=[56, 53], logprob=-2.0726852), TopLogprob(token='2', bytes=[50], logprob=-2.7077503), TopLogprob(token='75', bytes=[55, 53], logprob=-2.7623997), TopLogprob(token='90', bytes=[57, 48], logprob=-2.8089504)])]"
think,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Steven asks: Does Sharon think that Jackson ran 10 miles? Question: Does Steven believe that Jackson didn't run 10 miles?,Steven asks: Does Sharon think that Jackson ran 10 miles?,Does Steven believe that Jackson ran 10 miles?,Does Steven believe that Jackson didn't run 10 miles?,0.10,-2.31704292565,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.001107948, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.001107948), TopLogprob(token='1', bytes=[49], logprob=-6.892111), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.431978), TopLogprob(token=' ', bytes=[32], logprob=-12.083511), TopLogprob(token='I', bytes=[73], logprob=-12.910439)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.347765e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-5.347765e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.858759), TopLogprob(token=',', bytes=[44], logprob=-15.025774), TopLogprob(token='<|end|>', bytes=None, logprob=-15.195153), TopLogprob(token='\n', bytes=[10], logprob=-15.559037)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-2.3158815, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-2.3158815), TopLogprob(token='85', bytes=[56, 53], logprob=-2.4440057), TopLogprob(token='95', bytes=[57, 53], logprob=-2.5215795), TopLogprob(token='20', bytes=[50, 48], logprob=-2.6135023), TopLogprob(token='01', bytes=[48, 49], logprob=-2.7001417)])]"
acknowledge,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kenneth asks: Did Jonathan acknowledge that Jayden rented a car? Question: Does Kenneth believe that Jayden didn't rent a car?,Kenneth asks: Did Jonathan acknowledge that Jayden rented a car?,Does Kenneth believe that Jayden rented a car?,Does Kenneth believe that Jayden didn't rent a car?,0.95,-1.7632618423,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00038300612, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00038300612), TopLogprob(token='1', bytes=[49], logprob=-8.188784), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.237051), TopLogprob(token=' ', bytes=[32], logprob=-12.959454), TopLogprob(token='I', bytes=[73], logprob=-13.08185)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-8.363618e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-8.363618e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.40732), TopLogprob(token=',', bytes=[44], logprob=-14.814407), TopLogprob(token=' ', bytes=[32], logprob=-15.125665), TopLogprob(token='<|end|>', bytes=None, logprob=-15.26946)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.7627952, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.7627952), TopLogprob(token='01', bytes=[48, 49], logprob=-2.3722503), TopLogprob(token='85', bytes=[56, 53], logprob=-2.4235103), TopLogprob(token='75', bytes=[55, 53], logprob=-2.530957), TopLogprob(token='90', bytes=[57, 48], logprob=-2.6130035)])]"
admit,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Lisa asks: Did Jason admit that Jayden rented a car? Question: Does Lisa believe that Jayden didn't rent a car?,Lisa asks: Did Jason admit that Jayden rented a car?,Does Lisa believe that Jayden rented a car?,Does Lisa believe that Jayden didn't rent a car?,0.95,-1.89399551871,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00060831755, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00060831755), TopLogprob(token='1', bytes=[49], logprob=-7.7834053), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-8.688551), TopLogprob(token=' ', bytes=[32], logprob=-11.688179), TopLogprob(token='I', bytes=[73], logprob=-11.858629)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00079390116, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00079390116), TopLogprob(token='<|end|>', bytes=None, logprob=-7.141175), TopLogprob(token=' ', bytes=[32], logprob=-14.552628), TopLogprob(token=',', bytes=[44], logprob=-14.915198), TopLogprob(token='<|end|>', bytes=None, logprob=-15.157307)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.8925933, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.8925933), TopLogprob(token='90', bytes=[57, 48], logprob=-2.2149963), TopLogprob(token='85', bytes=[56, 53], logprob=-2.3341103), TopLogprob(token='01', bytes=[48, 49], logprob=-2.4299946), TopLogprob(token='10', bytes=[49, 48], logprob=-2.7551842)])]"
announce,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Scott asks: Did Jonathan announce that Jayden rented a car? Question: Does Scott believe that Jayden didn't rent a car?,Scott asks: Did Jonathan announce that Jayden rented a car?,Does Scott believe that Jayden rented a car?,Does Scott believe that Jayden didn't rent a car?,0.01,-1.6620007954,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0006252298, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0006252298), TopLogprob(token='1', bytes=[49], logprob=-7.4756846), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.870325), TopLogprob(token=' ', bytes=[32], logprob=-12.691145), TopLogprob(token='I', bytes=[73], logprob=-13.569473)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0006970656, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0006970656), TopLogprob(token='<|end|>', bytes=None, logprob=-7.2754183), TopLogprob(token='<|end|>', bytes=None, logprob=-14.002842), TopLogprob(token=',', bytes=[44], logprob=-14.039504), TopLogprob(token='\n', bytes=[10], logprob=-14.073071)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.6606785, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.6606785), TopLogprob(token='95', bytes=[57, 53], logprob=-2.1505618), TopLogprob(token='99', bytes=[57, 57], logprob=-2.514297), TopLogprob(token='00', bytes=[48, 48], logprob=-2.6925826), TopLogprob(token='90', bytes=[57, 48], logprob=-2.7721457)])]"
annoyed,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Edward asks: Is Michelle annoyed that Jayden rented a car? Question: Does Edward believe that Jayden didn't rent a car?,Edward asks: Is Michelle annoyed that Jayden rented a car?,Does Edward believe that Jayden rented a car?,Does Edward believe that Jayden didn't rent a car?,0.95,-1.72722509073,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0010070851, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0010070851), TopLogprob(token='1', bytes=[49], logprob=-7.075062), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-8.829609), TopLogprob(token=' ', bytes=[32], logprob=-12.424559), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.816507)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00013500563, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00013500563), TopLogprob(token='<|end|>', bytes=None, logprob=-8.921051), TopLogprob(token=',', bytes=[44], logprob=-14.972941), TopLogprob(token=' ', bytes=[32], logprob=-15.019476), TopLogprob(token='\n', bytes=[10], logprob=-15.288738)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.726083, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.726083), TopLogprob(token='85', bytes=[56, 53], logprob=-2.1915314), TopLogprob(token='90', bytes=[57, 48], logprob=-2.5117886), TopLogprob(token='75', bytes=[55, 53], logprob=-2.5534985), TopLogprob(token='01', bytes=[48, 49], logprob=-2.6843102)])]"
right,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Scott asks: Is Laura right that Jayden rented a car? Question: Does Scott believe that Jayden didn't rent a car?,Scott asks: Is Laura right that Jayden rented a car?,Does Scott believe that Jayden rented a car?,Does Scott believe that Jayden didn't rent a car?,0.01,-1.61958249285,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00039516488, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00039516488), TopLogprob(token='1', bytes=[49], logprob=-8.2481785), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.051395), TopLogprob(token=' ', bytes=[32], logprob=-12.230427), TopLogprob(token='I', bytes=[73], logprob=-12.306824)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00050072797, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00050072797), TopLogprob(token='<|end|>', bytes=None, logprob=-7.607003), TopLogprob(token=' ', bytes=[32], logprob=-13.981606), TopLogprob(token='\n', bytes=[10], logprob=-14.24749), TopLogprob(token=',', bytes=[44], logprob=-14.465052)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.6186866, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.6186866), TopLogprob(token='95', bytes=[57, 53], logprob=-2.3175125), TopLogprob(token='00', bytes=[48, 48], logprob=-2.824314), TopLogprob(token='75', bytes=[55, 53], logprob=-2.8261986), TopLogprob(token='85', bytes=[56, 53], logprob=-2.8320217)])]"
confess,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Larry asks: Did Melissa confess that Jayden rented a car? Question: Does Larry believe that Jayden didn't rent a car?,Larry asks: Did Melissa confess that Jayden rented a car?,Does Larry believe that Jayden rented a car?,Does Larry believe that Jayden didn't rent a car?,0.85,-2.18822633253,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0014816516, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0014816516), TopLogprob(token='1', bytes=[49], logprob=-6.598985), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.157339), TopLogprob(token=' ', bytes=[32], logprob=-12.245522), TopLogprob(token='I', bytes=[73], logprob=-12.926903)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00030138093, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00030138093), TopLogprob(token='<|end|>', bytes=None, logprob=-8.117025), TopLogprob(token=' ', bytes=[32], logprob=-14.209634), TopLogprob(token=',', bytes=[44], logprob=-14.3928995), TopLogprob(token='<|end|>', bytes=None, logprob=-14.512807)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-2.1864433, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-2.1864433), TopLogprob(token='95', bytes=[57, 53], logprob=-2.1894436), TopLogprob(token='01', bytes=[48, 49], logprob=-2.3278923), TopLogprob(token='75', bytes=[55, 53], logprob=-2.460806), TopLogprob(token='90', bytes=[57, 48], logprob=-2.923792)])]"
confirm,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: George asks: Did Jacob confirm that Jayden rented a car? Question: Does George believe that Jayden didn't rent a car?,George asks: Did Jacob confirm that Jayden rented a car?,Does George believe that Jayden rented a car?,Does George believe that Jayden didn't rent a car?,0.95,-1.8945654144000001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.002124565, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.002124565), TopLogprob(token='1', bytes=[49], logprob=-6.1808834), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.050856), TopLogprob(token=' ', bytes=[32], logprob=-12.30724), TopLogprob(token='I', bytes=[73], logprob=-13.47131)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0005842494, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0005842494), TopLogprob(token='<|end|>', bytes=None, logprob=-7.4541554), TopLogprob(token='\n', bytes=[10], logprob=-13.775286), TopLogprob(token='<|end|>', bytes=None, logprob=-14.02203), TopLogprob(token=' ', bytes=[32], logprob=-14.054272)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.8918566, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.8918566), TopLogprob(token='85', bytes=[56, 53], logprob=-1.9875063), TopLogprob(token='75', bytes=[55, 53], logprob=-2.240665), TopLogprob(token='90', bytes=[57, 48], logprob=-2.70322), TopLogprob(token='01', bytes=[48, 49], logprob=-2.854982)])]"
demonstrate,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kenneth asks: Did Sharon demonstrate that Jayden rented a car? Question: Does Kenneth believe that Jayden didn't rent a car?,Kenneth asks: Did Sharon demonstrate that Jayden rented a car?,Does Kenneth believe that Jayden rented a car?,Does Kenneth believe that Jayden didn't rent a car?,0.95,-2.1531824302800002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00043841748, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00043841748), TopLogprob(token='1', bytes=[49], logprob=-8.244862), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-8.736641), TopLogprob(token='I', bytes=[73], logprob=-12.25573), TopLogprob(token=' ', bytes=[32], logprob=-12.528109)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0005560128, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0005560128), TopLogprob(token='<|end|>', bytes=None, logprob=-7.501111), TopLogprob(token='<|end|>', bytes=None, logprob=-14.1407175), TopLogprob(token=' ', bytes=[32], logprob=-14.243352), TopLogprob(token=',', bytes=[44], logprob=-14.288319)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-2.152188, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-2.152188), TopLogprob(token='90', bytes=[57, 48], logprob=-2.3043067), TopLogprob(token='10', bytes=[49, 48], logprob=-2.3989513), TopLogprob(token='85', bytes=[56, 53], logprob=-2.4490058), TopLogprob(token='01', bytes=[48, 49], logprob=-2.530072)])]"
discover,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Nancy asks: Did Amanda discover that Jayden rented a car? Question: Does Nancy believe that Jayden didn't rent a car?,Nancy asks: Did Amanda discover that Jayden rented a car?,Does Nancy believe that Jayden rented a car?,Does Nancy believe that Jayden didn't rent a car?,0.01,-1.68677776054,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00063416274, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00063416274), TopLogprob(token='1', bytes=[49], logprob=-7.5661745), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.133828), TopLogprob(token=' ', bytes=[32], logprob=-12.495942), TopLogprob(token='I', bytes=[73], logprob=-13.330438)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0002585978, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0002585978), TopLogprob(token='<|end|>', bytes=None, logprob=-8.268573), TopLogprob(token=',', bytes=[44], logprob=-14.520669), TopLogprob(token='<|end|>', bytes=None, logprob=-14.721607), TopLogprob(token=' ', bytes=[32], logprob=-14.790699)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.685885, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.685885), TopLogprob(token='95', bytes=[57, 53], logprob=-1.8070035), TopLogprob(token='99', bytes=[57, 57], logprob=-2.5434632), TopLogprob(token='90', bytes=[57, 48], logprob=-2.5567079), TopLogprob(token='85', bytes=[56, 53], logprob=-2.676062)])]"
