"verb","embedded_type","prior_type","item","prior","prompt","target","question","alt_question","rating","distribution","raw_probs"
"prove","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Tyler asks: Did Nicholas prove that Mia drank 2 cocktails last night? Question: Does Tyler believe that Mia drank 2 cocktails last night?","Tyler asks: Did Nicholas prove that Mia drank 2 cocktails last night?","Does Tyler believe that Mia drank 2 cocktails last night?","Does Tyler believe that Mia didn't drink 2 cocktails last night?",0.5,-5.5122365e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.5122365e-07), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-16.484516), TopLogprob(token='1', bytes=[49], logprob=-16.501411), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.82424), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.001877)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.038555), TopLogprob(token='<|end|>', bytes=None, logprob=-20.746857), TopLogprob(token='\n', bytes=[10], logprob=-20.796303), TopLogprob(token='-', bytes=[45], logprob=-21.148205)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0024500885, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0024500885), TopLogprob(token='50', bytes=[53, 48], logprob=-6.3926363), TopLogprob(token='6', bytes=[54], logprob=-7.420615), TopLogprob(token='51', bytes=[53, 49], logprob=-10.398877), TopLogprob(token='7', bytes=[55], logprob=-10.469062)])]"
"reveal","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Ashley asks: Did Rebecca reveal that Mia drank 2 cocktails last night? Question: Does Ashley believe that Mia drank 2 cocktails last night?","Ashley asks: Did Rebecca reveal that Mia drank 2 cocktails last night?","Does Ashley believe that Mia drank 2 cocktails last night?","Does Ashley believe that Mia didn't drink 2 cocktails last night?",0.5,-3.0545007e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.0545007e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.0545007e-06), TopLogprob(token='1', bytes=[49], logprob=-12.900805), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-15.823405), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.259987), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-16.325943)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.435036), TopLogprob(token='<|end|>', bytes=None, logprob=-19.129856), TopLogprob(token='\n', bytes=[10], logprob=-19.53148), TopLogprob(token='-', bytes=[45], logprob=-19.876192)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0034242547, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0034242547), TopLogprob(token='50', bytes=[53, 48], logprob=-5.921721), TopLogprob(token='6', bytes=[54], logprob=-7.8361115), TopLogprob(token='7', bytes=[55], logprob=-9.288419), TopLogprob(token='75', bytes=[55, 53], logprob=-9.305076)])]"
"say","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Jennifer asks: Did Gary say that Mia drank 2 cocktails last night? Question: Does Jennifer believe that Mia drank 2 cocktails last night?","Jennifer asks: Did Gary say that Mia drank 2 cocktails last night?","Does Jennifer believe that Mia drank 2 cocktails last night?","Does Jennifer believe that Mia didn't drink 2 cocktails last night?",0.5,-6.704273e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.704273e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.704273e-07), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-15.688113), TopLogprob(token='It', bytes=[73, 116], logprob=-16.26734), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.273191), TopLogprob(token='1', bytes=[49], logprob=-16.306923)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.958519), TopLogprob(token='<|end|>', bytes=None, logprob=-19.265148), TopLogprob(token='-', bytes=[45], logprob=-20.566023), TopLogprob(token='\n', bytes=[10], logprob=-20.985973)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0005611349, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0005611349), TopLogprob(token='50', bytes=[53, 48], logprob=-7.5049596), TopLogprob(token='6', bytes=[54], logprob=-12.183449), TopLogprob(token='51', bytes=[53, 49], logprob=-12.635815), TopLogprob(token='55', bytes=[53, 53], logprob=-14.860359)])]"
"see","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Kenneth asks: Did Gary see that Mia drank 2 cocktails last night? Question: Does Kenneth believe that Mia drank 2 cocktails last night?","Kenneth asks: Did Gary see that Mia drank 2 cocktails last night?","Does Kenneth believe that Mia drank 2 cocktails last night?","Does Kenneth believe that Mia didn't drink 2 cocktails last night?",0.5,-7.226629e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-7.226629e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-7.226629e-06), TopLogprob(token='1', bytes=[49], logprob=-11.943882), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.775478), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-15.784719), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-16.634422)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-16.887468), TopLogprob(token=',', bytes=[44], logprob=-20.421417), TopLogprob(token='-', bytes=[45], logprob=-22.187534), TopLogprob(token='\n', bytes=[10], logprob=-22.346325)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.018492537, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.018492537), TopLogprob(token='50', bytes=[53, 48], logprob=-4.1102057), TopLogprob(token='6', bytes=[54], logprob=-7.1752176), TopLogprob(token='75', bytes=[55, 53], logprob=-8.090362), TopLogprob(token='7', bytes=[55], logprob=-8.373744)])]"
"suggest","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Edward asks: Did Jeffrey suggest that Mia drank 2 cocktails last night? Question: Does Edward believe that Mia drank 2 cocktails last night?","Edward asks: Did Jeffrey suggest that Mia drank 2 cocktails last night?","Does Edward believe that Mia drank 2 cocktails last night?","Does Edward believe that Mia didn't drink 2 cocktails last night?",0.5,-9.0883464e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.0883464e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-9.0883464e-07), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-15.162557), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.115206), TopLogprob(token='It', bytes=[73, 116], logprob=-16.124405), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-16.330252)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.831825), TopLogprob(token='-', bytes=[45], logprob=-20.47098), TopLogprob(token='\n', bytes=[10], logprob=-20.701931), TopLogprob(token='<|end|>', bytes=None, logprob=-21.133204)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.00058841787, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.00058841787), TopLogprob(token='50', bytes=[53, 48], logprob=-7.4489775), TopLogprob(token='6', bytes=[54], logprob=-12.834119), TopLogprob(token='51', bytes=[53, 49], logprob=-13.08178), TopLogprob(token='49', bytes=[52, 57], logprob=-15.331471)])]"
"think","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Karen asks: Does Ryan think that Mia drank 2 cocktails last night? Question: Does Karen believe that Mia drank 2 cocktails last night?","Karen asks: Does Ryan think that Mia drank 2 cocktails last night?","Does Karen believe that Mia drank 2 cocktails last night?","Does Karen believe that Mia didn't drink 2 cocktails last night?",0.5,-5.5122365e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.5122365e-07), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-15.737027), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.227211), TopLogprob(token='It', bytes=[73, 116], logprob=-16.447197), TopLogprob(token='We', bytes=[87, 101], logprob=-17.261591)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.908981), TopLogprob(token='<|end|>', bytes=None, logprob=-20.821932), TopLogprob(token='-', bytes=[45], logprob=-21.287445), TopLogprob(token='\n', bytes=[10], logprob=-22.058475)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.00026419671, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.00026419671), TopLogprob(token='50', bytes=[53, 48], logprob=-8.242143), TopLogprob(token='51', bytes=[53, 49], logprob=-14.831983), TopLogprob(token='6', bytes=[54], logprob=-15.2185755), TopLogprob(token='52', bytes=[53, 50], logprob=-16.568638)])]"
"polar","p","high_prior","Mia","Mia is a college student.","Fact: Mia is a college student. Sentence: Nancy asks: Did Mia drink 2 cocktails last night? Question: Does Nancy believe that Mia drank 2 cocktails last night?","Nancy asks: Did Mia drink 2 cocktails last night?","Does Nancy believe that Mia drank 2 cocktails last night?","",0.5,-1.9361265e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.053484), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.154846), TopLogprob(token='It', bytes=[73, 116], logprob=-17.616554), TopLogprob(token='1', bytes=[49], logprob=-17.733582)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.674643), TopLogprob(token='\n', bytes=[10], logprob=-19.411789), TopLogprob(token='<|end|>', bytes=None, logprob=-19.50911), TopLogprob(token='.\n', bytes=[46, 10], logprob=-20.620691)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0013447581, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0013447581), TopLogprob(token='50', bytes=[53, 48], logprob=-6.6221905), TopLogprob(token='6', bytes=[54], logprob=-11.5969925), TopLogprob(token='51', bytes=[53, 49], logprob=-13.108065), TopLogprob(token='7', bytes=[55], logprob=-14.490755)])]"
"acknowledge","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Daniel asks: Did Jeffrey acknowledge that Sophia got a tattoo? Question: Does Daniel believe that Sophia got a tattoo?","Daniel asks: Did Jeffrey acknowledge that Sophia got a tattoo?","Does Daniel believe that Sophia got a tattoo?","Does Daniel believe that Sophia didn't get a tattoo?",0.75,-0.0014860583,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0014860583, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0014860583), TopLogprob(token='1', bytes=[49], logprob=-6.512453), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.189966), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.918348), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-18.033026)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-18.03657), TopLogprob(token=',', bytes=[44], logprob=-18.197754), TopLogprob(token='<|end|>', bytes=None, logprob=-20.226086), TopLogprob(token='..', bytes=[46, 46], logprob=-20.781954)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-0.96892697, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-0.96892697), TopLogprob(token='5', bytes=[53], logprob=-1.4172149), TopLogprob(token='8', bytes=[56], logprob=-2.20713), TopLogprob(token='7', bytes=[55], logprob=-2.417049), TopLogprob(token='9', bytes=[57], logprob=-3.1290774)])]"
"admit","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Kevin asks: Did Ronald admit that Sophia got a tattoo? Question: Does Kevin believe that Sophia got a tattoo?","Kevin asks: Did Ronald admit that Sophia got a tattoo?","Does Kevin believe that Sophia got a tattoo?","Does Kevin believe that Sophia didn't get a tattoo?",0.5,-5.5122365e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.5122365e-07), TopLogprob(token='1', bytes=[49], logprob=-14.649823), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.297874), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.55111), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.592957)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-18.078354), TopLogprob(token=',', bytes=[44], logprob=-18.459267), TopLogprob(token='<|end|>', bytes=None, logprob=-18.804882), TopLogprob(token='.\n', bytes=[46, 10], logprob=-20.070044)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.020702932, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.020702932), TopLogprob(token='6', bytes=[54], logprob=-4.5254235), TopLogprob(token='50', bytes=[53, 48], logprob=-5.4440446), TopLogprob(token='7', bytes=[55], logprob=-6.3075433), TopLogprob(token='75', bytes=[55, 53], logprob=-6.6456285)])]"
"announce","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Scott asks: Did Emily announce that Sophia got a tattoo? Question: Does Scott believe that Sophia got a tattoo?","Scott asks: Did Emily announce that Sophia got a tattoo?","Does Scott believe that Sophia got a tattoo?","Does Scott believe that Sophia didn't get a tattoo?",0.5,-1.0280384e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.0280384e-06), TopLogprob(token='1', bytes=[49], logprob=-14.014283), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-16.74919), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-16.929705), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.294828)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-18.109198), TopLogprob(token=',', bytes=[44], logprob=-18.254684), TopLogprob(token='<|end|>', bytes=None, logprob=-19.112291), TopLogprob(token='.\n', bytes=[46, 10], logprob=-20.350027)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.011110543, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.011110543), TopLogprob(token='50', bytes=[53, 48], logprob=-5.361044), TopLogprob(token='6', bytes=[54], logprob=-5.5869465), TopLogprob(token='75', bytes=[55, 53], logprob=-7.047611), TopLogprob(token='7', bytes=[55], logprob=-7.2154255)])]"
"annoyed","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Sandra asks: Is Rebecca annoyed that Sophia got a tattoo? Question: Does Sandra believe that Sophia got a tattoo?","Sandra asks: Is Rebecca annoyed that Sophia got a tattoo?","Does Sandra believe that Sophia got a tattoo?","Does Sandra believe that Sophia didn't get a tattoo?",1,-0.00020854695,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00020854695, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00020854695), TopLogprob(token='0', bytes=[48], logprob=-8.494855), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-12.455079), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.883257), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.078207)])]"
"right","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Brian asks: Is Timothy right that Sophia got a tattoo? Question: Does Brian believe that Sophia got a tattoo?","Brian asks: Is Timothy right that Sophia got a tattoo?","Does Brian believe that Sophia got a tattoo?","Does Brian believe that Sophia didn't get a tattoo?",0.5,-1.9361265e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.9361265e-07), TopLogprob(token='1', bytes=[49], logprob=-16.543264), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.566387), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.587067), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.93187)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-18.478863), TopLogprob(token='\n', bytes=[10], logprob=-18.579296), TopLogprob(token=',', bytes=[44], logprob=-18.622395), TopLogprob(token=' .', bytes=[32, 46], logprob=-19.974216)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0017204001, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0017204001), TopLogprob(token='50', bytes=[53, 48], logprob=-6.614086), TopLogprob(token='6', bytes=[54], logprob=-8.135139), TopLogprob(token='51', bytes=[53, 49], logprob=-10.952528), TopLogprob(token='7', bytes=[55], logprob=-10.953741)])]"
"confess","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Paul asks: Did Rebecca confess that Sophia got a tattoo? Question: Does Paul believe that Sophia got a tattoo?","Paul asks: Did Rebecca confess that Sophia got a tattoo?","Does Paul believe that Sophia got a tattoo?","Does Paul believe that Sophia didn't get a tattoo?",0.5,-1.0280384e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.0280384e-06), TopLogprob(token='1', bytes=[49], logprob=-13.8912115), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.31291), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.603138), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.967953)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-17.905083), TopLogprob(token=',', bytes=[44], logprob=-18.177853), TopLogprob(token='<|end|>', bytes=None, logprob=-19.385714), TopLogprob(token='.\n', bytes=[46, 10], logprob=-20.458828)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.0037954464, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.0037954464), TopLogprob(token='50', bytes=[53, 48], logprob=-6.252239), TopLogprob(token='6', bytes=[54], logprob=-6.6322746), TopLogprob(token='7', bytes=[55], logprob=-8.759396), TopLogprob(token='75', bytes=[55, 53], logprob=-8.961819)])]"
"confirm","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Cynthia asks: Did Gary confirm that Sophia got a tattoo? Question: Does Cynthia believe that Sophia got a tattoo?","Cynthia asks: Did Gary confirm that Sophia got a tattoo?","Does Cynthia believe that Sophia got a tattoo?","Does Cynthia believe that Sophia didn't get a tattoo?",0.5,-7.89631e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-7.89631e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-7.89631e-07), TopLogprob(token='1', bytes=[49], logprob=-14.22314), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.964817), TopLogprob(token='-', bytes=[45], logprob=-19.329681), TopLogprob(token='.', bytes=[46], logprob=-19.534145)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-18.198105), TopLogprob(token=',', bytes=[44], logprob=-18.637459), TopLogprob(token='<|end|>', bytes=None, logprob=-19.260303), TopLogprob(token='..', bytes=[46, 46], logprob=-20.561798)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.11266661, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.11266661), TopLogprob(token='6', bytes=[54], logprob=-3.1819549), TopLogprob(token='7', bytes=[55], logprob=-3.5556464), TopLogprob(token='75', bytes=[55, 53], logprob=-3.975534), TopLogprob(token='65', bytes=[54, 53], logprob=-4.8141646)])]"
"demonstrate","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Kevin asks: Did Ronald demonstrate that Sophia got a tattoo? Question: Does Kevin believe that Sophia got a tattoo?","Kevin asks: Did Ronald demonstrate that Sophia got a tattoo?","Does Kevin believe that Sophia got a tattoo?","Does Kevin believe that Sophia didn't get a tattoo?",0.5,-3.1281633e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.1281633e-07), TopLogprob(token='1', bytes=[49], logprob=-15.432089), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.103767), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.567259), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.709644)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.515015), TopLogprob(token='\n', bytes=[10], logprob=-18.668274), TopLogprob(token='<|end|>', bytes=None, logprob=-20.191536), TopLogprob(token='.\n', bytes=[46, 10], logprob=-20.944618)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.022104103, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.022104103), TopLogprob(token='6', bytes=[54], logprob=-4.2518215), TopLogprob(token='50', bytes=[53, 48], logprob=-5.703745), TopLogprob(token='7', bytes=[55], logprob=-6.6001377), TopLogprob(token='65', bytes=[54, 53], logprob=-7.169134)])]"
"discover","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Kathleen asks: Did Emily discover that Sophia got a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?","Kathleen asks: Did Emily discover that Sophia got a tattoo?","Does Kathleen believe that Sophia got a tattoo?","Does Kathleen believe that Sophia didn't get a tattoo?",0.5,-1.569009e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.569009e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.569009e-05), TopLogprob(token='1', bytes=[49], logprob=-11.077358), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.05642), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.17627), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.460949)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.769848), TopLogprob(token='\n', bytes=[10], logprob=-18.469704), TopLogprob(token='<|end|>', bytes=None, logprob=-20.255312), TopLogprob(token='-', bytes=[45], logprob=-20.547073)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.025935167, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.025935167), TopLogprob(token='50', bytes=[53, 48], logprob=-4.397292), TopLogprob(token='75', bytes=[55, 53], logprob=-5.3356047), TopLogprob(token='6', bytes=[54], logprob=-5.6501303), TopLogprob(token='7', bytes=[55], logprob=-5.966262)])]"
"establish","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Lisa asks: Did Amanda establish that Sophia got a tattoo? Question: Does Lisa believe that Sophia got a tattoo?","Lisa asks: Did Amanda establish that Sophia got a tattoo?","Does Lisa believe that Sophia got a tattoo?","Does Lisa believe that Sophia didn't get a tattoo?",0.5,-4.3202e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-14.916542), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.309984), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.429422), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.495361)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-18.119652), TopLogprob(token='\n', bytes=[10], logprob=-18.269476), TopLogprob(token=',', bytes=[44], logprob=-18.656849), TopLogprob(token='..', bytes=[46, 46], logprob=-19.92606)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.06926459, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.06926459), TopLogprob(token='6', bytes=[54], logprob=-3.4957821), TopLogprob(token='7', bytes=[55], logprob=-4.81528), TopLogprob(token='75', bytes=[55, 53], logprob=-4.884639), TopLogprob(token='50', bytes=[53, 48], logprob=-4.9635534)])]"
"hear","p","high_prior","Sophia","Sophia is a hipster.","Fact: Sophia is a hipster. Sentence: Kathleen asks: Did Stephanie hear that Sophia got a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?","Kathleen asks: Did Stephanie hear that Sophia got a tattoo?","Does Kathleen believe that Sophia got a tattoo?","Does Kathleen believe that Sophia didn't get a tattoo?",1,-0.6198152,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.6198152, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.6198152), TopLogprob(token='0', bytes=[48], logprob=-0.7722867), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-14.595727), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.446571), TopLogprob(token='-', bytes=[45], logprob=-17.68663)])]"
