verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
pretend,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Tyler asks: Did Jonathan pretend that Emma studied on Saturday morning? Question: Does Tyler believe that Emma didn't study on Saturday morning?,Tyler asks: Did Jonathan pretend that Emma studied on Saturday morning?,Does Tyler believe that Emma studied on Saturday morning?,Does Tyler believe that Emma didn't study on Saturday morning?,0.85,-0.6928878862579999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.038044706, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.038044706), TopLogprob(token='1', bytes=[49], logprob=-3.2880447), TopLogprob(token=' ', bytes=[32], logprob=-13.038045), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-15.288045), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.725545)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-8.180258e-06, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-8.180258e-06), TopLogprob(token='<|end|>', bytes=None, logprob=-11.750009), TopLogprob(token=',', bytes=[44], logprob=-15.500009), TopLogprob(token=':', bytes=[58], logprob=-18.125008), TopLogprob(token='<|end|>', bytes=None, logprob=-18.500008)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.654835, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-0.654835), TopLogprob(token='80', bytes=[56, 48], logprob=-1.904835), TopLogprob(token='75', bytes=[55, 53], logprob=-2.029835), TopLogprob(token='8', bytes=[56], logprob=-2.654835), TopLogprob(token='90', bytes=[57, 48], logprob=-2.904835)])]"
prove,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Karen asks: Did Amanda prove that Emma studied on Saturday morning? Question: Does Karen believe that Emma didn't study on Saturday morning?,Karen asks: Did Amanda prove that Emma studied on Saturday morning?,Does Karen believe that Emma studied on Saturday morning?,Does Karen believe that Emma didn't study on Saturday morning?,0.80,-1.174437006,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0024801772, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0024801772), TopLogprob(token='1', bytes=[49], logprob=-6.00248), TopLogprob(token=' ', bytes=[32], logprob=-13.2524805), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-14.7524805), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.8774805)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0031879288, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0031879288), TopLogprob(token='<|end|>', bytes=None, logprob=-5.753188), TopLogprob(token='<|end|>', bytes=None, logprob=-12.753188), TopLogprob(token=',', bytes=[44], logprob=-13.503188), TopLogprob(token='\n', bytes=[10], logprob=-13.503188)]), ChatCompletionTokenLogprob(token='80', bytes=[56, 48], logprob=-1.1687689, top_logprobs=[TopLogprob(token='80', bytes=[56, 48], logprob=-1.1687689), TopLogprob(token='75', bytes=[55, 53], logprob=-1.9187689), TopLogprob(token='70', bytes=[55, 48], logprob=-2.293769), TopLogprob(token='85', bytes=[56, 53], logprob=-2.293769), TopLogprob(token='8', bytes=[56], logprob=-2.668769)])]"
reveal,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: George asks: Did Carol reveal that Emma studied on Saturday morning? Question: Does George believe that Emma didn't study on Saturday morning?,George asks: Did Carol reveal that Emma studied on Saturday morning?,Does George believe that Emma studied on Saturday morning?,Does George believe that Emma didn't study on Saturday morning?,0.30,-1.8990743614,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0010385256, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0010385256), TopLogprob(token='1', bytes=[49], logprob=-6.8760386), TopLogprob(token=' ', bytes=[32], logprob=-12.501039), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.126039), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.563539)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0019311358, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0019311358), TopLogprob(token='<|end|>', bytes=None, logprob=-6.251931), TopLogprob(token='<|end|>', bytes=None, logprob=-13.501931), TopLogprob(token='<|end|>', bytes=None, logprob=-15.501931), TopLogprob(token=',', bytes=[44], logprob=-15.626931)]), ChatCompletionTokenLogprob(token='30', bytes=[51, 48], logprob=-1.8961047, top_logprobs=[TopLogprob(token='30', bytes=[51, 48], logprob=-1.8961047), TopLogprob(token='20', bytes=[50, 48], logprob=-2.1461048), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2711048), TopLogprob(token='70', bytes=[55, 48], logprob=-2.5211048), TopLogprob(token='80', bytes=[56, 48], logprob=-2.6461048)])]"
say,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Lisa asks: Did Timothy say that Emma studied on Saturday morning? Question: Does Lisa believe that Emma didn't study on Saturday morning?,Lisa asks: Did Timothy say that Emma studied on Saturday morning?,Does Lisa believe that Emma studied on Saturday morning?,Does Lisa believe that Emma didn't study on Saturday morning?,0.30,-1.55132849396,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00026240866, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00026240866), TopLogprob(token='1', bytes=[49], logprob=-8.250262), TopLogprob(token=' ', bytes=[32], logprob=-14.375262), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.250263), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.000263)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0024789853, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0024789853), TopLogprob(token='<|end|>', bytes=None, logprob=-6.002479), TopLogprob(token='<|end|>', bytes=None, logprob=-13.252479), TopLogprob(token=',', bytes=[44], logprob=-14.502479), TopLogprob(token='\n', bytes=[10], logprob=-15.252479)]), ChatCompletionTokenLogprob(token='30', bytes=[51, 48], logprob=-1.5485871, top_logprobs=[TopLogprob(token='30', bytes=[51, 48], logprob=-1.5485871), TopLogprob(token='3', bytes=[51], logprob=-1.7985871), TopLogprob(token='40', bytes=[52, 48], logprob=-2.423587), TopLogprob(token='20', bytes=[50, 48], logprob=-2.548587), TopLogprob(token='70', bytes=[55, 48], logprob=-2.548587)])]"
see,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Ashley asks: Did Ryan see that Emma studied on Saturday morning? Question: Does Ashley believe that Emma didn't study on Saturday morning?,Ashley asks: Did Ryan see that Emma studied on Saturday morning?,Does Ashley believe that Emma studied on Saturday morning?,Does Ashley believe that Emma didn't study on Saturday morning?,0.20,-0.97292776802,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.817902e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-9.817902e-05), TopLogprob(token='1', bytes=[49], logprob=-9.250098), TopLogprob(token=' ', bytes=[32], logprob=-14.000098), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.750098), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.000097)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.000335939, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.000335939), TopLogprob(token='<|end|>', bytes=None, logprob=-8.000336), TopLogprob(token='<|end|>', bytes=None, logprob=-15.000336), TopLogprob(token=',', bytes=[44], logprob=-15.875336), TopLogprob(token='\n', bytes=[10], logprob=-17.000336)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-0.97249365, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-0.97249365), TopLogprob(token='2', bytes=[50], logprob=-1.9724936), TopLogprob(token='10', bytes=[49, 48], logprob=-1.9724936), TopLogprob(token='15', bytes=[49, 53], logprob=-2.0974936), TopLogprob(token='30', bytes=[51, 48], logprob=-2.2224936)])]"
suggest,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Kathleen asks: Did Melissa suggest that Emma studied on Saturday morning? Question: Does Kathleen believe that Emma didn't study on Saturday morning?,Kathleen asks: Did Melissa suggest that Emma studied on Saturday morning?,Does Kathleen believe that Emma studied on Saturday morning?,Does Kathleen believe that Emma didn't study on Saturday morning?,0.75,-2.0059286888299996,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00018125297, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00018125297), TopLogprob(token='1', bytes=[49], logprob=-8.625181), TopLogprob(token=' ', bytes=[32], logprob=-14.000181), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.562681), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.625181)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00071183586, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00071183586), TopLogprob(token='<|end|>', bytes=None, logprob=-7.250712), TopLogprob(token='<|end|>', bytes=None, logprob=-14.250711), TopLogprob(token=',', bytes=[44], logprob=-14.750711), TopLogprob(token='<|end|>', bytes=None, logprob=-16.000711)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.0050356, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.0050356), TopLogprob(token='70', bytes=[55, 48], logprob=-2.2550356), TopLogprob(token='30', bytes=[51, 48], logprob=-2.3800356), TopLogprob(token='65', bytes=[54, 53], logprob=-2.5050356), TopLogprob(token='3', bytes=[51], logprob=-2.8800356)])]"
think,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Nancy asks: Does Carol think that Emma studied on Saturday morning? Question: Does Nancy believe that Emma didn't study on Saturday morning?,Nancy asks: Does Carol think that Emma studied on Saturday morning?,Does Nancy believe that Emma studied on Saturday morning?,Does Nancy believe that Emma didn't study on Saturday morning?,0.70,-1.600917196095,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0006329744, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0006329744), TopLogprob(token='1', bytes=[49], logprob=-7.375633), TopLogprob(token=' ', bytes=[32], logprob=-12.625633), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-14.000633), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.625633)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-2.8921695e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-2.8921695e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-10.500029), TopLogprob(token=',', bytes=[44], logprob=-14.000029), TopLogprob(token=':', bytes=[58], logprob=-15.750029), TopLogprob(token='।', bytes=[224, 165, 164], logprob=-17.250029)]), ChatCompletionTokenLogprob(token='70', bytes=[55, 48], logprob=-1.6002553, top_logprobs=[TopLogprob(token='70', bytes=[55, 48], logprob=-1.6002553), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2252553), TopLogprob(token='30', bytes=[51, 48], logprob=-2.3502553), TopLogprob(token='60', bytes=[54, 48], logprob=-2.3502553), TopLogprob(token='65', bytes=[54, 53], logprob=-2.3502553)])]"
acknowledge,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Kevin asks: Did Rebecca acknowledge that Julian dances salsa? Question: Does Kevin believe that Julian doesn't dance salsa?,Kevin asks: Did Rebecca acknowledge that Julian dances salsa?,Does Kevin believe that Julian dances salsa?,Does Kevin believe that Julian doesn't dance salsa?,0.10,-1.07452334946,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.682846e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.682846e-05), TopLogprob(token='1', bytes=[49], logprob=-9.625067), TopLogprob(token=' ', bytes=[32], logprob=-15.500067), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-16.500067), TopLogprob(token='-', bytes=[45], logprob=-16.625067)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.008625921, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.008625921), TopLogprob(token='<|end|>', bytes=None, logprob=-4.758626), TopLogprob(token='<|end|>', bytes=None, logprob=-11.508626), TopLogprob(token='<|end|>', bytes=None, logprob=-14.508626), TopLogprob(token='\n', bytes=[10], logprob=-14.883626)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.0658306, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.0658306), TopLogprob(token='2', bytes=[50], logprob=-2.1908307), TopLogprob(token='20', bytes=[50, 48], logprob=-2.1908307), TopLogprob(token='15', bytes=[49, 53], logprob=-2.1908307), TopLogprob(token='1', bytes=[49], logprob=-2.3158307)])]"
admit,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: George asks: Did Melissa admit that Julian dances salsa? Question: Does George believe that Julian doesn't dance salsa?,George asks: Did Melissa admit that Julian dances salsa?,Does George believe that Julian dances salsa?,Does George believe that Julian doesn't dance salsa?,0.2,-1.26402702143,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00016015393, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00016015393), TopLogprob(token='1', bytes=[49], logprob=-8.75016), TopLogprob(token=' ', bytes=[32], logprob=-14.62516), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-15.25016), TopLogprob(token='۰', bytes=[219, 176], logprob=-15.62516)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0067204675, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0067204675), TopLogprob(token='<|end|>', bytes=None, logprob=-5.0067205), TopLogprob(token='<|end|>', bytes=None, logprob=-12.756721), TopLogprob(token=',', bytes=[44], logprob=-14.506721), TopLogprob(token='\n', bytes=[10], logprob=-14.506721)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.2571464, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.2571464), TopLogprob(token='20', bytes=[50, 48], logprob=-1.5071464), TopLogprob(token='10', bytes=[49, 48], logprob=-2.1321464), TopLogprob(token='15', bytes=[49, 53], logprob=-2.2571464), TopLogprob(token='30', bytes=[51, 48], logprob=-2.7571464)])]"
announce,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Christopher asks: Did Rebecca announce that Julian dances salsa? Question: Does Christopher believe that Julian doesn't dance salsa?,Christopher asks: Did Rebecca announce that Julian dances salsa?,Does Christopher believe that Julian dances salsa?,Does Christopher believe that Julian doesn't dance salsa?,0.20,-1.056667467446,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.9795446e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.9795446e-05), TopLogprob(token='1', bytes=[49], logprob=-9.75006), TopLogprob(token=' ', bytes=[32], logprob=-14.25006), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-15.87506), TopLogprob(token='۰', bytes=[219, 176], logprob=-16.62506)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.011057372, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.011057372), TopLogprob(token='<|end|>', bytes=None, logprob=-4.5110574), TopLogprob(token='<|end|>', bytes=None, logprob=-11.761057), TopLogprob(token='<|end|>', bytes=None, logprob=-14.511057), TopLogprob(token=',', bytes=[44], logprob=-14.761057)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.0455503, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.0455503), TopLogprob(token='2', bytes=[50], logprob=-1.7955503), TopLogprob(token='30', bytes=[51, 48], logprob=-1.9205503), TopLogprob(token='15', bytes=[49, 53], logprob=-2.5455503), TopLogprob(token='10', bytes=[49, 48], logprob=-2.6705503)])]"
annoyed,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Scott asks: Is Michelle annoyed that Julian dances salsa? Question: Does Scott believe that Julian doesn't dance salsa?,Scott asks: Is Michelle annoyed that Julian dances salsa?,Does Scott believe that Julian dances salsa?,Does Scott believe that Julian doesn't dance salsa?,0.10,-1.6724013740500001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.659005e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.659005e-05), TopLogprob(token='1', bytes=[49], logprob=-9.625067), TopLogprob(token=' ', bytes=[32], logprob=-15.125067), TopLogprob(token='-', bytes=[45], logprob=-17.250067), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.250067)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.011060084, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.011060084), TopLogprob(token='<|end|>', bytes=None, logprob=-4.51106), TopLogprob(token='<|end|>', bytes=None, logprob=-11.51106), TopLogprob(token='<|end|>', bytes=None, logprob=-14.26106), TopLogprob(token='\n', bytes=[10], logprob=-14.76106)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.6612747, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.6612747), TopLogprob(token='05', bytes=[48, 53], logprob=-1.6612747), TopLogprob(token='02', bytes=[48, 50], logprob=-1.9112747), TopLogprob(token='15', bytes=[49, 53], logprob=-2.4112747), TopLogprob(token='1', bytes=[49], logprob=-2.7862747)])]"
right,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Tyler asks: Is Timothy right that Julian dances salsa? Question: Does Tyler believe that Julian doesn't dance salsa?,Tyler asks: Is Timothy right that Julian dances salsa?,Does Tyler believe that Julian dances salsa?,Does Tyler believe that Julian doesn't dance salsa?,0.20,-0.7544944402439999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.5716304e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.5716304e-05), TopLogprob(token='1', bytes=[49], logprob=-10.250035), TopLogprob(token=' ', bytes=[32], logprob=-15.687535), TopLogprob(token='-', bytes=[45], logprob=-17.312536), TopLogprob(token='۰', bytes=[219, 176], logprob=-17.687536)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00071362394, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00071362394), TopLogprob(token='<|end|>', bytes=None, logprob=-7.250714), TopLogprob(token='<|end|>', bytes=None, logprob=-13.250713), TopLogprob(token=',', bytes=[44], logprob=-13.875713), TopLogprob(token='\n', bytes=[10], logprob=-15.500713)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-0.7537451, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-0.7537451), TopLogprob(token='30', bytes=[51, 48], logprob=-1.8787451), TopLogprob(token='10', bytes=[49, 48], logprob=-2.003745), TopLogprob(token='2', bytes=[50], logprob=-2.378745), TopLogprob(token='15', bytes=[49, 53], logprob=-2.878745)])]"
confess,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Cynthia asks: Did Nicholas confess that Julian dances salsa? Question: Does Cynthia believe that Julian doesn't dance salsa?,Cynthia asks: Did Nicholas confess that Julian dances salsa?,Does Cynthia believe that Julian dances salsa?,Does Cynthia believe that Julian doesn't dance salsa?,0.20,-1.7192684901000002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0001596771, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0001596771), TopLogprob(token='1', bytes=[49], logprob=-8.750159), TopLogprob(token=' ', bytes=[32], logprob=-14.500159), TopLogprob(token='-', bytes=[45], logprob=-16.62516), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-16.62516)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.008625213, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.008625213), TopLogprob(token='<|end|>', bytes=None, logprob=-4.758625), TopLogprob(token='<|end|>', bytes=None, logprob=-11.508625), TopLogprob(token='<|end|>', bytes=None, logprob=-15.258625), TopLogprob(token='\n', bytes=[10], logprob=-16.008625)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.7104836, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.7104836), TopLogprob(token='15', bytes=[49, 53], logprob=-1.7104836), TopLogprob(token='10', bytes=[49, 48], logprob=-1.7104836), TopLogprob(token='2', bytes=[50], logprob=-1.8354836), TopLogprob(token='30', bytes=[51, 48], logprob=-2.9604836)])]"
confirm,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Larry asks: Did Amanda confirm that Julian dances salsa? Question: Does Larry believe that Julian doesn't dance salsa?,Larry asks: Did Amanda confirm that Julian dances salsa?,Does Larry believe that Julian dances salsa?,Does Larry believe that Julian doesn't dance salsa?,0.20,-1.23268079462,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.631232e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.631232e-05), TopLogprob(token='1', bytes=[49], logprob=-10.250036), TopLogprob(token=' ', bytes=[32], logprob=-14.875036), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-16.375036), TopLogprob(token='۰', bytes=[219, 176], logprob=-17.000036)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0031831823, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0031831823), TopLogprob(token='<|end|>', bytes=None, logprob=-5.7531834), TopLogprob(token='<|end|>', bytes=None, logprob=-12.253183), TopLogprob(token='<|end|>', bytes=None, logprob=-15.128183), TopLogprob(token=',', bytes=[44], logprob=-15.253183)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.2294613, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.2294613), TopLogprob(token='2', bytes=[50], logprob=-1.6044613), TopLogprob(token='10', bytes=[49, 48], logprob=-1.9794613), TopLogprob(token='15', bytes=[49, 53], logprob=-2.1044612), TopLogprob(token='30', bytes=[51, 48], logprob=-2.4794612)])]"
demonstrate,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Sandra asks: Did Rebecca demonstrate that Julian dances salsa? Question: Does Sandra believe that Julian doesn't dance salsa?,Sandra asks: Did Rebecca demonstrate that Julian dances salsa?,Does Sandra believe that Julian dances salsa?,Does Sandra believe that Julian doesn't dance salsa?,0.2,-1.53825199829,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00026228945, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00026228945), TopLogprob(token='1', bytes=[49], logprob=-8.250262), TopLogprob(token=' ', bytes=[32], logprob=-14.375262), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-16.250263), TopLogprob(token='۰', bytes=[219, 176], logprob=-16.500263)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00055660884, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00055660884), TopLogprob(token='<|end|>', bytes=None, logprob=-7.5005565), TopLogprob(token='<|end|>', bytes=None, logprob=-13.500557), TopLogprob(token=',', bytes=[44], logprob=-13.500557), TopLogprob(token='\n', bytes=[10], logprob=-15.375557)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.5374331, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.5374331), TopLogprob(token='20', bytes=[50, 48], logprob=-1.6624331), TopLogprob(token='30', bytes=[51, 48], logprob=-2.0374331), TopLogprob(token='3', bytes=[51], logprob=-2.2874331), TopLogprob(token='25', bytes=[50, 53], logprob=-2.4124331)])]"
discover,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Cynthia asks: Did Nicholas discover that Julian dances salsa? Question: Does Cynthia believe that Julian doesn't dance salsa?,Cynthia asks: Did Nicholas discover that Julian dances salsa?,Does Cynthia believe that Julian dances salsa?,Does Cynthia believe that Julian doesn't dance salsa?,0.20,-1.1764409436,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0001592003, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0001592003), TopLogprob(token='1', bytes=[49], logprob=-8.750159), TopLogprob(token=' ', bytes=[32], logprob=-15.000159), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-17.000158), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-17.250158)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0040837433, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0040837433), TopLogprob(token='<|end|>', bytes=None, logprob=-5.5040836), TopLogprob(token='<|end|>', bytes=None, logprob=-12.254084), TopLogprob(token='\n', bytes=[10], logprob=-15.504084), TopLogprob(token='<|end|>', bytes=None, logprob=-15.504084)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.172198, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.172198), TopLogprob(token='30', bytes=[51, 48], logprob=-1.672198), TopLogprob(token='2', bytes=[50], logprob=-1.797198), TopLogprob(token='15', bytes=[49, 53], logprob=-2.547198), TopLogprob(token='25', bytes=[50, 53], logprob=-2.547198)])]"
establish,p,high_prior,Julian,Julian is Cuban.,Fact: Julian is Cuban. Sentence: Ashley asks: Did Timothy establish that Julian dances salsa? Question: Does Ashley believe that Julian doesn't dance salsa?,Ashley asks: Did Timothy establish that Julian dances salsa?,Does Ashley believe that Julian dances salsa?,Does Ashley believe that Julian doesn't dance salsa?,0.3,-2.0360038129099998,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00023250321, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00023250321), TopLogprob(token='1', bytes=[49], logprob=-8.375233), TopLogprob(token=' ', bytes=[32], logprob=-14.125233), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-15.250233), TopLogprob(token='۰', bytes=[219, 176], logprob=-16.250233)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0031821097, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0031821097), TopLogprob(token='<|end|>', bytes=None, logprob=-5.753182), TopLogprob(token='<|end|>', bytes=None, logprob=-12.503182), TopLogprob(token='<|end|>', bytes=None, logprob=-15.253182), TopLogprob(token=',', bytes=[44], logprob=-15.503182)]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-2.0325892, top_logprobs=[TopLogprob(token='3', bytes=[51], logprob=-2.0325892), TopLogprob(token='2', bytes=[50], logprob=-2.1575892), TopLogprob(token='30', bytes=[51, 48], logprob=-2.1575892), TopLogprob(token='20', bytes=[50, 48], logprob=-2.4075892), TopLogprob(token='35', bytes=[51, 53], logprob=-2.5325892)])]"
