verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,distribution,raw_probs
reveal,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Dorothy asks: Did Timothy reveal that Grace visited her sister? Question: Does Dorothy believe that Grace visited her sister?,Dorothy asks: Did Timothy reveal that Grace visited her sister?,Does Dorothy believe that Grace visited her sister?,Does Dorothy believe that Grace didn't visit her sister?,0.80,-0.020543989,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.020543989, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.020543989), TopLogprob(token='1', bytes=[49], logprob=-3.895544), TopLogprob(token=' ', bytes=[32], logprob=-14.395544), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-15.020544), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.645544)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00012582695, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00012582695), TopLogprob(token='<|end|>', bytes=None, logprob=-9.000126), TopLogprob(token=',', bytes=[44], logprob=-13.750126), TopLogprob(token='<|end|>', bytes=None, logprob=-15.125126), TopLogprob(token=':', bytes=[58], logprob=-16.375126)]), ChatCompletionTokenLogprob(token='80', bytes=[56, 48], logprob=-1.5234817, top_logprobs=[TopLogprob(token='80', bytes=[56, 48], logprob=-1.5234817), TopLogprob(token='75', bytes=[55, 53], logprob=-1.8984817), TopLogprob(token='70', bytes=[55, 48], logprob=-2.0234818), TopLogprob(token='85', bytes=[56, 53], logprob=-2.1484818), TopLogprob(token='8', bytes=[56], logprob=-2.2734818)])]"
say,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Larry asks: Did Melissa say that Grace visited her sister? Question: Does Larry believe that Grace visited her sister?,Larry asks: Did Melissa say that Grace visited her sister?,Does Larry believe that Grace visited her sister?,Does Larry believe that Grace didn't visit her sister?,0.50,-2.618001e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.618001e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.618001e-05), TopLogprob(token='1', bytes=[49], logprob=-10.625026), TopLogprob(token=' ', bytes=[32], logprob=-13.375026), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.500027), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.625027)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.596782e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-4.596782e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-10.000046), TopLogprob(token=',', bytes=[44], logprob=-15.000046), TopLogprob(token='<|end|>', bytes=None, logprob=-16.875046), TopLogprob(token='\u200b.', bytes=[226, 128, 139, 46], logprob=-17.250046)]), ChatCompletionTokenLogprob(token='50', bytes=[53, 48], logprob=-1.1763172, top_logprobs=[TopLogprob(token='50', bytes=[53, 48], logprob=-1.1763172), TopLogprob(token='40', bytes=[52, 48], logprob=-1.8013172), TopLogprob(token='30', bytes=[51, 48], logprob=-2.0513172), TopLogprob(token='5', bytes=[53], logprob=-2.5513172), TopLogprob(token='4', bytes=[52], logprob=-2.6763172)])]"
see,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Tyler asks: Did Stephanie see that Grace visited her sister? Question: Does Tyler believe that Grace visited her sister?,Tyler asks: Did Stephanie see that Grace visited her sister?,Does Tyler believe that Grace visited her sister?,Does Tyler believe that Grace didn't visit her sister?,0.90,-0.17974693,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.17974693, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.17974693), TopLogprob(token='1', bytes=[49], logprob=-1.8047469), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-13.992247), TopLogprob(token=' ', bytes=[32], logprob=-14.367247), TopLogprob(token='-', bytes=[45], logprob=-15.617247)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00026228945, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00026228945), TopLogprob(token='<|end|>', bytes=None, logprob=-8.250262), TopLogprob(token='<|end|>', bytes=None, logprob=-14.750262), TopLogprob(token=',', bytes=[44], logprob=-15.000262), TopLogprob(token=':', bytes=[58], logprob=-17.000263)]), ChatCompletionTokenLogprob(token='90', bytes=[57, 48], logprob=-1.3283986, top_logprobs=[TopLogprob(token='90', bytes=[57, 48], logprob=-1.3283986), TopLogprob(token='85', bytes=[56, 53], logprob=-1.5783986), TopLogprob(token='80', bytes=[56, 48], logprob=-1.9533986), TopLogprob(token='95', bytes=[57, 53], logprob=-2.2033987), TopLogprob(token='8', bytes=[56], logprob=-2.4533987)])]"
suggest,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Larry asks: Did Gary suggest that Grace visited her sister? Question: Does Larry believe that Grace visited her sister?,Larry asks: Did Gary suggest that Grace visited her sister?,Does Larry believe that Grace visited her sister?,Does Larry believe that Grace didn't visit her sister?,0.40,-6.81397e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.81397e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.81397e-05), TopLogprob(token='1', bytes=[49], logprob=-9.625068), TopLogprob(token=' ', bytes=[32], logprob=-13.500068), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.125069), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-16.875069)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00015884268, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00015884268), TopLogprob(token='<|end|>', bytes=None, logprob=-8.750159), TopLogprob(token='<|end|>', bytes=None, logprob=-15.750159), TopLogprob(token=',', bytes=[44], logprob=-16.125158), TopLogprob(token='<|end|>', bytes=None, logprob=-18.000158)]), ChatCompletionTokenLogprob(token='40', bytes=[52, 48], logprob=-1.2448391, top_logprobs=[TopLogprob(token='40', bytes=[52, 48], logprob=-1.2448391), TopLogprob(token='50', bytes=[53, 48], logprob=-1.3698391), TopLogprob(token='30', bytes=[51, 48], logprob=-1.4948391), TopLogprob(token='4', bytes=[52], logprob=-3.2448392), TopLogprob(token='20', bytes=[50, 48], logprob=-3.2448392)])]"
think,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kathleen asks: Does Ryan think that Grace visited her sister? Question: Does Kathleen believe that Grace visited her sister?,Kathleen asks: Does Ryan think that Grace visited her sister?,Does Kathleen believe that Grace visited her sister?,Does Kathleen believe that Grace didn't visit her sister?,0.50,-0.00029935446,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00029935446, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00029935446), TopLogprob(token='1', bytes=[49], logprob=-8.125299), TopLogprob(token=' ', bytes=[32], logprob=-13.375299), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.625299), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.750299)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0009161015, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0009161015), TopLogprob(token='<|end|>', bytes=None, logprob=-7.000916), TopLogprob(token=',', bytes=[44], logprob=-13.2509165), TopLogprob(token='<|end|>', bytes=None, logprob=-13.3759165), TopLogprob(token=':', bytes=[58], logprob=-15.5009165)]), ChatCompletionTokenLogprob(token='50', bytes=[53, 48], logprob=-1.5253649, top_logprobs=[TopLogprob(token='50', bytes=[53, 48], logprob=-1.5253649), TopLogprob(token='5', bytes=[53], logprob=-2.0253649), TopLogprob(token='40', bytes=[52, 48], logprob=-2.4003649), TopLogprob(token='4', bytes=[52], logprob=-2.5253649), TopLogprob(token='45', bytes=[52, 53], logprob=-2.5253649)])]"
polar,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Steven asks: Did Grace visit her sister? Question: Does Steven believe that Grace visited her sister?,Steven asks: Did Grace visit her sister?,Does Steven believe that Grace visited her sister?,,0.4,-2.618001e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.618001e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.618001e-05), TopLogprob(token='1', bytes=[49], logprob=-10.625026), TopLogprob(token=' ', bytes=[32], logprob=-14.000026), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.625026), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-16.000027)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.6867785e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-9.6867785e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.250097), TopLogprob(token=',', bytes=[44], logprob=-14.875097), TopLogprob(token='<|end|>', bytes=None, logprob=-15.500097), TopLogprob(token='<|end|>', bytes=None, logprob=-16.875097)]), ChatCompletionTokenLogprob(token='4', bytes=[52], logprob=-1.575615, top_logprobs=[TopLogprob(token='4', bytes=[52], logprob=-1.575615), TopLogprob(token='5', bytes=[53], logprob=-1.700615), TopLogprob(token='50', bytes=[53, 48], logprob=-1.950615), TopLogprob(token='40', bytes=[52, 48], logprob=-2.200615), TopLogprob(token='3', bytes=[51], logprob=-2.575615)])]"
acknowledge,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: George asks: Did Stephanie acknowledge that Zoe calculated the tip? Question: Does George believe that Zoe calculated the tip?,George asks: Did Stephanie acknowledge that Zoe calculated the tip?,Does George believe that Zoe calculated the tip?,Does George believe that Zoe didn't calculate the tip?,0.85,-0.033647656,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.033647656, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.033647656), TopLogprob(token='1', bytes=[49], logprob=-3.4086475), TopLogprob(token=' ', bytes=[32], logprob=-14.158648), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-14.596148), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.096148)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0002632431, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0002632431), TopLogprob(token='<|end|>', bytes=None, logprob=-8.250263), TopLogprob(token=',', bytes=[44], logprob=-13.750263), TopLogprob(token='<|end|>', bytes=None, logprob=-14.500263), TopLogprob(token='।', bytes=[224, 165, 164], logprob=-16.875263)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.8393378, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-0.8393378), TopLogprob(token='8', bytes=[56], logprob=-1.5893378), TopLogprob(token='75', bytes=[55, 53], logprob=-2.0893378), TopLogprob(token='9', bytes=[57], logprob=-2.5893378), TopLogprob(token='80', bytes=[56, 48], logprob=-2.9643378)])]"
admit,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kenneth asks: Did Gary admit that Zoe calculated the tip? Question: Does Kenneth believe that Zoe calculated the tip?,Kenneth asks: Did Gary admit that Zoe calculated the tip?,Does Kenneth believe that Zoe calculated the tip?,Does Kenneth believe that Zoe didn't calculate the tip?,0.75,-0.009758333,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.009758333, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.009758333), TopLogprob(token='1', bytes=[49], logprob=-4.6347585), TopLogprob(token=' ', bytes=[32], logprob=-13.509758), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-16.322258), TopLogprob(token='-', bytes=[45], logprob=-16.447258)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0001242773, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0001242773), TopLogprob(token='<|end|>', bytes=None, logprob=-9.000124), TopLogprob(token=',', bytes=[44], logprob=-15.750124), TopLogprob(token=':', bytes=[58], logprob=-16.000124), TopLogprob(token='<|end|>', bytes=None, logprob=-16.000124)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.181978, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.181978), TopLogprob(token='8', bytes=[56], logprob=-1.806978), TopLogprob(token='85', bytes=[56, 53], logprob=-1.806978), TopLogprob(token='80', bytes=[56, 48], logprob=-2.306978), TopLogprob(token='7', bytes=[55], logprob=-2.681978)])]"
announce,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Daniel asks: Did Laura announce that Zoe calculated the tip? Question: Does Daniel believe that Zoe calculated the tip?,Daniel asks: Did Laura announce that Zoe calculated the tip?,Does Daniel believe that Zoe calculated the tip?,Does Daniel believe that Zoe didn't calculate the tip?,0.75,-0.0024773201,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0024773201, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0024773201), TopLogprob(token='1', bytes=[49], logprob=-6.002477), TopLogprob(token=' ', bytes=[32], logprob=-14.002478), TopLogprob(token='-', bytes=[45], logprob=-16.189978), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-16.689978)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.576874e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-7.576874e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.500075), TopLogprob(token=',', bytes=[44], logprob=-14.750075), TopLogprob(token='<|end|>', bytes=None, logprob=-16.125076), TopLogprob(token=':', bytes=[58], logprob=-16.875076)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.1511351, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.1511351), TopLogprob(token='7', bytes=[55], logprob=-2.026135), TopLogprob(token='8', bytes=[56], logprob=-2.151135), TopLogprob(token='70', bytes=[55, 48], logprob=-2.401135), TopLogprob(token='65', bytes=[54, 53], logprob=-2.651135)])]"
annoyed,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Nancy asks: Is Timothy annoyed that Zoe calculated the tip? Question: Does Nancy believe that Zoe calculated the tip?,Nancy asks: Is Timothy annoyed that Zoe calculated the tip?,Does Nancy believe that Zoe calculated the tip?,Does Nancy believe that Zoe didn't calculate the tip?,1.00,-0.31326422,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.31326422, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.31326422), TopLogprob(token='0', bytes=[48], logprob=-1.3132643), TopLogprob(token=' ', bytes=[32], logprob=-13.813264), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-13.938264), TopLogprob(token='-', bytes=[45], logprob=-16.438265)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.31328908, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.31328908), TopLogprob(token='<|end|>', bytes=None, logprob=-1.313289), TopLogprob(token='<|end|>', bytes=None, logprob=-10.813289), TopLogprob(token='<|end|>', bytes=None, logprob=-12.563289), TopLogprob(token='\n', bytes=[10], logprob=-13.063289)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.041108113, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-0.041108113), TopLogprob(token='0', bytes=[48], logprob=-3.2911081), TopLogprob(token='<|end|>', bytes=None, logprob=-5.791108), TopLogprob(token=' ', bytes=[32], logprob=-13.041108), TopLogprob(token='<|end|>', bytes=None, logprob=-13.291108)])]"
right,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Nancy asks: Is Jonathan right that Zoe calculated the tip? Question: Does Nancy believe that Zoe calculated the tip?,Nancy asks: Is Jonathan right that Zoe calculated the tip?,Does Nancy believe that Zoe calculated the tip?,Does Nancy believe that Zoe didn't calculate the tip?,0.4,-0.0006289215,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0006289215, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0006289215), TopLogprob(token='1', bytes=[49], logprob=-7.375629), TopLogprob(token=' ', bytes=[32], logprob=-13.750628), TopLogprob(token='-', bytes=[45], logprob=-15.250628), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-16.50063)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00026276626, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00026276626), TopLogprob(token='<|end|>', bytes=None, logprob=-8.250263), TopLogprob(token=',', bytes=[44], logprob=-14.375263), TopLogprob(token='<|end|>', bytes=None, logprob=-14.875263), TopLogprob(token=':', bytes=[58], logprob=-16.500263)]), ChatCompletionTokenLogprob(token='4', bytes=[52], logprob=-2.0754502, top_logprobs=[TopLogprob(token='4', bytes=[52], logprob=-2.0754502), TopLogprob(token='6', bytes=[54], logprob=-2.0754502), TopLogprob(token='7', bytes=[55], logprob=-2.2004502), TopLogprob(token='3', bytes=[51], logprob=-2.3254502), TopLogprob(token='75', bytes=[55, 53], logprob=-2.3254502)])]"
confess,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Betty asks: Did Timothy confess that Zoe calculated the tip? Question: Does Betty believe that Zoe calculated the tip?,Betty asks: Did Timothy confess that Zoe calculated the tip?,Does Betty believe that Zoe calculated the tip?,Does Betty believe that Zoe didn't calculate the tip?,0.85,-0.023247223,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.023247223, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.023247223), TopLogprob(token='1', bytes=[49], logprob=-3.7732472), TopLogprob(token=' ', bytes=[32], logprob=-13.648247), TopLogprob(token='-', bytes=[45], logprob=-16.835747), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.835747)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.3663626e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-1.3663626e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-11.250013), TopLogprob(token=',', bytes=[44], logprob=-14.875013), TopLogprob(token=':', bytes=[58], logprob=-16.500013), TopLogprob(token='<|end|>', bytes=None, logprob=-17.625013)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.0838022, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.0838022), TopLogprob(token='75', bytes=[55, 53], logprob=-1.3338022), TopLogprob(token='80', bytes=[56, 48], logprob=-1.7088022), TopLogprob(token='8', bytes=[56], logprob=-2.5838022), TopLogprob(token='70', bytes=[55, 48], logprob=-3.0838022)])]"
confirm,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Scott asks: Did Rebecca confirm that Zoe calculated the tip? Question: Does Scott believe that Zoe calculated the tip?,Scott asks: Did Rebecca confirm that Zoe calculated the tip?,Does Scott believe that Zoe calculated the tip?,Does Scott believe that Zoe didn't calculate the tip?,0.85,-0.014166565,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.014166565, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.014166565), TopLogprob(token='1', bytes=[49], logprob=-4.2641664), TopLogprob(token=' ', bytes=[32], logprob=-13.014167), TopLogprob(token='-', bytes=[45], logprob=-16.014166), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-16.264166)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.0564331e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-1.0564331e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-11.5000105), TopLogprob(token=',', bytes=[44], logprob=-15.2500105), TopLogprob(token=':', bytes=[58], logprob=-17.250011), TopLogprob(token='<|end|>', bytes=None, logprob=-17.875011)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.9149211, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-0.9149211), TopLogprob(token='75', bytes=[55, 53], logprob=-1.539921), TopLogprob(token='8', bytes=[56], logprob=-2.039921), TopLogprob(token='80', bytes=[56, 48], logprob=-2.164921), TopLogprob(token='90', bytes=[57, 48], logprob=-3.289921)])]"
demonstrate,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kenneth asks: Did Nicholas demonstrate that Zoe calculated the tip? Question: Does Kenneth believe that Zoe calculated the tip?,Kenneth asks: Did Nicholas demonstrate that Zoe calculated the tip?,Does Kenneth believe that Zoe calculated the tip?,Does Kenneth believe that Zoe didn't calculate the tip?,0.75,-0.00760734,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00760734, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00760734), TopLogprob(token='1', bytes=[49], logprob=-4.8826075), TopLogprob(token=' ', bytes=[32], logprob=-14.882607), TopLogprob(token='-', bytes=[45], logprob=-15.570107), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-16.570107)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0001593195, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0001593195), TopLogprob(token='<|end|>', bytes=None, logprob=-8.750159), TopLogprob(token=',', bytes=[44], logprob=-15.250159), TopLogprob(token='<|end|>', bytes=None, logprob=-15.500159), TopLogprob(token='..', bytes=[46, 46], logprob=-16.62516)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.5277961, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.5277961), TopLogprob(token='7', bytes=[55], logprob=-2.2777963), TopLogprob(token='8', bytes=[56], logprob=-2.4027963), TopLogprob(token='65', bytes=[54, 53], logprob=-2.5277963), TopLogprob(token='70', bytes=[55, 48], logprob=-2.6527963)])]"
discover,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Christopher asks: Did Laura discover that Zoe calculated the tip? Question: Does Christopher believe that Zoe calculated the tip?,Christopher asks: Did Laura discover that Zoe calculated the tip?,Does Christopher believe that Zoe calculated the tip?,Does Christopher believe that Zoe didn't calculate the tip?,0.75,-0.005930813,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.005930813, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.005930813), TopLogprob(token='1', bytes=[49], logprob=-5.130931), TopLogprob(token=' ', bytes=[32], logprob=-13.755931), TopLogprob(token='.', bytes=[46], logprob=-16.00593), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-16.00593)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.588794e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-7.588794e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.500076), TopLogprob(token=',', bytes=[44], logprob=-15.000076), TopLogprob(token='<|end|>', bytes=None, logprob=-15.875076), TopLogprob(token='..', bytes=[46, 46], logprob=-16.750076)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.3362261, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.3362261), TopLogprob(token='70', bytes=[55, 48], logprob=-1.8362261), TopLogprob(token='7', bytes=[55], logprob=-2.211226), TopLogprob(token='8', bytes=[56], logprob=-2.211226), TopLogprob(token='80', bytes=[56, 48], logprob=-2.211226)])]"
establish,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Brian asks: Did Rebecca establish that Zoe calculated the tip? Question: Does Brian believe that Zoe calculated the tip?,Brian asks: Did Rebecca establish that Zoe calculated the tip?,Does Brian believe that Zoe calculated the tip?,Does Brian believe that Zoe didn't calculate the tip?,0.3,-0.001327976,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.001327976, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.001327976), TopLogprob(token='1', bytes=[49], logprob=-6.626328), TopLogprob(token=' ', bytes=[32], logprob=-14.1263275), TopLogprob(token='-', bytes=[45], logprob=-15.2513275), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.001328)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0009149204, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0009149204), TopLogprob(token='<|end|>', bytes=None, logprob=-7.000915), TopLogprob(token='<|end|>', bytes=None, logprob=-13.250915), TopLogprob(token=',', bytes=[44], logprob=-13.875915), TopLogprob(token='<|end|>', bytes=None, logprob=-16.000916)]), ChatCompletionTokenLogprob(token='3', bytes=[51], logprob=-1.6468142, top_logprobs=[TopLogprob(token='3', bytes=[51], logprob=-1.6468142), TopLogprob(token='4', bytes=[52], logprob=-2.0218143), TopLogprob(token='2', bytes=[50], logprob=-2.2718143), TopLogprob(token='6', bytes=[54], logprob=-2.3968143), TopLogprob(token='7', bytes=[55], logprob=-2.5218143)])]"
hear,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kimberly asks: Did Timothy hear that Zoe calculated the tip? Question: Does Kimberly believe that Zoe calculated the tip?,Kimberly asks: Did Timothy hear that Zoe calculated the tip?,Does Kimberly believe that Zoe calculated the tip?,Does Kimberly believe that Zoe didn't calculate the tip?,0.75,-0.029751763,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.029751763, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.029751763), TopLogprob(token='1', bytes=[49], logprob=-3.5297518), TopLogprob(token=' ', bytes=[32], logprob=-14.592252), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-15.592252), TopLogprob(token='-', bytes=[45], logprob=-16.09225)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00020485163, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00020485163), TopLogprob(token='<|end|>', bytes=None, logprob=-8.500205), TopLogprob(token=',', bytes=[44], logprob=-14.250205), TopLogprob(token='<|end|>', bytes=None, logprob=-15.000205), TopLogprob(token='।', bytes=[224, 165, 164], logprob=-16.375204)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.3563948, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.3563948), TopLogprob(token='85', bytes=[56, 53], logprob=-1.4813948), TopLogprob(token='8', bytes=[56], logprob=-1.7313948), TopLogprob(token='80', bytes=[56, 48], logprob=-2.1063948), TopLogprob(token='7', bytes=[55], logprob=-2.9813948)])]"
