verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,distribution,raw_probs
suggest,p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Tyler asks: Did Laura suggest that Julian dances salsa? Question: Does Tyler believe that Julian dances salsa?,Tyler asks: Did Laura suggest that Julian dances salsa?,Does Tyler believe that Julian dances salsa?,Does Tyler believe that Julian doesn't dance salsa?,0.75,-0.00027266017,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00027266017, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00027266017), TopLogprob(token='1', bytes=[49], logprob=-8.444771), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.161871), TopLogprob(token='I', bytes=[73], logprob=-11.989321), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.452887)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00011081461, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00011081461), TopLogprob(token='<|end|>', bytes=None, logprob=-9.127634), TopLogprob(token=' ', bytes=[32], logprob=-14.126891), TopLogprob(token=',', bytes=[44], logprob=-14.4191885), TopLogprob(token='<|end|>', bytes=None, logprob=-15.183266)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.7819163, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.7819163), TopLogprob(token='85', bytes=[56, 53], logprob=-1.9298655), TopLogprob(token='20', bytes=[50, 48], logprob=-2.4627576), TopLogprob(token='80', bytes=[56, 48], logprob=-2.7323155), TopLogprob(token='70', bytes=[55, 48], logprob=-2.8383088)])]"
think,p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Kenneth asks: Does Jonathan think that Julian dances salsa? Question: Does Kenneth believe that Julian dances salsa?,Kenneth asks: Does Jonathan think that Julian dances salsa?,Does Kenneth believe that Julian dances salsa?,Does Kenneth believe that Julian doesn't dance salsa?,0.75,-0.00016659092,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00016659092, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00016659092), TopLogprob(token='1', bytes=[49], logprob=-8.99363), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.57661), TopLogprob(token='I', bytes=[73], logprob=-11.885415), TopLogprob(token=' ', bytes=[32], logprob=-12.70967)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00012284685, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00012284685), TopLogprob(token='<|end|>', bytes=None, logprob=-9.023231), TopLogprob(token=' ', bytes=[32], logprob=-14.175395), TopLogprob(token=',', bytes=[44], logprob=-14.621176), TopLogprob(token='<|end|>', bytes=None, logprob=-14.81355)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.1477852, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.1477852), TopLogprob(token='20', bytes=[50, 48], logprob=-2.3484173), TopLogprob(token='85', bytes=[56, 53], logprob=-2.5232239), TopLogprob(token='25', bytes=[50, 53], logprob=-2.6631927), TopLogprob(token='2', bytes=[50], logprob=-2.832676)])]"
polar,p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Scott asks: Does Julian dance salsa? Question: Does Scott believe that Julian dances salsa?,Scott asks: Does Julian dance salsa?,Does Scott believe that Julian dances salsa?,,0.20,-0.00016444526,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00016444526, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00016444526), TopLogprob(token='1', bytes=[49], logprob=-9.472622), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.677309), TopLogprob(token='I', bytes=[73], logprob=-11.409149), TopLogprob(token=' ', bytes=[32], logprob=-12.740246)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.538491e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-5.538491e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.832281), TopLogprob(token=' ', bytes=[32], logprob=-14.434833), TopLogprob(token=',', bytes=[44], logprob=-15.166325), TopLogprob(token='\n', bytes=[10], logprob=-15.278317)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.5131474, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.5131474), TopLogprob(token='10', bytes=[49, 48], logprob=-1.9423676), TopLogprob(token='15', bytes=[49, 53], logprob=-2.1330147), TopLogprob(token='25', bytes=[50, 53], logprob=-2.3935661), TopLogprob(token='2', bytes=[50], logprob=-2.473732)])]"
acknowledge,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Donna asks: Did Jonathan acknowledge that Isabella ate a steak on Sunday? Question: Does Donna believe that Isabella ate a steak on Sunday?,Donna asks: Did Jonathan acknowledge that Isabella ate a steak on Sunday?,Does Donna believe that Isabella ate a steak on Sunday?,Does Donna believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00019722259,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00019722259, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00019722259), TopLogprob(token='1', bytes=[49], logprob=-8.603658), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.550681), TopLogprob(token=' ', bytes=[32], logprob=-13.027986), TopLogprob(token='I', bytes=[73], logprob=-14.447003)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0025787514, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0025787514), TopLogprob(token='<|end|>', bytes=None, logprob=-5.9644585), TopLogprob(token=' ', bytes=[32], logprob=-13.0842495), TopLogprob(token='\n', bytes=[10], logprob=-13.412476), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.972264)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.5768046, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.5768046), TopLogprob(token='01', bytes=[48, 49], logprob=-1.7871394), TopLogprob(token='20', bytes=[50, 48], logprob=-2.3920531), TopLogprob(token='00', bytes=[48, 48], logprob=-2.5488162), TopLogprob(token='05', bytes=[48, 53], logprob=-2.790197)])]"
admit,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Christopher asks: Did Timothy admit that Isabella ate a steak on Sunday? Question: Does Christopher believe that Isabella ate a steak on Sunday?,Christopher asks: Did Timothy admit that Isabella ate a steak on Sunday?,Does Christopher believe that Isabella ate a steak on Sunday?,Does Christopher believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00016134596,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00016134596, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00016134596), TopLogprob(token='1', bytes=[49], logprob=-8.864299), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.095109), TopLogprob(token=' ', bytes=[32], logprob=-13.137086), TopLogprob(token='I', bytes=[73], logprob=-14.113317)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00406154, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00406154), TopLogprob(token='<|end|>', bytes=None, logprob=-5.510165), TopLogprob(token=' ', bytes=[32], logprob=-13.012438), TopLogprob(token='\n', bytes=[10], logprob=-13.373325), TopLogprob(token='<|end|>', bytes=None, logprob=-13.81284)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.6682996, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.6682996), TopLogprob(token='01', bytes=[48, 49], logprob=-1.8628091), TopLogprob(token='00', bytes=[48, 48], logprob=-2.4378176), TopLogprob(token='20', bytes=[50, 48], logprob=-2.5422125), TopLogprob(token='95', bytes=[57, 53], logprob=-2.6278105)])]"
announce,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Kimberly asks: Did Emily announce that Isabella ate a steak on Sunday? Question: Does Kimberly believe that Isabella ate a steak on Sunday?,Kimberly asks: Did Emily announce that Isabella ate a steak on Sunday?,Does Kimberly believe that Isabella ate a steak on Sunday?,Does Kimberly believe that Isabella didnt eat a steak on Sunday?,0.01,-0.00031401284,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00031401284, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00031401284), TopLogprob(token='1', bytes=[49], logprob=-8.173659), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.673593), TopLogprob(token=' ', bytes=[32], logprob=-12.562211), TopLogprob(token='I', bytes=[73], logprob=-13.703166)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0040742476, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0040742476), TopLogprob(token='<|end|>', bytes=None, logprob=-5.505951), TopLogprob(token=' ', bytes=[32], logprob=-13.480402), TopLogprob(token='\n', bytes=[10], logprob=-14.145155), TopLogprob(token='<|end|>', bytes=None, logprob=-14.837724)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.6131797, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.6131797), TopLogprob(token='05', bytes=[48, 53], logprob=-1.6655536), TopLogprob(token='10', bytes=[49, 48], logprob=-1.7045951), TopLogprob(token='1', bytes=[49], logprob=-1.9846854), TopLogprob(token='00', bytes=[48, 48], logprob=-2.0386996)])]"
annoyed,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Betty asks: Is Jonathan annoyed that Isabella ate a steak on Sunday? Question: Does Betty believe that Isabella ate a steak on Sunday?,Betty asks: Is Jonathan annoyed that Isabella ate a steak on Sunday?,Does Betty believe that Isabella ate a steak on Sunday?,Does Betty believe that Isabella didnt eat a steak on Sunday?,0.95,-0.00049405626,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00049405626, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00049405626), TopLogprob(token='1', bytes=[49], logprob=-7.6811676), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.603832), TopLogprob(token=' ', bytes=[32], logprob=-12.681824), TopLogprob(token='I', bytes=[73], logprob=-13.192169)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00042900036, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00042900036), TopLogprob(token='<|end|>', bytes=None, logprob=-7.7625923), TopLogprob(token=' ', bytes=[32], logprob=-13.697108), TopLogprob(token='\n', bytes=[10], logprob=-14.466109), TopLogprob(token=',', bytes=[44], logprob=-14.543224)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.5168982, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.5168982), TopLogprob(token='85', bytes=[56, 53], logprob=-2.1044664), TopLogprob(token='90', bytes=[57, 48], logprob=-2.185422), TopLogprob(token='75', bytes=[55, 53], logprob=-2.8544798), TopLogprob(token='10', bytes=[49, 48], logprob=-2.902173)])]"
right,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Dorothy asks: Is Carol right that Isabella ate a steak on Sunday? Question: Does Dorothy believe that Isabella ate a steak on Sunday?,Dorothy asks: Is Carol right that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00016074994,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00016074994, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00016074994), TopLogprob(token='1', bytes=[49], logprob=-8.928058), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.679532), TopLogprob(token='I', bytes=[73], logprob=-13.497834), TopLogprob(token=' ', bytes=[32], logprob=-13.768161)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0032324945, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0032324945), TopLogprob(token='<|end|>', bytes=None, logprob=-5.736833), TopLogprob(token=' ', bytes=[32], logprob=-13.938304), TopLogprob(token='\n', bytes=[10], logprob=-14.655041), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-15.007453)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.2871916, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.2871916), TopLogprob(token='20', bytes=[50, 48], logprob=-2.047211), TopLogprob(token='05', bytes=[48, 53], logprob=-2.392935), TopLogprob(token='01', bytes=[48, 49], logprob=-2.528084), TopLogprob(token='15', bytes=[49, 53], logprob=-2.6960394)])]"
confess,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Nancy asks: Did Jacob confess that Isabella ate a steak on Sunday? Question: Does Nancy believe that Isabella ate a steak on Sunday?,Nancy asks: Did Jacob confess that Isabella ate a steak on Sunday?,Does Nancy believe that Isabella ate a steak on Sunday?,Does Nancy believe that Isabella didnt eat a steak on Sunday?,0.01,-0.00030173853,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00030173853, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00030173853), TopLogprob(token='1', bytes=[49], logprob=-8.191324), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.867123), TopLogprob(token=' ', bytes=[32], logprob=-12.745428), TopLogprob(token='I', bytes=[73], logprob=-14.070597)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.008525684, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.008525684), TopLogprob(token='<|end|>', bytes=None, logprob=-4.770687), TopLogprob(token=' ', bytes=[32], logprob=-12.364771), TopLogprob(token='\n', bytes=[10], logprob=-12.895846), TopLogprob(token='<|end|>', bytes=None, logprob=-13.09044)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.1947623, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.1947623), TopLogprob(token='00', bytes=[48, 48], logprob=-1.8726169), TopLogprob(token='10', bytes=[49, 48], logprob=-1.9341747), TopLogprob(token='05', bytes=[48, 53], logprob=-2.7955503), TopLogprob(token='95', bytes=[57, 53], logprob=-2.8994856)])]"
confirm,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Dorothy asks: Did Jason confirm that Isabella ate a steak on Sunday? Question: Does Dorothy believe that Isabella ate a steak on Sunday?,Dorothy asks: Did Jason confirm that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella didnt eat a steak on Sunday?,0.10,-0.0002387018,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0002387018, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0002387018), TopLogprob(token='1', bytes=[49], logprob=-8.410748), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.327526), TopLogprob(token=' ', bytes=[32], logprob=-13.112469), TopLogprob(token='I', bytes=[73], logprob=-14.4410095)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0033885026, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0033885026), TopLogprob(token='<|end|>', bytes=None, logprob=-5.6912565), TopLogprob(token=' ', bytes=[32], logprob=-13.130574), TopLogprob(token='\n', bytes=[10], logprob=-13.43244), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.783252)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.2396883, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.2396883), TopLogprob(token='01', bytes=[48, 49], logprob=-2.1193137), TopLogprob(token='20', bytes=[50, 48], logprob=-2.1840339), TopLogprob(token='05', bytes=[48, 53], logprob=-2.6758552), TopLogprob(token='00', bytes=[48, 48], logprob=-3.0296721)])]"
demonstrate,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: George asks: Did Rebecca demonstrate that Isabella ate a steak on Sunday? Question: Does George believe that Isabella ate a steak on Sunday?,George asks: Did Rebecca demonstrate that Isabella ate a steak on Sunday?,Does George believe that Isabella ate a steak on Sunday?,Does George believe that Isabella didnt eat a steak on Sunday?,0.01,-0.0008828803,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0008828803, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0008828803), TopLogprob(token='1', bytes=[49], logprob=-7.066391), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.668013), TopLogprob(token='I', bytes=[73], logprob=-13.152832), TopLogprob(token=' ', bytes=[32], logprob=-13.700962)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.01253555, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.01253555), TopLogprob(token='<|end|>', bytes=None, logprob=-4.385922), TopLogprob(token=' ', bytes=[32], logprob=-13.224879), TopLogprob(token='\n', bytes=[10], logprob=-13.488959), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.925903)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.6798842, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.6798842), TopLogprob(token='1', bytes=[49], logprob=-1.7842028), TopLogprob(token='10', bytes=[49, 48], logprob=-1.7885306), TopLogprob(token='05', bytes=[48, 53], logprob=-1.9340384), TopLogprob(token='00', bytes=[48, 48], logprob=-1.9488833)])]"
discover,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Dorothy asks: Did Timothy discover that Isabella ate a steak on Sunday? Question: Does Dorothy believe that Isabella ate a steak on Sunday?,Dorothy asks: Did Timothy discover that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00021974841,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00021974841, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00021974841), TopLogprob(token='1', bytes=[49], logprob=-8.537003), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.988155), TopLogprob(token=' ', bytes=[32], logprob=-12.903172), TopLogprob(token='I', bytes=[73], logprob=-13.630653)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.007395549, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.007395549), TopLogprob(token='<|end|>', bytes=None, logprob=-4.9115114), TopLogprob(token=' ', bytes=[32], logprob=-13.4013815), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.414562), TopLogprob(token='\n', bytes=[10], logprob=-13.433386)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.4149308, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.4149308), TopLogprob(token='01', bytes=[48, 49], logprob=-1.4653668), TopLogprob(token='05', bytes=[48, 53], logprob=-2.1756272), TopLogprob(token='00', bytes=[48, 48], logprob=-2.2629285), TopLogprob(token='20', bytes=[50, 48], logprob=-2.8527455)])]"
establish,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Kenneth asks: Did Sharon establish that Isabella ate a steak on Sunday? Question: Does Kenneth believe that Isabella ate a steak on Sunday?,Kenneth asks: Did Sharon establish that Isabella ate a steak on Sunday?,Does Kenneth believe that Isabella ate a steak on Sunday?,Does Kenneth believe that Isabella didnt eat a steak on Sunday?,0.00,-0.00050954544,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00050954544, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00050954544), TopLogprob(token='1', bytes=[49], logprob=-7.7129617), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.803429), TopLogprob(token=' ', bytes=[32], logprob=-13.076019), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-13.938835)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.01386282, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.01386282), TopLogprob(token='<|end|>', bytes=None, logprob=-4.2860165), TopLogprob(token=' ', bytes=[32], logprob=-12.996082), TopLogprob(token='<|end|>', bytes=None, logprob=-13.453298), TopLogprob(token='\n', bytes=[10], logprob=-13.684337)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-1.188071, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-1.188071), TopLogprob(token='01', bytes=[48, 49], logprob=-1.584563), TopLogprob(token='10', bytes=[49, 48], logprob=-1.7557399), TopLogprob(token='05', bytes=[48, 53], logprob=-2.8632362), TopLogprob(token='20', bytes=[50, 48], logprob=-3.0966709)])]"
hear,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Nancy asks: Did Ryan hear that Isabella ate a steak on Sunday? Question: Does Nancy believe that Isabella ate a steak on Sunday?,Nancy asks: Did Ryan hear that Isabella ate a steak on Sunday?,Does Nancy believe that Isabella ate a steak on Sunday?,Does Nancy believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00033999194,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00033999194, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00033999194), TopLogprob(token='1', bytes=[49], logprob=-8.1077795), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.372621), TopLogprob(token=' ', bytes=[32], logprob=-12.611398), TopLogprob(token='I', bytes=[73], logprob=-13.87029)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0064551816, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0064551816), TopLogprob(token='<|end|>', bytes=None, logprob=-5.0468106), TopLogprob(token=' ', bytes=[32], logprob=-13.20183), TopLogprob(token='\n', bytes=[10], logprob=-14.00688), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.266166)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.3964226, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.3964226), TopLogprob(token='01', bytes=[48, 49], logprob=-1.4976952), TopLogprob(token='00', bytes=[48, 48], logprob=-1.5836594), TopLogprob(token='05', bytes=[48, 53], logprob=-1.9420655), TopLogprob(token='1', bytes=[49], logprob=-2.5657017)])]"
inform,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Dorothy asks: Did Rebecca inform Jane that Isabella ate a steak on Sunday? Question: Does Dorothy believe that Isabella ate a steak on Sunday?,Dorothy asks: Did Rebecca inform Jane that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00027694786,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00027694786, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00027694786), TopLogprob(token='1', bytes=[49], logprob=-8.291946), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.793959), TopLogprob(token=' ', bytes=[32], logprob=-12.946575), TopLogprob(token='I', bytes=[73], logprob=-13.6923485)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0014708224, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0014708224), TopLogprob(token='<|end|>', bytes=None, logprob=-6.526982), TopLogprob(token=' ', bytes=[32], logprob=-13.246826), TopLogprob(token='\n', bytes=[10], logprob=-13.668964), TopLogprob(token=',', bytes=[44], logprob=-14.072196)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.5551919, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.5551919), TopLogprob(token='01', bytes=[48, 49], logprob=-1.8130063), TopLogprob(token='20', bytes=[50, 48], logprob=-2.3657408), TopLogprob(token='00', bytes=[48, 48], logprob=-2.4393644), TopLogprob(token='05', bytes=[48, 53], logprob=-2.878562)])]"
know,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: George asks: Does Jacob know that Isabella ate a steak on Sunday? Question: Does George believe that Isabella ate a steak on Sunday?,George asks: Does Jacob know that Isabella ate a steak on Sunday?,Does George believe that Isabella ate a steak on Sunday?,Does George believe that Isabella didnt eat a steak on Sunday?,0.10,-7.696077e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-7.696077e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-7.696077e-05), TopLogprob(token='1', bytes=[49], logprob=-9.640758), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.742457), TopLogprob(token=' ', bytes=[32], logprob=-13.114261), TopLogprob(token='I', bytes=[73], logprob=-14.588967)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0010708004, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0010708004), TopLogprob(token='<|end|>', bytes=None, logprob=-6.8419447), TopLogprob(token=' ', bytes=[32], logprob=-14.202857), TopLogprob(token='\n', bytes=[10], logprob=-14.622942), TopLogprob(token='<|end|>', bytes=None, logprob=-14.9756565)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.5190684, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.5190684), TopLogprob(token='20', bytes=[50, 48], logprob=-2.0062432), TopLogprob(token='2', bytes=[50], logprob=-2.2536798), TopLogprob(token='1', bytes=[49], logprob=-2.4387345), TopLogprob(token='25', bytes=[50, 53], logprob=-2.960486)])]"
pretend,p,low_prior,Isabella,Isabella is a vegetarian.,Fact: Isabella is a vegetarian. Sentence: Steven asks: Did Laura pretend that Isabella ate a steak on Sunday? Question: Does Steven believe that Isabella ate a steak on Sunday?,Steven asks: Did Laura pretend that Isabella ate a steak on Sunday?,Does Steven believe that Isabella ate a steak on Sunday?,Does Steven believe that Isabella didnt eat a steak on Sunday?,0.10,-0.00046820738,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00046820738, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00046820738), TopLogprob(token='1', bytes=[49], logprob=-7.8619947), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.5827), TopLogprob(token='I', bytes=[73], logprob=-12.473887), TopLogprob(token=' ', bytes=[32], logprob=-12.75512)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0027692171, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0027692171), TopLogprob(token='<|end|>', bytes=None, logprob=-5.893066), TopLogprob(token=' ', bytes=[32], logprob=-13.231456), TopLogprob(token='\n', bytes=[10], logprob=-13.319847), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.777612)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.2838384, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.2838384), TopLogprob(token='01', bytes=[48, 49], logprob=-1.8984891), TopLogprob(token='05', bytes=[48, 53], logprob=-2.2217941), TopLogprob(token='1', bytes=[49], logprob=-2.461214), TopLogprob(token='20', bytes=[50, 48], logprob=-2.5761032)])]"
