verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
hear,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Scott asks: Did Gary hear that Mary is pregnant? Question: Is Scott certain that Mary is pregnant?,Scott asks: Did Gary hear that Mary is pregnant?,Is Scott certain that Mary is pregnant?,Is Scott certain that Mary isn't pregnant?,1,-0.3484489,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.3484489, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.3484489), TopLogprob(token='0', bytes=[48], logprob=-1.2234489), TopLogprob(token=' ', bytes=[32], logprob=-12.973449), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-13.973449), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.598449)])]"
inform,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kathleen asks: Did Jonathan inform Jane that Mary is pregnant? Question: Is Kathleen certain that Mary is pregnant?,Kathleen asks: Did Jonathan inform Jane that Mary is pregnant?,Is Kathleen certain that Mary is pregnant?,Is Kathleen certain that Mary isn't pregnant?,1.00,-0.248455734,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.12693419, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.12693419), TopLogprob(token='0', bytes=[48], logprob=-2.1269343), TopLogprob(token=' ', bytes=[32], logprob=-13.251934), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-13.251934), TopLogprob(token='১', bytes=[224, 167, 167], logprob=-15.126934)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.10024312, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.10024312), TopLogprob(token='<|end|>', bytes=None, logprob=-2.350243), TopLogprob(token='<|end|>', bytes=None, logprob=-10.350244), TopLogprob(token='<|end|>', bytes=None, logprob=-12.850244), TopLogprob(token='\n', bytes=[10], logprob=-14.100244)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.021278424, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-0.021278424), TopLogprob(token='0', bytes=[48], logprob=-4.0212784), TopLogprob(token='<|end|>', bytes=None, logprob=-5.7712784), TopLogprob(token=' ', bytes=[32], logprob=-12.521278), TopLogprob(token='<|end|>', bytes=None, logprob=-12.771278)])]"
know,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Tyler asks: Does Stephanie know that Mary is pregnant? Question: Is Tyler certain that Mary is pregnant?,Tyler asks: Does Stephanie know that Mary is pregnant?,Is Tyler certain that Mary is pregnant?,Is Tyler certain that Mary isn't pregnant?,1,-0.3868784,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.3868784, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.3868784), TopLogprob(token='0', bytes=[48], logprob=-1.1368784), TopLogprob(token=' ', bytes=[32], logprob=-12.886878), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-13.386878), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-15.261878)])]"
pretend,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kathleen asks: Did Stephanie pretend that Mary is pregnant? Question: Is Kathleen certain that Mary is pregnant?,Kathleen asks: Did Stephanie pretend that Mary is pregnant?,Is Kathleen certain that Mary is pregnant?,Is Kathleen certain that Mary isn't pregnant?,0.02,-1.9002715969,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0009149204, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0009149204), TopLogprob(token='1', bytes=[49], logprob=-7.000915), TopLogprob(token=' ', bytes=[32], logprob=-12.875915), TopLogprob(token='-', bytes=[45], logprob=-16.250916), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.625916)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0004325765, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0004325765), TopLogprob(token='<|end|>', bytes=None, logprob=-7.7504325), TopLogprob(token='<|end|>', bytes=None, logprob=-13.875433), TopLogprob(token=',', bytes=[44], logprob=-15.375433), TopLogprob(token='\n', bytes=[10], logprob=-15.500433)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.8989241, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.8989241), TopLogprob(token='01', bytes=[48, 49], logprob=-2.023924), TopLogprob(token='05', bytes=[48, 53], logprob=-2.148924), TopLogprob(token='10', bytes=[49, 48], logprob=-2.148924), TopLogprob(token='00', bytes=[48, 48], logprob=-2.273924)])]"
prove,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Cynthia asks: Did Sharon prove that Mary is pregnant? Question: Is Cynthia certain that Mary is pregnant?,Cynthia asks: Did Sharon prove that Mary is pregnant?,Is Cynthia certain that Mary is pregnant?,Is Cynthia certain that Mary isn't pregnant?,0.00,-1.9427417130800002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00091468205, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00091468205), TopLogprob(token='1', bytes=[49], logprob=-7.0009146), TopLogprob(token=' ', bytes=[32], logprob=-13.250915), TopLogprob(token='-', bytes=[45], logprob=-14.625915), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.000916)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00033713103, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00033713103), TopLogprob(token='<|end|>', bytes=None, logprob=-8.000338), TopLogprob(token=',', bytes=[44], logprob=-14.500338), TopLogprob(token='<|end|>', bytes=None, logprob=-14.750338), TopLogprob(token='\n', bytes=[10], logprob=-16.375338)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-1.9414899, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-1.9414899), TopLogprob(token='02', bytes=[48, 50], logprob=-1.9414899), TopLogprob(token='<|end|>', bytes=None, logprob=-2.19149), TopLogprob(token='10', bytes=[49, 48], logprob=-2.44149), TopLogprob(token='01', bytes=[48, 49], logprob=-2.44149)])]"
reveal,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kevin asks: Did Laura reveal that Mary is pregnant? Question: Is Kevin certain that Mary is pregnant?,Kevin asks: Did Laura reveal that Mary is pregnant?,Is Kevin certain that Mary is pregnant?,Is Kevin certain that Mary isn't pregnant?,0.2,-1.5598479200000002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.02324734, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.02324734), TopLogprob(token='1', bytes=[49], logprob=-3.7732472), TopLogprob(token=' ', bytes=[32], logprob=-13.898248), TopLogprob(token='-', bytes=[45], logprob=-15.710748), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.398247)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00672828, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00672828), TopLogprob(token='<|end|>', bytes=None, logprob=-5.006728), TopLogprob(token='<|end|>', bytes=None, logprob=-11.506728), TopLogprob(token=',', bytes=[44], logprob=-14.256728), TopLogprob(token='<|end|>', bytes=None, logprob=-14.256728)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.5298723, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.5298723), TopLogprob(token='1', bytes=[49], logprob=-2.7798724), TopLogprob(token='3', bytes=[51], logprob=-2.7798724), TopLogprob(token='8', bytes=[56], logprob=-2.7798724), TopLogprob(token='20', bytes=[50, 48], logprob=-2.7798724)])]"
say,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Betty asks: Did Jeffrey say that Mary is pregnant? Question: Is Betty certain that Mary is pregnant?,Betty asks: Did Jeffrey say that Mary is pregnant?,Is Betty certain that Mary is pregnant?,Is Betty certain that Mary isn't pregnant?,0.2,-1.420478033833,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.2140193e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.2140193e-05), TopLogprob(token='1', bytes=[49], logprob=-10.375032), TopLogprob(token=' ', bytes=[32], logprob=-14.375032), TopLogprob(token='-', bytes=[45], logprob=-16.375032), TopLogprob(token='#', bytes=[35], logprob=-16.875032)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00055589364, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00055589364), TopLogprob(token='<|end|>', bytes=None, logprob=-7.500556), TopLogprob(token='<|end|>', bytes=None, logprob=-13.125556), TopLogprob(token=',', bytes=[44], logprob=-14.875556), TopLogprob(token='\n', bytes=[10], logprob=-16.000555)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.41989, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.41989), TopLogprob(token='10', bytes=[49, 48], logprob=-1.66989), TopLogprob(token='20', bytes=[50, 48], logprob=-1.91989), TopLogprob(token='1', bytes=[49], logprob=-2.54489), TopLogprob(token='15', bytes=[49, 53], logprob=-2.54489)])]"
see,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Christopher asks: Did Ronald see that Mary is pregnant? Question: Is Christopher certain that Mary is pregnant?,Christopher asks: Did Ronald see that Mary is pregnant?,Is Christopher certain that Mary is pregnant?,Is Christopher certain that Mary isn't pregnant?,1,-0.14268072,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.14268072, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.14268072), TopLogprob(token='0', bytes=[48], logprob=-2.0176806), TopLogprob(token=' ', bytes=[32], logprob=-13.017681), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-13.517681), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-15.017681)])]"
suggest,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Did Rebecca suggest that Mary is pregnant? Question: Is Kenneth certain that Mary is pregnant?,Kenneth asks: Did Rebecca suggest that Mary is pregnant?,Is Kenneth certain that Mary is pregnant?,Is Kenneth certain that Mary isn't pregnant?,0.2,-2.04494989428,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.276243e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.276243e-05), TopLogprob(token='1', bytes=[49], logprob=-9.875052), TopLogprob(token=' ', bytes=[32], logprob=-14.000052), TopLogprob(token='-', bytes=[45], logprob=-16.000053), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.875053)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00071243185, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00071243185), TopLogprob(token='<|end|>', bytes=None, logprob=-7.2507124), TopLogprob(token='<|end|>', bytes=None, logprob=-14.000712), TopLogprob(token=',', bytes=[44], logprob=-14.750712), TopLogprob(token='\n', bytes=[10], logprob=-16.250713)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-2.0441847, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-2.0441847), TopLogprob(token='05', bytes=[48, 53], logprob=-2.2941847), TopLogprob(token='02', bytes=[48, 50], logprob=-2.2941847), TopLogprob(token='10', bytes=[49, 48], logprob=-2.5441847), TopLogprob(token='12', bytes=[49, 50], logprob=-2.5441847)])]"
think,p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Scott asks: Does Emily think that Mary is pregnant? Question: Is Scott certain that Mary is pregnant?,Scott asks: Does Emily think that Mary is pregnant?,Is Scott certain that Mary is pregnant?,Is Scott certain that Mary isn't pregnant?,0.2,-1.3094070755,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0067180945, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0067180945), TopLogprob(token='1', bytes=[49], logprob=-5.006718), TopLogprob(token=' ', bytes=[32], logprob=-13.381718), TopLogprob(token='-', bytes=[45], logprob=-15.631718), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.131718)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.011058081, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.011058081), TopLogprob(token='<|end|>', bytes=None, logprob=-4.511058), TopLogprob(token='<|end|>', bytes=None, logprob=-11.761058), TopLogprob(token='\n', bytes=[10], logprob=-14.511058), TopLogprob(token='<|end|>', bytes=None, logprob=-14.511058)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.2916309, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.2916309), TopLogprob(token='1', bytes=[49], logprob=-1.7916309), TopLogprob(token='15', bytes=[49, 53], logprob=-2.6666307), TopLogprob(token='05', bytes=[48, 53], logprob=-2.7916307), TopLogprob(token='3', bytes=[51], logprob=-2.9166307)])]"
